NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
5R03-50404,Greenville Transit,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50408,"Hancock, City of ",Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50413,Bay Area Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50416,Mecosta Osceola Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50427,Marquette County Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50437,Big Rapids Dial-A-Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50452,Antrim County Transportation,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50453,Clare County Transit ,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50455,Gogebic County Transit,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50456,Allegan County Transportation Services,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50457,Benzie Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50459,Ludington Mass Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50463,Berrien County Public Transportation,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50473,Lenawee Transportation Corporation,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50476,Yates Township Transportation System,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50487,"Sault Sainte Marie, City of",Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50492,Alma-Dial-A-Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50494,Dowagiac Dial-A--Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50495,Interurban Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50503,Crawford County Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50511,ALTRAN Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-50514,Ionia Dial-A-Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-55321,Peoples Express,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-55323,Pioneer Resources - Muskegon,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-55401,Kent County Community Action,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55417,"Baragaland Senior Citizens, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55418,Baraga/Houghton/ Keweenaw Community Action Agency,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55419,"TRICO Opportunities, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55420,Wellspring Lutheran Services,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55421,Vital Care Adult Day Center,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55422,United Methodist Community House,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55423,U.P. Community Services Inc.,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55424,St. Mary's Guardian Angel Respite and Day Care Service,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55425,Senior Neighbors,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55426,Saginaw County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55427,Presque Isle County Council on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55428,Oscoda County Area Transit Specialists,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55429,Oceana County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55430,Northfields Human Service Agency,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55431,Newaygo County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55432,Montcalm County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55433,Milan Seniors for Healthy Living,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55435,Menominee/Delta/Schoolcraft Community Action Agency,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55436,Mecosta County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55437,Marian E. Burch Adult Day Care & Rehabilitation Center,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55438,"Manchester Area Senior Citizens Council, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55439,"Lapeer Team Work, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55440,Key Opportunities,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter
5R03-55441,Ionia County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55442,"Hope Network, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55443,"Healthsource Saginaw, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55444,Hartland Senior Center,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55445,Gratoit County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55446,"Goodwill Industries of Northern Wisconsin and Upper Michigan, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55447,Goodwill Industries (Muskegon County),Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55448,"Georgetown Seniors, Inc",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55449,Friendship Center of Emmet County,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55450,Emmet County Medical Care Facility,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55451,Community Inclusive Recreation,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55452,Community Action Agency of South Central Michigan,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55453,"Chippewa-Luce-Mackinac Community Action Human Resources, Inc",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55454,Cheboygan County Council on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55455,Brighton Community Education,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R03-55457,Missaukee County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter
5R04-50231,Rainbow Rider Transit Board,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50245,"Granite Falls, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50262,"Morris, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50264,Isanti County,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50297,Kanabec County,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50321,Volunteer Interfaith Network Effort,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50322,"Brainerd, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50332,"Hibbing, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50334,"Prairie Five CAC, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50349,"Winona, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50379,Becker County Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50384,Brown County Family Services,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50394,Trailblazer Joint Powers Board,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50397,Hubbard County,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50428,SEMCAC,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50430,"Fosston, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50446,Wadena County Social Services,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50448,Watonwan County,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50450,"Cedar Valley Services, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50471,"Southwestern MN Opportunity Council, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50474,"Tri-County Action Program, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50489,Paul Bunyan Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50504,Productive Alternatives,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50510,"Three Rivers Community Action, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-55314,Central Community Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-55320,Faribault-Martin Counties Joint Powers,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-55325,Minnesota River Valley Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R04-55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
5R05-50164,Sandusky Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50255,Carroll County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50275,Knox Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50278,Athens Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50284,Champaign Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50292,Bowling Green Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50293,Monroe County Public Transportation,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50298,Ottawa County Transportation Agency,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50316,Wilmington Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50326,Geauga County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50341,South East Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50343,Perry County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50362,Huron County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50363,Scioto County/Access Scioto County,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50377,Hancock Area Transportation Services,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50382,Ashland Public Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50388,Marion Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50390,Ashtabula County Transportation System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50406,Lancaster Public Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50410,Fayette County Transportation Program,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50415,Greenville Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50421,Morgan County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50424,Transportation for Logan County,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50429,Chillicothe Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50433,Transportation Resources For Independent People of Sandusky (TRIPS),Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50434,Pickaway Area Rural Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50438,Logan Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50440,Seneca-Crawford Area Transportation,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50462,Harrison County Rural Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50464,Pike County/Community Action Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50481,Columbiana County/Community Action Rural Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-50497,Shelby Public Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-55324,Washington County Commissioners,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-55328,Horizons of Tuscarawas & Carroll Counties,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-55459,"Adams Brown Counties Economic Opportunities, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55460,Ability Works Inc.,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55461,"Adams County Senior Citizens Council, Inc",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55462,"Ashtabula County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55463,"Allen County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55464,Auglaize County Council on Aging ,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55465,Belmont County Board Of Developmental Disabilities,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55466,Brown County Senior Citizens Council,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55467,Canal Winchester Human Services,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55468,Catholic Social Services,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55469,Coshocton County Coordinated Transportation Agency,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55470,"Country Neighbor Program, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55471,"Delphos Senior Citizens, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55472,"Fairfield Center for disAbilities & Cerebral Palsy, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55473,Fayette County Commission on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55474,"FRS Transportation, Inc",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55475,Gallia County Council on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55476,Geneva Area Senior Corporation,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55477,"Guernsey County Senior Citizens Center, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55478,Hands of Grace Faith in Action,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55479,"Hardin County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55480,Henry County Transportation Network,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-55481,"Highland County Community Action Organization, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55482,"Jackson County Board on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55483,"Jackson-Vinton Community Action, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55484,"Jeffco Workshop, Inc",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55485,Kno-Ho-Co-Ashland - Coshocton Community Action Commission,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55486,Licking County Aging Program,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55487,Lucy Idol Center,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55488,Madison County Board of Developmental Disabilities,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55489,Metzenbaum Sheltered Industries,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55490,"Morrow County Services for Older Citizens, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55491,Morrow County Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
5R05-55492,O'Neill Senior Center,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55493,"Preble County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55494,"Putnam County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55495,"Residential Home for the Developmentally Disabled, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55496,Seneca County Commission On Aging ,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55497,"Services for Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55498,Serving Our Seniors,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55499,Society for Equal Access,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55500,Mary McLeod-Bethune Intervention & Enrichment Center,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55501,Tri State Health,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55502,"Tuscarawas County Committee on Aging, Inc",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55503,Union County Area Transportation Service,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55504,United Senior Services,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55505,Van Wert County Council on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55506,"Vinton County Senior Citizens, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55507,Wellington Senior Citizens Bus Association Inc.,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55508,West Ohio Community Action Partnership,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55509,Wood County Children's Services Association,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55510,"Woodland Centers, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R05-55511,Wyandot County Council on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter
5R06-50218,City of Rice Lake,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50220,City of Shawano,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50226,Dunn County Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50229,City of Richland Center,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50235,City of Monroe,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50239,City of Black River Falls,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50257,City of Marshfield,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50266,City of Viroqua,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50277,Village of Plover,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50286,Grant County,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50290,City of Ripon,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50291,Village of Prairie du Sac,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50295,Rusk County Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50303,City of River Falls,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50318,City of Baraboo,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50319,City of Watertown,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50336,City of Waupaca,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50350,City of Waupun,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50359,City of Stevens Point,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50360,City of New Richmond,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50366,Door County,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50375,City of Whitewater,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50391,City of Edgerton,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50396,City of Jefferson,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50400,City of Fort Atkinson,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50401,Bay Area Rural Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50405,City of Wisconsin Rapids,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50409,Clintonville Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50418,City of Tomah,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50431,City of Platteville,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50432,County of Kenosha,Rural Reporter,Rural,A0014,Southeastern Wisconsin Regional Planning Commission,Group Plan Sponsor
5R06-50435,City of Lake Mills,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50442,County of La Crosse,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50449,County of Sauk,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50461,City of Manitowoc,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50466,City of Beaver Dam,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50470,City of Portage,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50478,City of Marinette,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50482,City of Prairie du Chien,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50490,City of Reedsburg,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50491,City of Medford,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50500,City of Rhinelander,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50505,City of Merrill,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50506,City of Berlin,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50507,Sawyer County/LCO Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-50513,City of Mauston,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55318,County of Walworth,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55319,Oneida-Vilas Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55327,County of Clark,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55330,County of Adams,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55331,County of Barron,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55332,American Eagle Bethel Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55333,"Aptiv, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55334,"Away We Go Transport, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55335,"BRIDGE for Community Life, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55336,"Black River Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55337,"Challenge Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55338,"Community Care, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55339,County of Buffalo,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55340,County of Dodge,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55342,County of Outagamie,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55343,County of Pepin,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55344,County of Marquette,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55345,County of Rock,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55346,County of Trempealeau,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
