State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,State Name,State,Subrecipient Type,FY Start Date,FY End Date,Event Type,Location,Reportable Events,Major Safety and Security Events,Non Major Events (non-injury),Operator Injuries,Other Transit Worker Injuries,Other Injuries,Total Injuries,Operator Fatalities,Other Transit Worker Fatalities,Other Fatalities,Total Fatalities,Notes
5R04,5R04-55314,Central Community Transit,Rural Reporter,Rural,Minnesota Department of Transportation ,MN,Rural General Public Transit,,,,,2,,,,,,4,,,,0,
5R04,5R04-55320,Faribault-Martin Counties Joint Powers,Rural Reporter,Rural,Minnesota Department of Transportation ,MN,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R04,5R04-55325,Minnesota River Valley Transit,Rural Reporter,Rural,Minnesota Department of Transportation ,MN,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R04,5R04-55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,Minnesota Department of Transportation ,MN,Rural General Public Transit,,,,,2,,,,,,0,,,,0,
5R05,5R05-50164,Sandusky Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50255,Carroll County Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50275,Knox Area Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50278,Athens Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50284,Champaign Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50292,Bowling Green Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50293,Monroe County Public Transportation,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50298,Ottawa County Transportation Agency,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50316,Wilmington Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50326,Geauga County Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,2,,,,0,
5R05,5R05-50341,South East Area Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R05,5R05-50343,Perry County Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R05,5R05-50362,Huron County Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50363,Scioto County/Access Scioto County,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50377,Hancock Area Transportation Services,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50382,Ashland Public Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R05,5R05-50388,Marion Area Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,4,,,,,,0,,,,0,
5R05,5R05-50390,Ashtabula County Transportation System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,2,,,,,,3,,,,0,
5R05,5R05-50406,Lancaster Public Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50410,Fayette County Transportation Program,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,2,,,,,,2,,,,0,
5R05,5R05-50415,Greenville Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R05,5R05-50421,Morgan County Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50424,Transportation for Logan County,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50429,Chillicothe Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
5R05,5R05-50433,Transportation Resources For Independent People of Sandusky (TRIPS),Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50434,Pickaway Area Rural Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50438,Logan Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50440,Seneca-Crawford Area Transportation,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50462,Harrison County Rural Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50464,Pike County/Community Action Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R05,5R05-50481,Columbiana County/Community Action Rural Transit System,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-50497,Shelby Public Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-55324,Washington County Commissioners,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R05,5R05-55328,Horizons of Tuscarawas & Carroll Counties,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R05,5R05-55480,Henry County Transportation Network,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R05,5R05-55491,Morrow County Area Transit,Rural Reporter,Rural,Ohio Department of Transportation,OH,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50218,City of Rice Lake,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50220,City of Shawano,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50226,Dunn County Transit Commission,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
5R06,5R06-50229,City of Richland Center,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50235,City of Monroe,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50239,City of Black River Falls,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50257,City of Marshfield,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50266,City of Viroqua,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50277,Village of Plover,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50286,Grant County,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50290,City of Ripon,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50291,Village of Prairie du Sac,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50295,Rusk County Transit Commission,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50303,City of River Falls,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50318,City of Baraboo,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50319,City of Watertown,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
5R06,5R06-50336,City of Waupaca,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50350,City of Waupun,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50359,City of Stevens Point,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50360,City of New Richmond,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50366,Door County,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50375,City of Whitewater,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50391,City of Edgerton,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50396,City of Jefferson,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,2,,,,,,1,,,,0,
5R06,5R06-50400,City of Fort Atkinson,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50401,Bay Area Rural Transit Commission,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,2,,,,0,
5R06,5R06-50405,City of Wisconsin Rapids,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50409,Clintonville Transit Commission,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50418,City of Tomah,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50431,City of Platteville,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50432,County of Kenosha,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50435,City of Lake Mills,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50442,County of La Crosse,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50461,City of Manitowoc,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50466,City of Beaver Dam,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50470,City of Portage,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50478,City of Marinette,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50482,City of Prairie du Chien,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
5R06,5R06-50490,City of Reedsburg,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50491,City of Medford,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50500,City of Rhinelander,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
5R06,5R06-50505,City of Merrill,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50506,City of Berlin,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50507,Sawyer County/LCO Transit Commission,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-50513,City of Mauston,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,2,,,,,,0,,,,0,
5R06,5R06-55318,County of Walworth,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,4,,,,,,2,,,,0,
5R06,5R06-55319,Oneida-Vilas Transit Commission,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
5R06,5R06-55327,County of Clark,Rural Reporter,Rural,Wisconsin Department of Transportation,WI,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
,60001,City of Amarillo,Reduced Reporter,Urban,,,,,,,,2,,,,,,2,,,,0,
,60002,Chickasaw Nation,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,60003,Choctaw Nation of Oklahoma,Reduced Reporter,Tribe,,,,,,,,1,,,,,,1,,,,0,
,60004,Citizen Potawatomi Nation,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,60005,Comanche Nation,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,60013,City of Port Arthur ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60015,City of Galveston ,Reduced Reporter,Urban,,,,,,,,5,,,,,,0,,,,0,
,60023,City of Lake Charles,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60025,City of Alexandria,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60026,City of Monroe ,Reduced Reporter,Urban,,,,,,,,4,,,,,,12,,,,0,
,60034,City of Pine Bluff,Reduced Reporter,Urban,,,,,,,,6,,,,,,0,,,,0,
,60035,City of Wichita Falls ,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,60040,City of Abilene ,Reduced Reporter,Urban,,,,,,,,1,,,,,,2,,,,0,
,60049,City of Las Cruces NM,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60058,St. Bernard Parish,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60062,"University of Arkansas, Fayetteville",Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60068,City of Grand Prairie ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60072,Ozark Regional Transit,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60080,Terrebonne Parish Consolidated Government,Reduced Reporter,Urban,,,,,,,,4,,,,,,5,,,,0,
,60081,City of Longview,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,60082,The Gulf Coast Center,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60086,City of Fort Smith,Reduced Reporter,Urban,,,,,,,,3,,,,,,8,,,,0,
,60089,City of Tyler,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60093,Texarkana Urban Transit District,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60094,City of Lawton  ,Reduced Reporter,Urban,,,,,,,,6,,,,,,6,,,,0,
,60095,Golden Crescent Regional Planning Commission,Reduced Reporter,Urban,,,,,,,,5,,,,,,4,,,,0,
,60096,University of Oklahoma,Reduced Reporter,Urban,,,,,,,,4,,,,,,2,,,,0,
,60097,Midland-Odessa Urban Transit District,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60099,City of McAllen ,Reduced Reporter,Urban,,,,,,,,3,,,,,,3,,,,0,
,60100,City of Farmington,Reduced Reporter,Urban,,,,,,,,3,,,,,,1,,,,0,
,60104,City of Jonesboro ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60105,City of Hot Springs,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60108,Harris County,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60109,St. Tammany Parish Government,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60112,River Parishes Transit Authority,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60113,City of Cleburne,Reduced Reporter,Urban,,,,,,,,1,,,,,,0,,,,0,
,60115,Public Transit Services,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60116,"SPAN, Incorporated",Reduced Reporter,Urban,,,,,,,,2,,,,,,1,,,,0,
,60118,City of Edmond,Reduced Reporter,Urban,,,,,,,,2,,,,,,0,,,,0,
,60125,City of Round Rock,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60129,City of Conroe,Reduced Reporter,Urban,,,,,,,,2,,,,,,3,,,,0,
,60131,San Marcos Urban Transit District,Reduced Reporter,Urban,,,,,,,,3,,,,,,0,,,,0,
,60132,"St. Martin, Iberia, Lafayette Community Action Agency",Reduced Reporter,Urban,,,,,,,,2,,,,,,0,,,,0,
,60138,North Central Regional Transit District,Reduced Reporter,Urban,,,,,,,,7,,,,,,3,,,,1,
,60196,Tangipahoa Voluntary Council on Aging,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60206,"Zia Therapy Center, Inc.",Reduced Reporter,Urban,,,,,,,,2,,,,,,1,,,,1,
,60260,"Community Services, Inc. ",Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,60620,Pueblo of Laguna,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66146,Ponca Tribe of Oklahoma,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66152,Pueblo of Santa Ana,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66158,Seminole Nation Public Transit,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66164,Kiowa Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66170,Muscogee (Creek) Nation,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66176,United Keetoowah Band of Cherokee Indians in Oklahoma,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66188,Ohkay Owingeh Pueblo,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66194,Cheyenne & Arapaho Tribes ,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66242,Zuni Pueblo,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,66283,South Central Regional Transit District,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
6R01,6R01-60136,Mid-Delta Transit (MDT),Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R01,6R01-60140,"Area Agency on Aging of Southeast Arkansas, Inc. (SEAT)",Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
6R01,6R01-60161,City of Eureka Springs Transit (EST),Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R01,6R01-60189,"NW Arkansas Economical Development District, Inc. (NATS)",Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R01,6R01-60204,"Crowley's Ridge Development Council, Inc. (NEAT)",Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R01,6R01-60246,Central Arkansas Development Council (CADC/SCAT),Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R01,6R01-60250,"Black River Area Development, Inc. (BRAD Public Transit)",Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R01,6R01-60257,"Area Agency on Aging of Western Arkansas, Inc. (WTS)",Rural Reporter,Rural,Arkansas Department of Transportation (ARDOT),AR,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60135,Pointe Coupee Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60154,Red River Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60163,Jefferson Davis Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60164,City of DeRidder/Beauregard Transit,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60168,Washington Parish Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60169,Evangeline Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
6R02,6R02-60180,East Feliciana Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,1,,,,,,2,,,,0,
6R02,6R02-60194,Webster Parish Police Jury- OCS,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
6R02,6R02-60195,St Martin Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60198,Calcasieu Office of Community Services,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60199,St Mary Community Action Committee Assoc,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
6R02,6R02-60200,Livingston Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60207,Assumption Parish Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60209,Caldwell Parish Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60211,Vermilion Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60217,West Ouachita Senior Center,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60222,St. James Dept of Human Resource,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60229,Humanitarian Enterprises of Lincoln Parish,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60231,St. Landry Parish Community Action Agency,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60232,Terrebonne Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60234,Claiborne Parish Police Jury OCS,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60235,"Cameron Council on Aging, Inc",Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60247,Avoyelles Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60249,Allen Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60251,Bienville Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60261,Desoto Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-60263,Vernon Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-66267,Iberville Sheriff's Office,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-66268,Madison Voluntary Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
6R02,6R02-66273,St. Helena Council on Aging,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-66282,Rapides Senior Center,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R02,6R02-66337,West Feliciana Public Transit,Rural Reporter,Rural,Louisiana Department of Transportation,LA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R03,6R03-60148,Village of Milan,Rural Reporter,Rural,New Mexico Department of Transportation,NM,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R03,6R03-60151,Grant County,Rural Reporter,Rural,New Mexico Department of Transportation,NM,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R03,6R03-60157,City of Socorro,Rural Reporter,Rural,New Mexico Department of Transportation,NM,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R03,6R03-60167,City of Roswell,Rural Reporter,Rural,New Mexico Department of Transportation,NM,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R03,6R03-60184,City of Carlsbad,Rural Reporter,Rural,New Mexico Department of Transportation,NM,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
6R03,6R03-60190,City of Hobbs,Rural Reporter,Rural,New Mexico Department of Transportation,NM,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
6R03,6R03-60215,Incorporated County of Los Alamos,Rural Reporter,Rural,New Mexico Department of Transportation,NM,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
