NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Contractee NTD ID,Contractee Operator Name,Contractee Agency Name,Contractee Company Name,Reporter Contractual Position,Type of Contract,Primary Feature,Buyer Supplies Vehicles to Seller,Buyer Provides Maintenance Facility to Seller,Other Public Assets Provided,Other Public Assets Provided Desc,Service Captured,Other Party,Fares Retained by,VOMS Under Contract,Months Seller Operated in FY,PT Fare Revenues/Passenger Fees,Passenger Out of Pocket Expenses,Direct Payment/Agency Subsidy,Contract Capital Leasing Expenses,Other Operating Expenses Incurred by the Buyer,Total Modal Expenses,Other Reconciling Item Expenses Incurred by the Buyer
50008,Milwaukee County,Full Reporter,Urban,CB,PT,50161,,Ozaukee County ,,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In Another Report,Is a Public Entity,Seller,7,12,195645,,1338679,148820,0,1683144,0
50008,Milwaukee County,Full Reporter,Urban,DR,PT,,,,Transit Express,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,49,12,892959,,7877043,375068,584448,9729518,0
50008,Milwaukee County,Full Reporter,Urban,DR,PT,50096,,City of Waukesha ,,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In Another Report,Is a Public Entity,Seller,2,12,4632,,36537,3167,0,44336,0
50008,Milwaukee County,Full Reporter,Urban,DR,PT,,,,First Transit ,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,47,12,852082,,6673577,477535,495183,8498377,0
50008,Milwaukee County,Full Reporter,Urban,MB,PT,50096,,City of Waukesha ,,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In Another Report,Is a Public Entity,Seller,6,12,302951,,891364,112654,0,1306969,0
50008,Milwaukee County,Full Reporter,Urban,MB,PT,,,,Milwaukee Transport Services Inc.,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,307,12,31475475,,97867206,0,1948731,131291412,0
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,DT,PT,,,,Oshkosh City Cab Company,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Buyer,20,12,370254,,636735,72984,1485,1081458,0
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,DT,PT,,,,Running Inc,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,10,12,105049,,359610,32692,1308,498659,0
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,MB,PT,,,,Kobussen Buses Ltd.,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,11691,,164098,16103,1881,193773,0
50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,PT,,,,Don Brodie's Thomas Limousine Service Inc,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,Y,Computer tablets for Ecolane scheduling and trip management operation,In This Report,,Buyer,22,12,68336,,2030270,92000,13535,2204141,0
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,"MV Transportation, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,46,12,935203,,7093991,0,1389537,9418731,0
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,50166,,Board of  Clermont County Commissioners,,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,Is a Public Entity,Seller,9,12,114863,,488408,53780,0,657051,0
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,50157,,Butler County Regional Transit Authority,,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,Is a Public Entity,Seller,9,12,368543,,525784,81888,0,976215,0
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,Transdev,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,3,12,364167,,3188851,0,311533,3864551,0
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Senior Transportation Connection,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,13,12,46997,,1262729,147083,1060406,2517215,0
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Provide-A-Ride,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,32,12,207559,,4204702,330446,7026943,11769650,0
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Lake Front,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,32,5,44709,,867080,42478,1250576,2204843,0
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,GC LOGISTICS,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,23,7,58748,,1712005,111969,1278979,3161701,0
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,VP,PT,,,,Enterprise,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,22,9,103235,27882,55252,79205,30097,295671,0
50016,Central Ohio Transit Authority,Full Reporter,Urban,DR,PT,,,,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,64,12,822880,,8778525,0,2361229,11962634,0
50020,"City of Springfield, Ohio",Reduced Reporter,Urban,DR,PT,,,,"First Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,4,12,32695,,110016,0,3826,146537,0
50020,"City of Springfield, Ohio",Reduced Reporter,Urban,MB,PT,,,,"First Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,9,12,141687,,1564874,0,88403,1794964,0
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Black and White Cab Company,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,15,12,61008,,457730,46357,39349,604444,0
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,MNM Transportation,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,13,12,32280,,216225,46357,20820,315682,0
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Citywide Medical Transportation,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,13,12,20653,,115478,46357,13320,195808,0
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,Coneth Home Health Care,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,8,12,3751,,6718,5784,2419,18672,0
50025,Duluth Transit Authority,Full Reporter,Urban,DR,PT,,,,Transit Special Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,8,12,93165,,623383,0,379924,1096472,0
50025,Duluth Transit Authority,Full Reporter,Urban,DR,PT,,,,"City of Superior, WI",The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,1,12,5653,,96741,0,0,102394,0
50025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,,,,"City of Superior, WI",The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,6,12,120617,,1275319,0,0,1395936,0
50026,City of Moorhead,Full Reporter,Urban,DR,PT,80110,,Fargo Park District ,,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,Is a Public Entity,Buyer,3,12,30218,,143425,0,156,173799,0
50026,City of Moorhead,Full Reporter,Urban,DR,PT,80003,,City of Fargo,,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In Another Report,Is a Public Entity,Seller,13,12,25053,,158943,0,132042,316038,0
50026,City of Moorhead,Full Reporter,Urban,MB,PT,,,,"First Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,8,12,368115,,1125982,0,1352919,2847016,0
50027,Metro Transit ,Full Reporter,Urban,CR,PT,,,,BNSF,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,20,12,2604994,,5503309,0,11981548,20089851,39219
50027,Metro Transit ,Full Reporter,Urban,MB,DO,50517,,City of Maple Grove,,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,Y,Maple Grove provides the stations,In This Report,Is a Public Entity,Seller,33,12,2178787,,1581737,0,0,3760524,0
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,,,,MOUNT CLEMENS CONNECTOR,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,6,12,47542,,400721,0,9204,457467,0
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,,,,REDFORD CONNECTOR,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,4,12,14812,,179071,0,4884,198767,0
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,,,,NANKIN TRANSIT COMMISSION,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,13,12,238251,,924490,0,44485,1207226,0
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,50522,,Lake Erie Transportation Commission,,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In Another Report,Is a Public Entity,Seller,9,12,123952,,2905336,0,270930,3300218,0
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,PT,50522,,Lake Erie Transportation Commission,,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In Another Report,Is a Public Entity,Seller,8,12,182252,,1848547,0,162674,2193473,0
50032,Mass Transportation Authority ,Full Reporter,Urban,DR,PT,,,,Jewish Community Services,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,2,12,7856,,98488,0,24845,131189,0
50033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,,,,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,59,12,1029598,,6023366,80950,669534,7803448,0
50033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,,,,Hope Network,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,31,12,172194,,1007372,647422,111975,1938963,0
50035,Central County Transportation Authority,Full Reporter,Urban,DR,PT,,,,"Apple Bus Company, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,44,12,608733,,3848222,28068,1199617,5684640,0
50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,Transdev,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,63,12,192495,,8471905,1200000,4912270,14776670,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,PT,,,,Indian Trails,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,2,12,1061243,,278015,326511,204109,1869878,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,RideCorp,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,52,12,712165,,4714171,165101,742009,6333446,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,Jewish Family Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,0,,6344,301,597,7242,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,Northfield's Human Services,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,0,,259936,34423,24470,318829,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,Blue Cab,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,0,,11504,3900,1083,16487,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,Stadium Taxi,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,12,0,,31239,2000,2941,36180,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,Golden Limousine,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,2,12,0,,111458,12710,6835,131003,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DT,PT,,,,Blue Cab,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,7,12,111974,,426992,27300,72101,638367,0
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,Enterprise Rideshare - Michigan,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,118,12,688499,231306,695184,746980,112707,2474676,0
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,DR,PT,,,,Transdev,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,74,12,1067824,,9135189,155175,2136499,12494687,0
50056,Greater Peoria Mass Transit District,Full Reporter,Urban,DR,PT,,,,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,49,12,314012,,4205062,116715,228411,4864200,0
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,PT,,,,Community Transportation Development,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Seller,4,12,38496,,534820,0,97552,670868,0
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,FB,PT,,,,Celebration River Cruises,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,N,N,,In This Report,,Buyer,3,6,154805,,280459,0,168305,603569,0
50058,Rockford Mass Transit District,Full Reporter,Urban,DR,DO,50212,,Stateline Mass Transit District,,The Reporter is the Seller,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,Is a Public Entity,Buyer,5,12,40295,,867828,0,0,908123,0
50058,Rockford Mass Transit District,Full Reporter,Urban,DR,PT,50194,,Boone County Council on Aging,,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In Another Report,Is a Private Company,Buyer,4,12,20076,,365641,0,18282,403999,0
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,,,,DEVELOPMENTAL SERVICES CENTER,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Buyer,17,12,172942,,483763,130397,8300,795402,0
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,,,,University of Illinois ADA,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,4,12,143436,,382088,30112,534,556170,0
50061,"City of Decatur, Il",Full Reporter,Urban,DT,PT,,,,"Decatur City Taxi & Delivery, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,1,7,432,,3884,2158,5290,11764,0
50090,Richland County Transit,Reduced Reporter,Urban,DR,PT,,,,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,6,12,84845,,235043,0,143840,463728,0
50090,Richland County Transit,Reduced Reporter,Urban,MB,PT,,,,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",Y,Y,N,,In This Report,,Seller,10,12,189132,,901209,0,476263,1566604,0
50092,"City of Rochester, Minnesota",Full Reporter,Urban,DR,PT,,,,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,5,12,77923,,490384,0,148332,716639,0
50092,"City of Rochester, Minnesota",Full Reporter,Urban,DT,PT,,,,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,1,12,46128,,404067,0,3605,453800,0
50092,"City of Rochester, Minnesota",Full Reporter,Urban,MB,PT,,,,First Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,Y,N,,In This Report,,Buyer,52,12,3356882,,6696044,0,3479560,13532486,0
50095,Lorain County,Reduced Reporter,Urban,DR,PT,,,,"First Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,11,12,45057,,1400330,0,102019,1547406,0
50095,Lorain County,Reduced Reporter,Urban,MB,PT,,,,"First Transit, Inc.",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Buyer,4,12,44535,,658979,0,48008,751522,0
50096,City of Waukesha ,Full Reporter,Urban,CB,PT,,,,Wisconsin Coach Lines,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,11,12,311233,,1904200,326396,149825,2691654,0
50096,City of Waukesha ,Full Reporter,Urban,DR,PT,50008,,Milwaukee County,,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,Is a Public Entity,Seller,2,12,4632,,36537,3167,2784,47120,0
50096,City of Waukesha ,Full Reporter,Urban,DR,PT,,,,Transit Express,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,3,12,22280,,125500,13200,9994,170974,0
50096,City of Waukesha ,Full Reporter,Urban,MB,PT,50008,,Milwaukee County,,The Reporter is the Buyer,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,Is a Public Entity,Seller,6,12,302951,,891364,112654,80769,1387738,0
50099,City of Eau Claire,Full Reporter,Urban,DR,PT,,,,"Abby Vans, Inc",The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Buyer,34,12,296627,,1060020,102814,44236,1503697,0
50099,City of Eau Claire,Full Reporter,Urban,MB,DO,,,,City of Altoona,The Reporter is the Seller,Negotiated Contract or Agreement,"The Buyer Reimburses the Seller's Net Operating Expenses, Based on Approved Budget",N,N,N,,In This Report,,Seller,1,12,16770,,68162,0,0,84932,0
50108,City of Janesville,Reduced Reporter,Urban,DR,PT,,,,Rock County Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,2,12,18912,,76278,6865,3170,105225,0
50109,City of Beloit,Reduced Reporter,Urban,DR,PT,,,,Rock County Specialized Transit,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,2,12,19593,,12529,0,0,32122,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Lemont Township,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,2,12,5585,,66260,898,15580,88323,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Lyons Township,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,3,12,15474,,279731,3690,58717,357612,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Village of Tinley Park,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,1,12,7941,,54626,782,12445,75794,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Community Service Vehicles,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,98,12,118801,,3056331,37645,14791,3227568,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Village of Park Forest,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,3,12,15907,,82221,1226,19518,118872,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Village of Forest Park,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,3,12,21862,,104626,1581,25158,153227,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Village of Crestwood,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,1,12,4478,,113669,1476,23500,143123,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Bloom Township,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,5,12,20902,,334132,4437,70617,430088,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Village of Schaumburg,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,11,12,104414,,1261332,17071,271650,1654467,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,CDT ,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,N,N,N,,In This Report,,Seller,5,6,13528,,155607,2114,33641,204890,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Vernon Township,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,2,12,2741,,90372,1163,18520,112796,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Ride Right,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,14,6,79741,,592641,8404,203389,884175,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Village of Norridge,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,1,12,5727,,86924,1158,18428,112237,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,MV Transportation,The Reporter is the Buyer,Competitively-Bid Contract,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,24,12,141563,,1532329,20923,392803,2087618,0
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,Aurora Twp.,The Reporter is the Buyer,Negotiated Contract or Agreement,The Buyer Pays the Seller a Negotiated Fixed Rate Per Unit of Service,Y,N,N,,In This Report,,Seller,6,12,44807,,431461,5953,94731,576952,0
