NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,Element Type,Element Name,Element Count,Lane Miles,Linear Miles,Track Miles,Pre 1930,1930's,Pre 1940,1940's,1950's,1960's,1970's,1980's,1990's,2000's,2010's,2020's,Expected Service Years,Percent Agency Capital Responsibility,Allocation Units,Separate Asset Flag,Shared Capital Responsibility Other Party,Notes
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Elevated/Concrete,,,,9.5,0,0,,0,0,0,0,9.5,0,0,0,,50,100,Track Miles,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Non-Revenue Service,,,,0.63,,,,,,,,,,,,,30,100,,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,50,0,0,50,,30,100,Percent,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Single Crossover,4,,,,,,,,,,,,,,,,30,100,,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Substation Building,13,,,,0,0,,0,0,0,0,5,8,0,0,,100,100,Quantity,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,10,10,78,2,,30,100,Percent,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Tangent - Revenue Service,,,,7.23,,,,,,,,,,,,,30,100,,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
40034,County of Miami-Dade ,Full Reporter,,,Urban,MG,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,44,56,0,0,,20,100,Percent,N,,
40035,Central Florida Regional Transportation Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,0.7,,,,,,,,,,,,,,,,,,N,,
40035,Central Florida Regional Transportation Authority,Full Reporter,,,Urban,RB,DO,,Exclusive Fixed Guideway,,4.8,,,,,,,,,,,,,,,,,,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,At-Grade/Ballast (including expressway),,,,0.23,0,0,,0,0,0,0,0,100,0,0,,50,100,Percent,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Curve - Revenue Service,,,,1.71,,,,,,,,,,,,,50,100,,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Elevated/Concrete,,,,5.17,0,0,,0,0,0,0,0,100,0,0,,50,100,Percent,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Non-Revenue Service,,,,0.23,,,,,,,,,,,,,50,100,,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Revenue Track - No Capital Replacement Responsibility,,,,0,,,,,,,,,,,,,50,,,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Substation Building,3,,,,0,0,,0,0,0,0,0,3,0,0,,40,100,Quantity,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,100,0,0,,10,100,Percent,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Tangent - Revenue Service,,,,3.46,,,,,,,,,,,,,50,100,,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,0,0,100,0,0,,5,100,Percent,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Track Under Performance Restriction,,,0.56,0.56,,,,,,,,,,,,,,,Track Miles,N,,
40040,Jacksonville Transportation Authority,Full Reporter,,,Urban,MG,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,100,0,0,,20,100,Percent,N,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,1.1,,,,,,,,,,,,,,,,,,N,,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,At-Grade/Ballast (including expressway),,,,0.94,0,0,,0,0,0,0,0,0,0.94,0,,30,0,Track Miles,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,At-Grade/In-Street/Embedded,,,,2.56,0,0,,0,0,0,0,0,0,2.56,0,,30,0,Track Miles,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Curve - Revenue Service,,,,0.83,,,,,,,,,,,,,30,0,,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Grade Crossings,23,,,,,,,,,,,,,,,,30,0,,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Non-Revenue Service,,,,0.04,,,,,,,,,,,,,30,0,,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,100,0,,30,0,Percent,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Revenue Track - No Capital Replacement Responsibility,,,,3.46,,,,,,,,,,,,,30,,,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Single Crossover,1,,,,,,,,,,,,,,,,30,0,,N,CSX 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Single Turnout,14,,,,,,,,,,,,,,,,30,0,,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Substation Building,2,,,,0,0,,0,0,0,0,0,0,2,0,,30,0,Quantity,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,100,0,,30,0,Percent,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Tangent - Revenue Service,,,,2.63,,,,,,,,,,,,,30,0,,N,City of Tampa 100%,
40041,Hillsborough Area Regional Transit Authority,Full Reporter,,,Urban,SR,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,146.53,100,0,,0,0,0,0,0,0,0,0,,100,100,Percent,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,At-Grade/In-Street/Embedded,,,,0,3,0,,0,0,0,0,10,7,65,15,,100,100,Percent,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Concrete,,,,2,63,0,,0,13,11,10,3,0,0,0,,100,100,Percent,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,0.97,91,0,,0,1,4,0,2,0,2,0,,100,100,Percent,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Grade Crossings,72,,,,,,,,,,,,,,,,25,100,,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,8.2,,,,,,,,,,,,,30,100,,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Single Turnout,175,,,,,,,,,,,,,,,,25,100,,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,141.3,,,,,,,,,,,,,30,100,,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,4.64,4.64,,,,,,,,,,,,,,,Track Miles,N,,
40077,South Florida Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,91,0,,0,0,0,0,0,0,0,9,,15,100,Percent,N,,
40078,Cobb County,Full Reporter,,,Urban,CB,PT,,Controlled Access High Intensity Busway,,19.5,,,,,,,,,,,,,,,,,,N,,
40086,Metropolitan Bus Authority,Full Reporter,4R09,Puerto Rico Highway and Transportation Authority,Urban,MB,DO,,Exclusive Fixed Guideway,,16.3,,,,,,,,,,,,,,,,,,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,At-Grade/Ballast (including expressway),,,,10.81,0,0,,0,0,0,0,0,0,100,0,,40,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Below-Grade/Bored or Blasted Tunnel,,,,1.12,0,0,,0,0,0,0,0,0,100,0,,40,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Below-Grade/Cut-and-Cover Tunnel,,,,0.53,0,0,,0,0,0,0,0,0,100,0,,40,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Below-Grade/Retained Cut,,,,0.86,0,0,,0,0,0,0,0,0,100,0,,40,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Curve - Revenue Service,,,,8.98,,,,,,,,,,,,,40,100,,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Double Crossover,7,,,,,,,,,,,,,,,,40,100,,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Elevated/Concrete,,,,11.57,0,0,,0,0,0,0,0,0,100,0,,40,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Elevated/Retained Fill,,,,0.04,0,0,,0,0,0,0,0,0,100,0,,40,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Non-Revenue Service,,,,4.32,,,,,,,,,,,,,40,100,,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Single Crossover,2,,,,,,,,,,,,,,,,40,100,,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Single Turnout,33,,,,,,,,,,,,,,,,40,100,,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Substation Building,23,,,,0,0,,0,0,0,0,0,0,100,0,,30,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,100,0,,30,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Tangent - Revenue Service,,,,11.63,,,,,,,,,,,,,40,100,,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,0,0,0,100,0,,30,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Track Under Performance Restriction,,,0.34,0.34,,,,,,,,,,,,,,,Track Miles,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,HR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,100,0,,30,100,Percent,N,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,15.3,,,,,,,,,,,,,,,,,,N,,
40138,Gwinnett County Board of Commissioners,Full Reporter,A0001,Atlanta Regional Commission,Urban,CB,PT,,Exclusive High-Intensity Busway,,59.2,,,,,,,,,,,,,,,,,,N,,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,31.1,8,0,,0,7,6,5,0,0,74,0,,60,50,Percent,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,5.67,,,,,,,,,,,,,15,50,,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Concrete,,,,0.37,0,0,,0,0,0,0,0,0.01,0.36,0,,75,50,Track Miles,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Retained Fill,,,,0.15,0,0,,0,0,0,0,0,0.01,0.14,0,,60,50,Track Miles,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,0.28,0.06,0,,0,0,0,0.03,0,0.04,0.15,0,,75,50,Track Miles,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Grade Crossings,48,,,,,,,,,,,,,,,,12,50,,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,0.7,,,,,,,,,,,,,15,50,,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Single Turnout,25,,,,,,,,,,,,,,,,15,50,,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,25.53,,,,,,,,,,,,,35,50,,N,Nashville & Eastern RR,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,4.3,4.3,,,,,,,,,,,,,,,Track Miles,N,,
40159,Regional Transportation Authority,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,100,0,,25,50,Percent,N,Nashville & Eastern RR,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,102.9,0,0,,0,5.3,0,0,59.6,0,9.5,25.6,,38,100,Percent,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,27.5,,,,,,,,,,,,,35,100,,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,0.4,0,2.2,,0,24.7,23.3,2,0,3.9,0,43.9,,82,100,Percent,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Grade Crossings,117,,,,,,,,,,,,,,,,14,100,,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,8.8,,,,,,,,,,,,,38,100,,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Single Crossover,25,,,,,,,,,,,,,,,,30,100,,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Single Turnout,46,,,,,,,,,,,,,,,,30,100,,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,67,,,,,,,,,,,,,40,100,,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,0.8,0.8,,,,,,,,,,,,,,,Track Miles,N,,
40232,Central Florida Commuter Rail,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0.3,7.3,14.9,77.5,,23,100,Percent,N,,
40264,Georgia State Road and Tollway Authority,Full Reporter,,,Urban,CB,PT,,Exclusive High-Intensity Busway,,91.2,,,,,,,,,,,,,,,,,,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,At-Grade/In-Street/Embedded,,,,1.9,0,0,,0,0,0,0,0,100,0,0,,40,100,Percent,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Curve - Revenue Service,,,,0.25,,,,,,,,,,,,,40,100,,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Grade Crossings,14,,,,,,,,,,,,,,,,40,100,,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Non-Revenue Service,,,,0.2,,,,,,,,,,,,,40,100,,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,100,0,0,,40,100,Percent,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Single Turnout,4,,,,,,,,,,,,,,,,40,100,,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Substation Building,1,,,,0,0,,0,0,0,0,0,100,0,0,,40,100,Percent,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,100,0,0,,40,100,Percent,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Tangent - Revenue Service,,,,1.45,,,,,,,,,,,,,40,100,,N,,
50003,City of Kenosha,Full Reporter,,,Urban,SR,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
50005,City of Madison,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,12.5,,,,,,,,,,,,,,,,,,N,,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,0.1,,,,,,,,,,,,,,,,,,N,,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,At-Grade/In-Street/Embedded,,,,3.6,0,0,,0,0,0,0,0,0,0,3.6,,50,0,Track Miles,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Grade Crossings,42,,,,,,,,,,,,,,,,50,0,,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Non-Revenue Service,,,,0.1,,,,,,,,,,,,,50,0,,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,0,100,,50,0,Percent,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Revenue Track - No Capital Replacement Responsibility,,,,3.6,,,,,,,,,,,,,50,,,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Substation Building,3,,,,0,0,,0,0,0,0,0,0,0,100,,50,0,Percent,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,0,100,,50,0,Percent,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Tangent - Revenue Service,,,,3.6,,,,,,,,,,,,,50,0,,N,,Owned by and responsibility of City of Cincinnati.
50012,Southwest Ohio Regional Transit Authority,Full Reporter,,,Urban,SR,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,35.49,0,0,,0,0,0,20,20,20,20,20,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,0.8,0,0,,0,0,0,50,0,0,0,50,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Retained Cut,,,,4.2,0,0,,0,0,0,60,10,10,10,10,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,14.26,,,,,,,,,,,,,35,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Retained Fill,,,,1.7,0,0,,0,0,0,100,0,0,0,0,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,0.6,0,0,,0,0,0,80,0,0,0,20,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,4.82,,,,,,,,,,,,,70,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,10,40,20,20,10,0,,50,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Single Crossover,68,,,,,,,,,,,,,,,,15,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Single Turnout,71,,,,,,,,,,,,,,,,15,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Substation Building,14,,,,0,0,,0,10,10,20,20,20,10,10,,50,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,10,20,20,20,20,10,,30,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,23.71,,,,,,,,,,,,,70,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,0.66,0.66,,,,,,,,,,,,,,,Track Miles,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,20,20,20,20,20,0,0,0,,40,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,6.9,0,0,,0,0,0,20,20,20,20,20,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,9.1,0,0,,0,0,0,0,100,0,0,0,,20,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,2.9,0,0,,0,0,0,0,100,0,0,0,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,6.04,,,,,,,,,,,,,35,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Double Crossover,1,,,,,,,,,,,,,,,,15,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,6.7,0,0,,0,0,0,0,100,0,0,0,,80,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Grade Crossings,25,,,,,,,,,,,,,,,,10,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,20,20,20,20,20,0,0,,50,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Single Crossover,41,,,,,,,,,,,,,,,,15,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Single Turnout,8,,,,,,,,,,,,,,,,15,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Substation Building,4,,,,0,0,,0,0,0,20,20,20,10,30,,50,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,10,20,20,20,20,10,,25,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,19.56,,,,,,,,,,,,,70,100,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,0.51,0.51,,,,,,,,,,,,,,,Track Miles,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,20,20,,20,20,20,0,0,0,0,0,,40,100,Percent,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,3.2,,,,,,,,,,,,,,,,,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,RB,DO,,Controlled Access High Intensity Busway,,5.4,,,,,,,,,,,,,,,,,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,RB,DO,,Exclusive Fixed Guideway,,8.7,,,,,,,,,,,,,,,,,,N,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,,,Urban,RB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
50016,Central Ohio Transit Authority,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,1.4,,,,,,,,,,,,,,,,,,N,,
50016,Central Ohio Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,0,,,,,,,,,,,,,,,,,,N,,
50016,Central Ohio Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
50017,Greater Dayton Regional Transit Authority,Full Reporter,,,Urban,TB,DO,,Exclusive Fixed Guideway,,125.7,,,,,,,,,,,,,,,,,,N,,
50022,Toledo Area Regional Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,1,,,,,,,,,,,,,,,,,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,41.46,0,0,,0,0,0,0,0,0,41.46,0,,20,0,Track Miles,N,BNSF Railway,"BNSF Railway owns the track we operate on and has refused to provide Guideway blueprint information. Without the blueprints we cannot differentiate the Guideway Elements. As most of the track is At Grade Ballast, we are reporting it as such. We will apply for a FTA Waiver from providing this information."
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,Grade Crossings,36,,,,,,,,,,,,,,,,20,0,,N,BNSF Railway,BNSF owned and maintained.
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,3.01,,,,,,,,,,,,,70,100,,N,,Big Lake & Minneapolis Target Field yard tracks. 
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,Revenue Track - No Capital Replacement Responsibility,,,,38.45,,,,,,,,,,,,,20,,,N,BNSF Railway,"BNSF Railway owns the track we operate on and has refused to provide Guideway blueprint information. Without the blueprints we cannot differentiate the Guideway Elements. As most of the track is At Grade Ballast, we are reporting it as such. We will apply for a FTA Waiver from providing this information."
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,Single Turnout,9,,,,,,,,,,,,,,,,30,100,,N,,In Big Lake & Minneapolis yards. Metro Transit owned and maintained.
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,38.45,,,,,,,,,,,,,20,0,,N,BNSF Railway," We operate under trackage rights on BNSF Railway double track main line Minneapolis to Big Lake. BNSF Railway responsible for capital replacement. We have no input into BNSF capital project decisions. BNSF has refused to provide us with track blueprints as proprietary, so we cannot determine tangent and curved Revenue Service. We will apply for an FTA Waiver from providing this information."
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
