State/Parent NTD ID,NTD ID,Reporter Name,Reporter Type,Reporting Module,Form Section,Performance Measure,2022 Target (%),2023 Target (%)
,50196,Harbor Transit Multi-Modal Transportation System,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,100,100
,50199,Delaware County Transit Board,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,0
,50199,Delaware County Transit Board,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,50199,Delaware County Transit Board,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,50199,Delaware County Transit Board,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,38.1,33.3
,50199,Delaware County Transit Board,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,0
,50205,City of Mankato ,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100,100
,50205,City of Mankato ,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,33.33,25
,50205,City of Mankato ,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,50205,City of Mankato ,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,36.36,30
,50205,City of Mankato ,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,35.71,55
,50207,City of Midland,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,50
,50208,Midland County Board of Commissioners,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,0
,50208,Midland County Board of Commissioners,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,44,55.56
,50208,Midland County Board of Commissioners,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,0
,50208,Midland County Board of Commissioners,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,50211,Rides Mass Transit District,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100,100
,50211,Rides Mass Transit District,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,20,100
,50211,Rides Mass Transit District,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,14.29
,50211,Rides Mass Transit District,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,50211,Rides Mass Transit District,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,20,0
,50211,Rides Mass Transit District,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,36.9,36.6
,50211,Rides Mass Transit District,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,71,50
,50213,M-1 Rail,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,0
,50213,M-1 Rail,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,50213,M-1 Rail,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,,0
,50213,M-1 Rail,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,SR - Street Car Rail,0,0
,50213,M-1 Rail,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,LR - Light Rail Vehicle,0,0
,50515,University of Minnesota Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,25,25
,50515,University of Minnesota Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,0
,50518,SouthWest Transit,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,0
,50518,SouthWest Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,50518,SouthWest Transit,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,50518,SouthWest Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BR - Over-the-road Bus,0,0
,50518,SouthWest Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,50518,SouthWest Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,0
,50518,SouthWest Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,,0
,50518,SouthWest Transit,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,44.45,40
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,50,50
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BR - Over-the-road Bus,14.3,15.09
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,18.19,0
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,29.41,15.79
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,,0
,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,,0
,50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,20,20
,55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,50,100
,55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,100,100
,55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,25,50
,55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,0,0
,55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,100,100
,55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,,0
,55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,55246,Fond du Lac Reservation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,55246,Fond du Lac Reservation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,0
,55246,Fond du Lac Reservation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,0
,55246,Fond du Lac Reservation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,55252,Bois Forte Reservation Tribal Council,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,55252,Bois Forte Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,44,50
,55252,Bois Forte Reservation Tribal Council,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,0
,55258,Leech Lake Band of Ojibwe,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,,100
,55258,Leech Lake Band of Ojibwe,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,,36
,55270,White Earth Band of Chippewa,Reduced Reporter,Tribe,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,100,0
,55270,White Earth Band of Chippewa,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,30,20
,55311,City of Cincinnati,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,55311,City of Cincinnati,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,55311,City of Cincinnati,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,SR - Street Car Rail,0,0
,55311,City of Cincinnati,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,LR - Light Rail Vehicle,0,0
,55312,City of Milwaukee,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,55312,City of Milwaukee,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,55312,City of Milwaukee,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,SR - Street Car Rail,0,0
,55312,City of Milwaukee,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,LR - Light Rail Vehicle,0,0
,5R01,Illinois Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,32,32
,5R01,Illinois Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,27.42,27.4
,5R01,Illinois Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,8.57,3.7
,5R01,Illinois Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,3.7,8.6
,5R01,Illinois Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,68.42,68.4
,5R01,Illinois Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,83.33,83.3
,5R01,Illinois Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,19.34,19.3
,5R01,Illinois Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,27.62,27.7
,5R01,Illinois Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,0,100
,5R01,Illinois Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,68.05,70
,5R01,Illinois Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,13.46,13.5
,5R02,Indiana Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,10,20
,5R02,Indiana Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,5R02,Indiana Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,100,96
,5R02,Indiana Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,60,84
,5R02,Indiana Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,55,45
,5R02,Indiana Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,100,100
,5R03,Michigan Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,50,50
,5R03,Michigan Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,50,50
,5R03,Michigan Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,5,5
,5R03,Michigan Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,5,5
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,10,10
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,15,15
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,10,10
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,FB - Ferryboat,40,40
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,10,10
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SB - School Bus,33.33,33.33
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,10,10
,5R03,Michigan Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,10,10
,5R04,Minnesota Department of Transportation ,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,10,10
,5R04,Minnesota Department of Transportation ,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,10,10
,5R04,Minnesota Department of Transportation ,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,10,10
,5R04,Minnesota Department of Transportation ,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,10,10
,5R04,Minnesota Department of Transportation ,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,10,10
,5R04,Minnesota Department of Transportation ,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,10,10
,5R05,Ohio Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,30,100
,5R05,Ohio Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,100
,5R05,Ohio Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,30,16
,5R05,Ohio Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,5R05,Ohio Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,30,50
,5R05,Ohio Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,21,40
,5R05,Ohio Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,2,20
,5R05,Ohio Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,10,35
,5R05,Ohio Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,30,50
,5R05,Ohio Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,10,35
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,33,33
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,29,29
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,10,10
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,10,10
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,77,77
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,44,44
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,47,47
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,51,51
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SB - School Bus,0,0
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,SV - Sports Utility Vehicle,27,27
,5R06,Wisconsin Department of Transportation,State Reporter,Rural,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,27,27
,60001,City of Amarillo,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,33.33,66.67
,60001,City of Amarillo,Reduced Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,40,33.33
,60001,City of Amarillo,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,60001,City of Amarillo,Reduced Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,60001,City of Amarillo,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,0,0
,60001,City of Amarillo,Reduced Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,3.45,3.45
,60002,Chickasaw Nation,Reduced Reporter,Tribe,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,0
,60002,Chickasaw Nation,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,60002,Chickasaw Nation,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,60002,Chickasaw Nation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,25,25
,60002,Chickasaw Nation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,50,16.67
,60002,Chickasaw Nation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,0,0
,60003,Choctaw Nation of Oklahoma,Reduced Reporter,Tribe,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,0
,60003,Choctaw Nation of Oklahoma,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,71.43,65
,60003,Choctaw Nation of Oklahoma,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,84.38,80
,60003,Choctaw Nation of Oklahoma,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,100,41.67
,60004,Citizen Potawatomi Nation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,0
,60004,Citizen Potawatomi Nation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,10.86,14.2
,60005,Comanche Nation,Reduced Reporter,Tribe,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,0,50
,60005,Comanche Nation,Reduced Reporter,Tribe,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,60005,Comanche Nation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,MV - Minivan,0,0
,60005,Comanche Nation,Reduced Reporter,Tribe,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,VN - Van,28,12.5
,60006,City of El Paso,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100,40
,60006,City of El Paso,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,65,60.94
,60006,City of El Paso,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,0,0
,60006,City of El Paso,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,0,0
,60006,City of El Paso,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,SR - Street Car Rail,0,0
,60006,City of El Paso,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,0,0
,60006,City of El Paso,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,,0
,60006,City of El Paso,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,38.11,62.61
,60006,City of El Paso,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,2.78,60.92
,60006,City of El Paso,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,LR - Light Rail Vehicle,0,0
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,16.67,15
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,16.67,15
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,12.5,12.5
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,19,15
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,CR - Commuter Rail,0,0
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,15,16.67
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,15,15
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,26.32,15
,60007,Fort Worth Transportation Authority,Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,RS - Commuter Rail Self-Propelled Passenger Car,0,0
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Automobiles,100,100
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Equipment - Percent of service vehicles that have met or exceeded their useful life benchmark,Trucks and other Rubber Tire Vehicles,70,70
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Administrative  / Maintenance Facilities,75,50
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Facility - Percent of facilities rated below 3 on the condition scale,Passenger / Parking Facilities,55,20
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Infrastructure - Percent of track segments with performance restrictions,LR - Light Rail,5,2
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AB - Articulated Bus,0,0
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,AO - Automobile,,5
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BR - Over-the-road Bus,5,5
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,BU - Bus,20,35
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,CU - Cutaway,0,5
,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Rolling Stock - Percent of revenue vehicles that have met or exceeded their useful life benchmark,LR - Light Rail Vehicle,0,5
