Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type,Row Number
50406,Lancaster Public Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1017
50407,City of Bedford,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1018
50408,"Hancock, City of ",Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1019
50409,Clintonville Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1020
50410,Fayette County Transportation Program,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1021
50411,Logan County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1022
50412,City of Freeport,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1023
50413,Bay Area Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1024
50414,West Central Mass Transit District,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1025
50415,Greenville Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1026
50416,Mecosta Osceola Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1027
50418,City of Tomah,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1028
50420,Tazewell County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1029
50421,Morgan County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1030
50422,Noble County Council on Aging ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1031
50424,Transportation for Logan County,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1032
50425,Piatt County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1033
50427,Marquette County Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1034
50428,SEMCAC,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1035
50429,Chillicothe Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1036
50430,"Fosston, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1037
50431,City of Platteville,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1038
50432,County of Kenosha,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1039
50433,Transportation Resources For Independent People of Sandusky (TRIPS),Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1040
50434,Pickaway Area Rural Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1041
50435,City of Lake Mills,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1042
50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1043
50437,Big Rapids Dial-A-Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1044
50438,Logan Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1045
50440,Seneca-Crawford Area Transportation,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1046
50441,Living Wells in Wabash County Council on Aging ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1047
50442,County of La Crosse,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1048
50444,White County Council on Aging ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1049
50446,Wadena County Social Services,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1050
50447,Coles County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1051
50448,Watonwan County,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1052
50449,County of Sauk,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1053
50450,"Cedar Valley Services, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1054
50452,Antrim County Transportation,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1055
50453,Clare County Transit ,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1056
50454,Miami County YMCA ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1057
50455,Gogebic County Transit,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1058
50456,Allegan County Transportation Services,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1059
50457,Benzie Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1060
50458,Whiteside County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1061
50459,Ludington Mass Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1062
50461,City of Manitowoc,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1063
50462,Harrison County Rural Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1064
50463,Berrien County Public Transportation,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1065
50464,Pike County/Community Action Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1066
50466,City of Beaver Dam,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1067
50468,Whitley County Council on Aging ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1068
50470,City of Portage,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1069
50471,"Southwestern MN Opportunity Council, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1070
50473,Lenawee Transportation Corporation,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1071
50474,"Tri-County Action Program, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1072
50476,Yates Township Transportation System,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1073
50478,City of Marinette,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1074
50481,Columbiana County/Community Action Rural Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1075
50482,City of Prairie du Chien,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1076
50483,Franklin County Senior Services ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1077
50484,Fulton County Council on Aging ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1078
50485,City of Marion ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1079
50487,"Sault Sainte Marie, City of",Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1080
50489,Paul Bunyan Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1081
50490,City of Reedsburg,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1082
50491,City of Medford,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1083
50492,Alma-Dial-A-Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1084
50493,West Central Indiana Economic Development District ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1085
50494,Dowagiac Dial-A--Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1086
50495,Interurban Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1087
50496,Shelby County ,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1088
50497,Shelby Public Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1089
50499,Paul Philippe Resource Center  ,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1090
50500,City of Rhinelander,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1091
50501,City of Seymour,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1092
50502,City of Galesburg,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1093
50503,Crawford County Transportation Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1094
50504,Productive Alternatives,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1095
50505,City of Merrill,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1096
50506,City of Berlin,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1097
50507,Sawyer County/LCO Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1098
50510,"Three Rivers Community Action, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1099
50511,ALTRAN Transit Authority,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1100
50513,City of Mauston,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1101
50514,Ionia Dial-A-Ride,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1102
50516,City of Plymouth,Full Reporter,Urban,A0018,Metropolitan Council,Group Plan Sponsor,1103
50517,City of Maple Grove,Full Reporter,Urban,A0018,Metropolitan Council,Group Plan Sponsor,1104
50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1105
50524,YWCA Madison Inc.,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter,1106
50525,Hamilton County,Reduced Reporter,Urban,A0029,Indianapolis and Marion County Public Transportation,Group Plan Sponsor,1107
55228,Menominee Indian Tribe of Wisconsin,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter,1108
55240,Lac Courte Oreilles Band of Ojibwe,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter,1109
55276,Oneida Tribe of Indians of Wisconsin,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter,1110
55282,Bad River Band of Lake Superior Tribe of Chippewa,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter,1111
55300,Lac du Flambeau Band of Lake Superior Chippewa Indians,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter,1112
55307,Sangamon County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1113
55308,City of Stoughton,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter,1114
55310,Kankakee-Iroquois Regional Planning Commission,Rural Reporter,Rural,5R02,Indiana Department of Transportation,State Reporter,1115
55313,Marshall County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1116
55314,Central Community Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1117
55315,Douglas County (Illinois),Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1118
55316,Jersey County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter,1119
55318,County of Walworth,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1120
55319,Oneida-Vilas Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1121
55320,Faribault-Martin Counties Joint Powers,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1122
55321,Peoples Express,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1123
55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1124
55323,Pioneer Resources - Muskegon,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1125
55324,Washington County Commissioners,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1126
55325,Minnesota River Valley Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1127
55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter,1128
55327,County of Clark,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter,1129
55329,"ABCD, Inc.",Reduced Asset Reporter,Asset,A0002,Stark Area Regional Transit Authority,Group Plan Sponsor,1130
55330,County of Adams,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1131
55331,County of Barron,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1132
55332,American Eagle Bethel Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1133
55333,"Aptiv, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1134
55335,"BRIDGE for Community Life, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1135
55336,"Black River Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1136
55337,"Challenge Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1137
55338,"Community Care, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1138
55339,County of Buffalo,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1139
55340,County of Dodge,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1140
55342,County of Outagamie,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1141
55343,County of Pepin,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1142
55344,County of Marquette,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1143
55345,County of Rock,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1144
55346,County of Trempealeau,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1145
55347,Curative Connections,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1146
55348,"Disabilities Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1147
55349,"Diverse Options, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1148
55350,"East Shore Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1149
55351,"RISE, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1150
55352,"Green Valley Enterprises, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1151
55353,"Endeavors Adult Development Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1152
55354,"Handishop Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1153
55355,"Headwaters, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1154
55356,Highline Corporation,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1155
55357,"Hodan Community Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1156
55358,Interfaith Caregivers of Washington County,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1157
55359,"Kenosha Achievement Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1158
55360,"Lauri Jean Zach Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1159
55361,"Harry & Rose Samson Family Jewish Community Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1160
55363,"New Hope Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1161
55364,"Southwest Opportunities Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1162
55365,"Senior Connections, Inc",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1163
55366,"Southwestern WI Community Action Program, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1164
55367,"Mile Bluff Medical Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1165
55368,North Central Health Care,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1166
55370,"St. Coletta of Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1167
55372,United Community Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1168
55373,"Vernon Area Rehabilitation Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1169
55374,"Waushara Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1170
55375,"Wheels of Independence, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1171
55376,Opportunity Development Centers,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1172
55377,"Ventures Unlimited, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1173
55378,Tomahawk Area Interfaith Volunteers,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1174
55379,"ARC of Fond du Lac, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1175
55380,Barron County Developmental Services Inc.  ,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1176
55382,Brooke Industries,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1177
55383,"Community Alternatives, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1178
55384,County of Columbia,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1179
55385,County of Crawford,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1180
55387,County of Manitowoc,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1181
55389,County of Richland,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1182
55390,County of Vernon,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1183
55391,County of Wood,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1184
55393,County of Shawano,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1185
55394,County of Sheboygan,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1186
55395,County of St. Croix,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1187
55397,County of Waupaca,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1188
55398,"Marinette County Committee on Aging, Inc. ",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1189
55399,"VIP Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1190
55400,"Tri-State Regional Ambulance, Inc. ",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1191
55401,Kent County Community Action,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1192
55404,"Ashland County Aging Unit, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1193
55405,"Careers Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1194
55406,Covey,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1195
55407,"Goodwill Industries of SE Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1196
55409,"Lutheran Homes of Oshkosh, inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1197
55410,Lutheran Social Services,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1198
55411,Morrow Home Community,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1199
55412,County of Juneau,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1200
55413,County of Lincoln,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1201
55414,County of Monroe,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1202
55415,Crawford County Opportunity Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1203
55416,"Opportunity of North Central Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1204
55417,"Baragaland Senior Citizens, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1205
55418,Baraga/Houghton/ Keweenaw Community Action Agency,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1206
55419,"TRICO Opportunities, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1207
55420,Wellspring Lutheran Services,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1208
55422,United Methodist Community House,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1209
55423,U.P. Community Services Inc.,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1210
55424,St. Mary's Guardian Angel Respite and Day Care Service,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1211
55425,Senior Neighbors,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1212
55426,Saginaw County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1213
55427,Presque Isle County Council on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1214
55428,Oscoda County Area Transit Specialists,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1215
55429,Oceana County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1216
55430,Northfields Human Service Agency,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1217
55431,Newaygo County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1218
55432,Montcalm County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1219
55433,Milan Seniors for Healthy Living,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1220
55434,Bethel Home,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1221
55435,Menominee/Delta/Schoolcraft Community Action Agency,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1222
55436,Mecosta County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1223
55437,Marian E. Burch Adult Day Care & Rehabilitation Center,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1224
55438,"Manchester Area Senior Citizens Council, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1225
55439,"Lapeer Team Work, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1226
55440,Key Opportunities,Rural Reporter,Rural,5R03,Michigan Department of Transportation,State Reporter,1227
55441,Ionia County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1228
55442,"Hope Network, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1229
55443,"Healthsource Saginaw, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1230
55444,Hartland Senior Center,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1231
55445,Gratoit County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1232
55446,"Goodwill Industries of Northern Wisconsin and Upper Michigan, Inc.",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1233
55447,Goodwill Industries (Muskegon County),Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1234
55448,"Georgetown Seniors, Inc",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1235
55449,Friendship Center of Emmet County,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1236
55450,Emmet County Medical Care Facility,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1237
55451,Community Inclusive Recreation,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1238
55452,Community Action Agency of South Central Michigan,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1239
55453,"Chippewa-Luce-Mackinac Community Action Human Resources, Inc",Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1240
55454,Cheboygan County Council on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1241
55455,Brighton Community Education,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1242
55456,Union Cab of Madison Cooperative,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1243
55457,Missaukee County Commission on Aging,Reduced Asset Reporter,Asset,5R03,Michigan Department of Transportation,State Reporter,1244
55458,Tri-County Memorial Hospital,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter,1245
55459,"Adams Brown Counties Economic Opportunities, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1246
55460,Ability Works Inc.,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1247
55461,"Adams County Senior Citizens Council, Inc",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1248
55462,"Ashtabula County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1249
55463,"Allen County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1250
55464,Auglaize County Council on Aging ,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1251
55465,Belmont County Board Of Developmental Disabilities,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1252
55467,Canal Winchester Human Services,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1253
55468,Catholic Social Services,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1254
55469,Coshocton County Coordinated Transportation Agency,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1255
55470,"Country Neighbor Program, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1256
55471,"Delphos Senior Citizens, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1257
55472,"Fairfield Center for disAbilities & Cerebral Palsy, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1258
55473,Fayette County Commission on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1259
55474,"FRS Transportation, Inc",Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1260
55475,Gallia County Council on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1261
55476,Geneva Area Senior Corporation,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1262
55477,"Guernsey County Senior Citizens Center, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1263
