UACE Code,UZA Name,Primary UZA,Population,Density,Square Miles,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,Other UZA Reporting Method Description,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description, Total Actual Vehicle Revenue Hours , Total Unlinked Passenger Trips , Total Actual Vehicle Revenue Miles , Total Passenger Miles Traveled , Total Operating Expenses , Non-Fixed Guideway Vehicle Revenue Miles , Non-Fixed Guideway Passenger Miles , Non-Fixed Guideway Operating Expenses , Directional Route Miles , Fixed Guideway Vehicle Revenue Miles , Fixed Guideway Passenger Miles , Fixed Guideway Operating Expenses , SGR FG Directional Route Miles , SGR FG Vehicle Revenue Miles , SGR HIB Directional Route Miles , SGR HIB Vehicle Revenue Miles 
87300,"The Woodlands--Conroe, TX",N,402454,1837,219.14,,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,RB,DO, Actual Data,, Actual Data,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
40429,"Houston, TX",Y,5853575,3340,1752.69,,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,VP,DO, Actual Data,,,,66809,395170,2334576,12169918,"$3,884,972.00 ",2334576,12169918,"$3,884,972.00 ",0,0,0,$0.00 ,0,0,0,0
87300,"The Woodlands--Conroe, TX",N,402454,1837,219.14,,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,VP,DO, Actual Data,,,,327,2504,16778,96355,"$22,808.00 ",16778,96355,"$22,808.00 ",0,0,0,$0.00 ,0,0,0,0
47854,"Laredo, TX",Y,251462,3917,64.2,,60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,14739,25952,176080,133524,"$2,443,118.00 ",176080,133524,"$2,443,118.00 ",0,0,0,$0.00 ,0,0,0,0
47854,"Laredo, TX",Y,251462,3917,64.2,,60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,147970,1551633,1681434,5260036,"$15,497,988.00 ",1681434,5260036,"$15,497,988.00 ",0,0,0,$0.00 ,0,0,0,0
51877,"Lubbock, TX",Y,272280,2562,106.27,,60010,City of Lubbock,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,54046,119583,915295,683101,"$4,724,424.00 ",915295,683101,"$4,724,424.00 ",0,0,0,$0.00 ,0,0,0,0
51877,"Lubbock, TX",Y,272280,2562,106.27,,60010,City of Lubbock,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,102419,1686275,1333665,3839480,"$9,081,785.00 ",1333665,3839480,"$9,081,785.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
78580,"San Antonio, TX",Y,1992689,3248,613.44,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO, Other,"Alamo Area Council of Governments operates both a rural and urban system, The resources are shared between both 5311 and 5307 services, AACOG uses an allocation percentage based upon trip count.  ",,,212515,338489,3218703,4184870,"$20,466,842.00 ",3218703,4184870,"$20,466,842.00 ",0,0,0,$0.00 ,0,0,0,0
4384,"Austin, TX",N,1809888,2921,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
78580,"San Antonio, TX",Y,1992689,3248,613.44,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,341063,599088,5636288,6295087,"$18,678,301.00 ",5636288,6295087,"$18,678,301.00 ",0,0,0,$0.00 ,0,0,0,0
4384,"Austin, TX",N,1809888,2921,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,TX, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
78580,"San Antonio, TX",Y,1992689,3248,613.44,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,TX, Actual Data,,,,4862,12568,132018,135178,"$236,838.00 ",132018,135178,"$236,838.00 ",0,0,0,$0.00 ,0,0,0,0
4384,"Austin, TX",N,1809888,2921,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,TX, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
78580,"San Antonio, TX",Y,1992689,3248,613.44,,60011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO, Actual Data,,,,1365899,23823351,19127620,94726243,"$183,371,896.00 ",19127620,94726243,"$183,371,896.00 ",0,0,0,$0.00 ,0,0,0,0
4384,"Austin, TX",N,1809888,2921,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
78580,"San Antonio, TX",Y,1992689,3248,613.44,,60011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,63447,333422,3477192,17367495,"$1,298,365.00 ",3477192,17367495,"$1,298,365.00 ",0,0,0,$0.00 ,0,0,0,0
4384,"Austin, TX",N,1809888,2921,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60012,City of Waco,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
91027,"Waco, TX",Y,192844,2146,89.88,,60012,City of Waco,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,27239,65967,455753,501900,"$2,237,637.00 ",455753,501900,"$2,237,637.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60012,City of Waco,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
91027,"Waco, TX",Y,192844,2146,89.88,,60012,City of Waco,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,51219,691221,781781,2073663,"$4,842,599.00 ",781781,2073663,"$4,842,599.00 ",0,0,0,$0.00 ,0,0,0,0
70993,"Port Arthur, TX",Y,116819,1758,66.46,,60013,City of Port Arthur ,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,5707,9548,57776,0,"$247,167.00 ",57776,0,"$247,167.00 ",0,0,0,$0.00 ,0,0,0,0
70993,"Port Arthur, TX",Y,116819,1758,66.46,,60013,City of Port Arthur ,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,18830,92960,333699,0,"$2,159,865.00 ",333699,0,"$2,159,865.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60014,City of Brownsville ,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
10972,"Brownsville, TX",Y,216444,3485,62.1,,60014,City of Brownsville ,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,10691,23498,129515,118930,"$1,276,346.00 ",129515,118930,"$1,276,346.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60014,City of Brownsville ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
10972,"Brownsville, TX",Y,216444,3485,62.1,,60014,City of Brownsville ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,60489,978501,752672,4460714,"$6,653,481.00 ",752672,4460714,"$6,653,481.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60015,City of Galveston ,Full Reporter,Urban,DR,TX, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
32491,"Galveston--Texas City, TX",Y,191863,1761,108.98,,60015,City of Galveston ,Full Reporter,Urban,DR,TX, Actual Data,,,,2834,14157,44380,0,"$162,674.00 ",44380,0,"$162,674.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60015,City of Galveston ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
32491,"Galveston--Texas City, TX",Y,191863,1761,108.98,,60015,City of Galveston ,Full Reporter,Urban,MB,DO, Actual Data,,,,17811,171126,225632,0,"$2,776,182.00 ",225632,0,"$2,776,182.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60015,City of Galveston ,Full Reporter,Urban,SR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
32491,"Galveston--Texas City, TX",Y,191863,1761,108.98,,60015,City of Galveston ,Full Reporter,Urban,SR,DO, Actual Data,,,,1710,20292,6386,0,"$479,206.00 ",0,0,$0.00 ,4.2,6386,0,"$479,206.00 ",4.2,6386,0,0
6058,"Beaumont, TX",Y,146649,1526,96.1,,60016,City of Beaumont,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,10153,19460,133310,81342,"$1,095,291.00 ",133310,81342,"$1,095,291.00 ",0,0,0,$0.00 ,0,0,0,0
6058,"Beaumont, TX",Y,146649,1526,96.1,,60016,City of Beaumont,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,49795,225003,692654,841511,"$4,749,987.00 ",692654,841511,"$4,749,987.00 ",0,0,0,$0.00 ,0,0,0,0
40,Oklahoma Non-UZA,N,,,,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
65080,"Oklahoma City, OK",Y,982276,2329,421.73,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,29764,45665,503308,386500,"$4,716,538.00 ",503308,386500,"$4,716,538.00 ",0,0,0,$0.00 ,0,0,0,0
40,Oklahoma Non-UZA,N,,,,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
65080,"Oklahoma City, OK",Y,982276,2329,421.73,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,818,1600,3419,3420,"$835,689.00 ",0,0,$0.00 ,8.6,3419,3420,"$835,689.00 ",8.6,3419,0,0
40,Oklahoma Non-UZA,N,,,,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
65080,"Oklahoma City, OK",Y,982276,2329,421.73,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,212729,2224040,3292511,11559853,"$23,129,874.00 ",3292511,11559853,"$23,129,874.00 ",0,0,0,$0.00 ,0,0,0,0
40,Oklahoma Non-UZA,N,,,,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,SR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
65080,"Oklahoma City, OK",Y,982276,2329,421.73,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,SR,PT, Actual Vehicle Revenue Miles,,,,23729,241330,152930,615883,"$5,429,950.00 ",0,0,$0.00 ,5.1,152930,615883,"$5,429,950.00 ",0,0,0,0
40,Oklahoma Non-UZA,N,,,,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
65080,"Oklahoma City, OK",Y,982276,2329,421.73,,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
40,Oklahoma Non-UZA,N,,,,,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
88948,"Tulsa, OK",Y,722810,2136,338.32,,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,43267,88295,811067,808028,"$5,229,659.00 ",811067,808028,"$5,229,659.00 ",0,0,0,$0.00 ,0,0,0,0
40,Oklahoma Non-UZA,N,,,,,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
88948,"Tulsa, OK",Y,722810,2136,338.32,,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,160690,1417951,2354249,7486781,"$15,903,279.00 ",2354249,7486781,"$15,903,279.00 ",0,0,0,$0.00 ,0,0,0,0
40,Oklahoma Non-UZA,N,,,,,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
88948,"Tulsa, OK",Y,722810,2136,338.32,,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,,24821,42142,288928,294994,"$2,353,525.00 ",288928,294994,"$2,353,525.00 ",0,0,0,$0.00 ,0,0,0,0
35,New Mexico Non-UZA,N,,,,,60019,City of Albuquerque,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
1171,"Albuquerque, NM",Y,769837,2926,263.07,,60019,City of Albuquerque,Full Reporter,Urban,DR,DO, Actual Data,,,,84150,156288,1408661,1345703,"$11,208,298.00 ",1408661,1345703,"$11,208,298.00 ",0,0,0,$0.00 ,0,0,0,0
35,New Mexico Non-UZA,N,,,,,60019,City of Albuquerque,Full Reporter,Urban,MB,DO, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
1171,"Albuquerque, NM",Y,769837,2926,263.07,,60019,City of Albuquerque,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,290996,3506302,3924705,11426299,"$40,436,564.00 ",3924705,11426299,"$40,436,564.00 ",0,0,0,$0.00 ,0,0,0,0
35,New Mexico Non-UZA,N,,,,,60019,City of Albuquerque,Full Reporter,Urban,RB,DO, Actual Data,, Actual Data,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
1171,"Albuquerque, NM",Y,769837,2926,263.07,,60019,City of Albuquerque,Full Reporter,Urban,RB,DO, Actual Data,, Actual Data,,65660,1591093,806518,5941571,"$6,535,431.00 ",0,0,$0.00 ,32.6,806518,5941571,"$6,535,431.00 ",0,0,0,0
5680,"Baton Rouge, LA",Y,631326,1593,396.34,,60022,Capital Area Transit System,Full Reporter,Urban,DR,PT, Actual Data,,,,44411,103781,701068,639122,"$3,925,183.00 ",701068,639122,"$3,925,183.00 ",0,0,0,$0.00 ,0,0,0,0
5680,"Baton Rouge, LA",Y,631326,1593,396.34,,60022,Capital Area Transit System,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,200294,1263657,2517700,6172149,"$32,020,206.00 ",2517700,6172149,"$32,020,206.00 ",0,0,0,$0.00 ,0,0,0,0
46531,"Lake Charles, LA",Y,162501,1272,127.74,,60023,City of Lake Charles,Reduced Reporter,Urban,DR,DO, Actual Data,,,,3205,2484,22564,0,"$665,693.00 ",22564,0,"$665,693.00 ",0,0,0,$0.00 ,0,0,0,0
46531,"Lake Charles, LA",Y,162501,1272,127.74,,60023,City of Lake Charles,Reduced Reporter,Urban,MB,DO, Actual Data,,,,12750,79615,143459,0,"$2,918,501.00 ",143459,0,"$2,918,501.00 ",0,0,0,$0.00 ,0,0,0,0
81739,"Shreveport, LA",Y,288052,1593,180.84,,60024,City of Shreveport,Full Reporter,Urban,DR,DO, Actual Data,,,,37806,92722,760424,786252,"$2,290,424.00 ",760424,786252,"$2,290,424.00 ",0,0,0,$0.00 ,0,0,0,0
81739,"Shreveport, LA",Y,288052,1593,180.84,,60024,City of Shreveport,Full Reporter,Urban,MB,DO, Actual Data,,,,127098,2428515,1988803,15191380,"$13,045,013.00 ",1988803,15191380,"$13,045,013.00 ",0,0,0,$0.00 ,0,0,0,0
1279,"Alexandria, LA",Y,78305,1210,64.71,,60025,City of Alexandria,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,3636,3813,39471,0,"$635,013.00 ",39471,0,"$635,013.00 ",0,0,0,$0.00 ,0,0,0,0
1279,"Alexandria, LA",Y,78305,1210,64.71,,60025,City of Alexandria,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,28608,251031,443170,0,"$1,905,037.00 ",443170,0,"$1,905,037.00 ",0,0,0,$0.00 ,0,0,0,0
58330,"Monroe, LA",Y,119964,1319,90.97,,60026,City of Monroe ,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,2028,4962,15032,0,"$436,872.00 ",15032,0,"$436,872.00 ",0,0,0,$0.00 ,0,0,0,0
58330,"Monroe, LA",Y,119964,1319,90.97,,60026,City of Monroe ,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,25855,368355,408435,0,"$5,689,104.00 ",408435,0,"$5,689,104.00 ",0,0,0,$0.00 ,0,0,0,0
62677,"New Orleans, LA",Y,963212,3568,270.27,,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,,97802,188935,1037001,1639323,"$17,212,223.00 ",1037001,1639323,"$17,212,223.00 ",0,0,0,$0.00 ,0,0,0,0
62677,"New Orleans, LA",Y,963212,3568,270.27,,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,,10968,849429,21937,424715,"$10,271,040.00 ",0,0,$0.00 ,2,21937,424715,"$10,271,040.00 ",2,21937,0,0
62677,"New Orleans, LA",Y,963212,3568,270.27,,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,492706,7352374,5747849,28884811,"$80,140,434.00 ",5747849,28884811,"$80,140,434.00 ",0,0,0,$0.00 ,0,0,7,82548
62677,"New Orleans, LA",Y,963212,3568,270.27,,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,SR,DO, Actual Data,,,,136255,3589947,780415,8364577,"$27,609,288.00 ",0,0,$0.00 ,26.9,780415,8364577,"$27,609,288.00 ",26.9,780415,0,0
50392,"Little Rock, AR",Y,461864,1725,267.82,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,54180,137554,825360,737860,"$3,377,900.00 ",825360,737860,"$3,377,900.00 ",0,0,0,$0.00 ,0,0,0,0
19801,"Conway, AR",N,66619,2026,32.88,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,1584,4022,24132,21574,"$98,764.00 ",24132,21574,"$98,764.00 ",0,0,0,$0.00 ,0,0,0,0
50392,"Little Rock, AR",Y,461864,1725,267.82,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,13645,26724,263468,197030,"$682,826.00 ",263468,197030,"$682,826.00 ",0,0,0,$0.00 ,0,0,0,0
19801,"Conway, AR",N,66619,2026,32.88,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
50392,"Little Rock, AR",Y,461864,1725,267.82,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,125660,1523138,1776910,7326294,"$14,635,243.00 ",1776910,7326294,"$14,635,243.00 ",0,0,0,$0.00 ,0,0,0,0
19801,"Conway, AR",N,66619,2026,32.88,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
50392,"Little Rock, AR",Y,461864,1725,267.82,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,SR,DO, Actual Vehicle Revenue Miles,,,,5086,40903,21678,105604,"$1,119,757.00 ",0,0,$0.00 ,3.8,21678,105604,"$1,119,757.00 ",3.8,21678,0,0
19801,"Conway, AR",N,66619,2026,32.88,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,SR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
50392,"Little Rock, AR",Y,461864,1725,267.82,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,3669,18204,177811,728828,"$196,235.00 ",177811,728828,"$196,235.00 ",0,0,0,$0.00 ,0,0,0,0
19801,"Conway, AR",N,66619,2026,32.88,,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
5,Arkansas Non-UZA,Y,,,,,60034,City of Pine Bluff,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,5013,9239,60628,0,"$101,867.00 ",60628,0,"$101,867.00 ",0,0,0,$0.00 ,0,0,0,0
5,Arkansas Non-UZA,Y,,,,,60034,City of Pine Bluff,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,8101,35332,152946,0,"$937,884.00 ",152946,0,"$937,884.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60035,City of Wichita Falls ,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
95104,"Wichita Falls, TX",Y,97039,1911,50.78,,60035,City of Wichita Falls ,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,37666,238805,551030,0,"$2,818,628.00 ",551030,0,"$2,818,628.00 ",0,0,0,$0.00 ,0,0,0,0
46045,"Lafayette, LA",Y,227316,1410,161.2,,60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,25075,29144,251246,318258,"$836,668.00 ",251246,318258,"$836,668.00 ",0,0,0,$0.00 ,0,0,0,0
46045,"Lafayette, LA",Y,227316,1410,161.2,,60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,45812,733888,748618,5291884,"$4,299,475.00 ",748618,5291884,"$4,299,475.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60040,City of Abilene ,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
280,"Abilene, TX",Y,118138,1906,61.97,,60040,City of Abilene ,Reduced Reporter,Urban,DR,DO, Actual Data,,,,26014,74073,371285,0,"$2,821,341.00 ",371285,0,"$2,821,341.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60040,City of Abilene ,Reduced Reporter,Urban,DR,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
280,"Abilene, TX",Y,118138,1906,61.97,,60040,City of Abilene ,Reduced Reporter,Urban,DR,PT, Actual Data,,,,2541,5792,44423,0,"$77,678.00 ",44423,0,"$77,678.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60040,City of Abilene ,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
280,"Abilene, TX",Y,118138,1906,61.97,,60040,City of Abilene ,Reduced Reporter,Urban,MB,DO, Actual Data,,,,27003,246322,338843,0,"$2,283,802.00 ",338843,0,"$2,283,802.00 ",0,0,0,$0.00 ,0,0,0,0
22042,"Dallas--Fort Worth--Arlington, TX",Y,5732354,3281,1746.9,,60041,City of Arlington,Full Reporter,Urban,DR,DO, Other,100% UPT count of each UZA is used to allocate other annual totals. ,,,14363,30963,196394,210829,"$1,580,837.00 ",196394,210829,"$1,580,837.00 ",0,0,0,$0.00 ,0,0,0,0
22042,"Dallas--Fort Worth--Arlington, TX",Y,5732354,3281,1746.9,,60041,City of Arlington,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,,41926,89108,648613,741249,"$1,392,477.00 ",648613,741249,"$1,392,477.00 ",0,0,0,$0.00 ,0,0,0,0
22042,"Dallas--Fort Worth--Arlington, TX",Y,5732354,3281,1746.9,,60041,City of Arlington,Full Reporter,Urban,DR,TN, Actual Vehicle Revenue Miles,,,,168658,656276,3278073,3616714,"$9,080,271.00 ",3278073,3616714,"$9,080,271.00 ",0,0,0,$0.00 ,0,0,0,0
48,Texas Non-UZA,N,,,,,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,CB,PT, Actual Data,,,,0,0,0,0,$0.00 ,0,0,$0.00 ,0,0,0,$0.00 ,0,0,0,0
