NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count,data_year
50004,City of La Crosse,Full Reporter,Urban,MB,DO,62261,1640,63901,0,11932,11932,0,485,485,0,5561,5561,62261,19618,81879,0,167,167,62261,19785,82046,36,1.2,37.2,0,6.3,6.3,0,0.3,0.3,0,5.1,5.1,36,12.9,48.9,0,0.1,0.1,36,13,49,6264,0,6264,0,0,0,0,0,0,0,493,493,6264,493,6757,0,0,0,6264,493,6757,7,0,7,0,0,0,0,0,0,0,2,2,7,2,9,0,0,0,7,2,9,
50005,City of Madison,Full Reporter,Urban,MB,DO,495062,41001,536063,0,117794,117794,0,16881,16881,0,61506,61506,495062,237182,732244,0,0,0,495062,237182,732244,300,22,322,0,70,70,0,13,13,0,41,41,300,146,446,0,0,0,300,146,446,1643,0,1643,0,296,296,0,0,0,0,2313,2313,1643,2609,4252,0,0,0,1643,2609,4252,4,0,4,0,0.5,0.5,0,0,0,0,2,2,4,2.5,6.5,0,0,0,4,2.5,6.5,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,DR,DO,0,1767,1767,0,1860,1860,0,391,391,0,1153,1153,0,5171,5171,0,0,0,0,5171,5171,0,1,1,0,1,1,0,0.2,0.2,0,0.6,0.6,0,2.8,2.8,0,0,0,0,2.8,2.8,11186,0,11186,0,0,0,0,0,0,0,0,0,11186,0,11186,0,0,0,11186,0,11186,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,MB,DO,70680,7440,78120,0,12648,12648,0,2158,2158,0,13355,13355,70680,35601,106281,0,0,0,70680,35601,106281,38,4,42,0,6.8,6.8,0,1.2,1.2,0,7.2,7.2,38,19.1,57.1,0,0,0,38,19.1,57.1,22372,0,22372,0,3195,3195,0,0,0,0,0,0,22372,3195,25567,0,0,0,22372,3195,25567,14,0,14,0,2,2,0,0,0,0,0,0,14,2,16,0,0,0,14,2,16,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,DO,125516,12466,137982,0,36442,36442,0,991,991,0,29522,29522,125516,79421,204937,0,0,0,125516,79421,204937,58.3,7.2,65.5,0,16.8,16.8,0,0.5,0.5,0,17.2,17.2,58.3,41.7,100,0,0,0,58.3,41.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,MB,DO,403863,45615,449478,0,106252,106252,0,8921,8921,0,43973,43973,403863,204761,608624,0,0,0,403863,204761,608624,187.7,20.5,208.2,0,49.2,49.2,0,4.5,4.5,0,25.7,25.7,187.7,99.9,287.6,0,0,0,187.7,99.9,287.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,100822,11338,112160,0,18074,18074,0,2052,2052,0,19708,19708,100822,51172,151994,0,0,0,100822,51172,151994,63,6,69,0,10,10,0,1,1,0,11,11,63,28,91,0,0,0,63,28,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,161166,22009,183175,0,35086,35086,0,3983,3983,0,38256,38256,161166,99334,260500,0,0,0,161166,99334,260500,71,12,83,0,30,30,0,3,3,0,22,22,71,67,138,0,0,0,71,67,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,DO,142393,28101,170494,0,24780,24780,0,0,0,0,12250,12250,142393,65131,207524,0,0,0,142393,65131,207524,77,13,90,0,12,12,0,0,0,0,7,7,77,32,109,0,0,0,77,32,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,1038221,132783,1171004,0,331714,331714,0,71768,71768,0,213587,213587,1038221,749852,1788073,0,0,0,1038221,749852,1788073,506,68,574,0,171,171,0,39,39,0,119,119,506,397,903,0,0,0,506,397,903,0,49969,49969,0,0,0,0,0,0,0,1399,1399,0,51368,51368,0,0,0,0,51368,51368,0,62,62,0,0,0,0,0,0,0,2,2,0,64,64,0,0,0,0,64,64,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,250588,121288,371876,0,56875,56875,0,29905,29905,0,85639,85639,250588,293707,544295,0,0,0,250588,293707,544295,119,58.3,177.3,0,24.6,24.6,0,15,15,0,42,42,119,139.8,258.8,0,0,0,119,139.8,258.8,2654,78,2732,0,1667,1667,0,28,28,0,856,856,2654,2629,5283,0,0,0,2654,2629,5283,4,0.1,4.1,0,1,1,0,0.1,0.1,0,0.9,0.9,4,2.1,6.1,0,0,0,4,2.1,6.1,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,125833,101927,227760,0,143025,143025,0,285045,285045,0,39581,39581,125833,569578,695411,0,0,0,125833,569578,695411,55.4,47.5,102.9,0,67.7,67.7,0,134.3,134.3,0,19.3,19.3,55.4,268.7,324.1,0,0,0,55.4,268.7,324.1,6845,628,7473,0,0,0,0,29,29,0,374,374,6845,1031,7876,0,0,0,6845,1031,7876,3.9,0.9,4.7,0,0,0,0,0.1,0.1,0,0.4,0.4,3.9,1.4,5.2,0,0,0,3.9,1.4,5.2,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,37632,30483,68115,0,33940,33940,0,67642,67642,0,13194,13194,37632,145259,182891,0,0,0,37632,145259,182891,16.6,14.2,30.8,0,16.1,16.1,0,31.9,31.9,0,6.4,6.4,16.6,68.6,85.1,0,0,0,16.6,68.6,85.1,2047,188,2235,0,0,0,0,7,7,0,125,125,2047,320,2367,0,0,0,2047,320,2367,1.2,0.3,1.4,0,0,0,0,0,0,0,0.1,0.1,1.2,0.4,1.6,0,0,0,1.2,0.4,1.6,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,1457724,427563,1885287,0,518253,518253,0,145948,145948,0,326503,326503,1457724,1418267,2875991,0,0,0,1457724,1418267,2875991,610.5,203.3,813.8,0,250.4,250.4,0,66.3,66.3,0,158.4,158.4,610.5,678.3,1288.8,0,0,0,610.5,678.3,1288.8,24672,563,25235,0,13535,13535,0,179,179,0,3393,3393,24672,17670,42342,0,0,0,24672,17670,42342,16.3,0.8,17.1,0,4.9,4.9,0,0.7,0.7,0,3.5,3.5,16.3,9.9,26.2,0,0,0,16.3,9.9,26.2,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,61166,9842,71008,0,10919,10919,0,3548,3548,0,10300,10300,61166,34609,95775,0,0,0,61166,34609,95775,25.6,4.7,30.2,0,5.3,5.3,0,1.6,1.6,0,5,5,25.6,16.6,42.2,0,0,0,25.6,16.6,42.2,1128,24,1152,0,173,173,0,5,5,0,109,109,1128,311,1439,0,0,0,1128,311,1439,0.7,0,0.7,0,0.1,0.1,0,0,0,0,0.1,0.1,0.7,0.3,1,0,0,0,0.7,0.3,1,
50016,Central Ohio Transit Authority,Full Reporter,Urban,DR,DO,49486,13759,63245,0,0,0,0,658,658,0,3617,3617,49486,18034,67520,0,0,0,49486,18034,67520,39,9.1,48.1,0,0,0,0,0.5,0.5,0,3,3,39,12.6,51.6,0,0,0,39,12.6,51.6,45703,0,45703,0,0,0,0,0,0,0,0,0,45703,0,45703,0,0,0,45703,0,45703,45,0,45,0,0,0,0,0,0,0,0,0,45,0,45,0,0,0,45,0,45,
50016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,954991,106239,1061230,0,377568,377568,0,63379,63379,0,376046,376046,954991,923232,1878223,0,0,0,954991,923232,1878223,536,52,588,0,185,185,0,29.5,29.5,0,203,203,536,469.5,1005.5,0,0,0,536,469.5,1005.5,0,0,0,0,0,0,0,0,0,0,9685,9685,0,9685,9685,0,0,0,0,9685,9685,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,0,0,0,0,9,9,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,125884,63792,189676,0,40727,40727,0,8078,8078,0,38565,38565,125884,151162,277046,0,2468,2468,125884,153630,279514,67,19.2,86.2,0,18.1,18.1,0,2.9,2.9,0,16,16,67,56.2,123.2,0,1.3,1.3,67,57.5,124.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,253691,103403,357094,0,77082,77082,0,10836,10836,0,54965,54965,253691,246286,499977,0,4871,4871,253691,251157,504848,156,38,194,0,43.1,43.1,0,6.8,6.8,0,31.6,31.6,156,119.5,275.5,0,2.7,2.7,156,122.2,278.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,90749,29197,119946,0,38344,38344,0,21555,21555,0,16605,16605,90749,105701,196450,0,1895,1895,90749,107596,198345,36,14.8,50.8,0,17.7,17.7,0,13.3,13.3,0,12.3,12.3,36,58.1,94.1,0,1,1,36,59.1,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,15765,10660,26425,0,7553,7553,0,1465,1465,0,5461,5461,15765,25139,40904,0,581,581,15765,25720,41485,8.3,6.1,14.4,0,3.8,3.8,0,0.6,0.6,0,3.2,3.2,8.3,13.7,22,0,0.3,0.3,8.3,14,22.3,12010,59,12069,0,1522,1522,0,517,517,0,418,418,12010,2516,14526,0,0,0,12010,2516,14526,13.1,0.3,13.4,0,1,1,0,0,0,0,0.6,0.6,13.1,1.9,15,0,0,0,13.1,1.9,15,
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,33654,22756,56410,0,16124,16124,0,3128,3128,0,11659,11659,33654,53667,87321,0,1239,1239,33654,54906,88560,17.7,12.9,30.7,0,8.2,8.2,0,1.4,1.4,0,6.8,6.8,17.7,29.3,47,0,0.7,0.7,17.7,30,47.7,25640,126,25766,0,3248,3248,0,1103,1103,0,893,893,25640,5370,31010,0,0,0,25640,5370,31010,27.9,0.7,28.6,0,2,2,0,0,0,0,1.4,1.4,27.9,4.1,32,0,0,0,27.9,4.1,32,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,75547,29001,104548,0,9385,9385,0,3405,3405,0,22154,22154,75547,63945,139492,0,1704,1704,75547,65649,141196,41,15,56,0,5,5,0,2,2,0,15,15,41,37,78,0,1,1,41,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,197325,44000,241325,0,47983,47983,0,5299,5299,0,42831,42831,197325,140113,337438,0,1850,1850,197325,141963,339288,117,22,139,0,29,29,0,3,3,0,29,29,117,83,200,0,1,1,117,84,201,16016,0,16016,0,0,0,0,1350,1350,0,0,0,16016,1350,17366,0,0,0,16016,1350,17366,11,0,11,0,0,0,0,1,1,0,0,0,11,1,12,0,0,0,11,1,12,
50024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,35152,1432,36584,0,1206,1206,0,175,175,0,1179,1179,35152,3992,39144,0,0,0,35152,3992,39144,15.8,1,16.8,0,0.8,0.8,0,0.1,0.1,0,0.8,0.8,15.8,2.6,18.4,0,0,0,15.8,2.6,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,154496,19022,173518,0,27917,27917,0,1578,1578,0,10608,10608,154496,59125,213621,0,0,0,154496,59125,213621,69.3,10,79.3,0,14.3,14.3,0,0.9,0.9,0,5,5,69.3,30.2,99.4,0,0,0,69.3,30.2,99.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50025,Duluth Transit Authority,Full Reporter,Urban,DR,DO,0,1892,1892,0,2994,2994,0,1861,1861,0,331,331,0,7078,7078,0,0,0,0,7078,7078,0,1,1,0,1.7,1.7,0,1,1,0,0.2,0.2,0,3.9,3.9,0,0,0,0,3.9,3.9,17365,853,18218,0,0,0,0,0,0,0,0,0,17365,853,18218,0,0,0,17365,853,18218,25,1,26,0,0,0,0,0,0,0,0,0,25,1,26,0,0,0,25,1,26,
50025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,180493,31277,211770,0,34058,34058,0,12898,12898,0,26232,26232,180493,104465,284958,0,0,0,180493,104465,284958,117,12,129,0,22.5,22.5,0,6.8,6.8,0,16.8,16.8,117,58.1,175.1,0,0,0,117,58.1,175.1,417,0,417,0,0,0,0,0,0,0,2662,2662,417,2662,3079,0,0,0,417,2662,3079,2,0,2,0,0,0,0,0,0,0,3,3,2,3,5,0,0,0,2,3,5,
50027,Metro Transit ,Full Reporter,Urban,LR,DO,225666,149603,375269,0,254614,254614,0,188300,188300,0,533734,533734,225666,1126251,1351917,63,141076,141139,225729,1267327,1493056,103,71,174,0,119,119,0,95,95,0,259,259,103,544,647,1,68,69,104,612,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7789,7789,0,7789,7789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,
50027,Metro Transit ,Full Reporter,Urban,MB,DO,2201993,711688,2913681,0,866966,866966,0,290664,290664,0,508992,508992,2201993,2378310,4580303,0,73102,73102,2201993,2451412,4653405,1013,346,1359,0,403,403,0,143,143,0,251,251,1013,1143,2156,0,34,34,1013,1177,2190,178432,42614,221046,0,0,0,0,0,0,0,0,0,178432,42614,221046,0,0,0,178432,42614,221046,157,38,195,0,0,0,0,0,0,0,0,0,157,38,195,0,0,0,157,38,195,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,2855,1315,4170,0,985,985,0,72,72,0,1393,1393,2855,3765,6620,0,0,0,2855,3765,6620,1.3,0.7,1.9,0,0.5,0.5,0,0,0,0,0.7,0.7,1.3,1.9,3.2,0,0,0,1.3,1.9,3.2,9,0,9,0,0,0,0,49,49,0,100,100,9,149,158,0,0,0,9,149,158,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0.1,0.1,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,51932,17932,69864,0,9320,9320,0,681,681,0,13173,13173,51932,41106,93038,0,0,0,51932,41106,93038,27.4,9,36.3,0,5,5,0,0.4,0.4,0,6.4,6.4,27.4,20.8,48.1,0,0,0,27.4,20.8,48.1,0,0,0,0,0,0,0,465,465,0,950,950,0,1415,1415,0,0,0,0,1415,1415,0,0,0,0,0,0,0,0.4,0.4,0,0.9,0.9,0,1.3,1.3,0,0,0,0,1.3,1.3,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,85259,21774,107033,0,16323,16323,0,1194,1194,0,23071,23071,85259,62362,147621,0,0,0,85259,62362,147621,48.7,11.1,59.8,0,8.8,8.8,0,0.6,0.6,0,11.3,11.3,48.7,31.7,80.5,0,0,0,48.7,31.7,80.5,270,0,270,0,0,0,0,815,815,0,1664,1664,270,2479,2749,0,0,0,270,2479,2749,0.2,0,0.2,0,0,0,0,0.6,0.6,0,1.6,1.6,0.2,2.2,2.4,0,0,0,0.2,2.2,2.4,
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,38390,4691,43081,0,7403,7403,0,4297,4297,0,7419,7419,38390,23810,62200,0,0,0,38390,23810,62200,18.5,2.2,20.7,0,3.4,3.4,0,2.4,2.4,0,4,4,18.5,12,30.5,0,0,0,18.5,12,30.5,0,0,0,0,0,0,0,0,0,0,776,776,0,776,776,0,0,0,0,776,776,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,48860,5970,54830,0,14370,14370,0,8341,8341,0,14402,14402,48860,43083,91943,0,0,0,48860,43083,91943,23.5,2.8,26.3,0,6.6,6.6,0,4.6,4.6,0,9.2,9.2,23.5,23.2,46.7,0,0,0,23.5,23.2,46.7,0,0,0,0,0,0,0,0,0,0,1507,1507,0,1507,1507,0,0,0,0,1507,1507,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,246592,64696,311288,0,23200,23200,0,0,0,0,47596,47596,246592,135492,382084,0,0,0,246592,135492,382084,119,33,152,0,12,12,0,0,0,0,31,31,119,76,195,0,0,0,119,76,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,827039,70393,897432,0,191319,191319,0,0,0,0,142758,142758,827039,404470,1231509,0,0,0,827039,404470,1231509,334,29,363,0,114,114,0,0,0,0,93,93,334,236,570,0,0,0,334,236,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50032,Mass Transportation Authority ,Full Reporter,Urban,DR,DO,366234,43726,409960,0,90169,90169,0,34282,34282,0,66436,66436,366234,234613,600847,0,2822,2822,366234,237435,603669,184,24,208,0,45,45,0,19,19,0,34,34,184,122,306,0,1.5,1.5,184,123.5,307.5,136963,0,136963,0,0,0,0,0,0,0,0,0,136963,0,136963,0,0,0,136963,0,136963,98,0,98,0,0,0,0,0,0,0,0,0,98,0,98,0,0,0,98,0,98,
50032,Mass Transportation Authority ,Full Reporter,Urban,MB,DO,202149,19721,221870,0,44123,44123,0,20333,20333,0,24841,24841,202149,109018,311167,0,5112,5112,202149,114130,316279,101,11,112,0,22,22,0,11,11,0,13,13,101,57,158,0,3,3,101,60,161,28541,0,28541,0,0,0,0,0,0,0,0,0,28541,0,28541,0,0,0,28541,0,28541,26,0,26,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,26,0,26,
50033,Interurban Transit Partnership,Full Reporter,Urban,DR,DO,627,215,842,0,135,135,0,346,346,0,1509,1509,627,2205,2832,0,0,0,627,2205,2832,0.3,0.1,0.4,0,0.1,0.1,0,0.2,0.2,0,0.8,0.8,0.3,1.1,1.5,0,0,0,0.3,1.1,1.5,5718,0,5718,0,0,0,0,0,0,0,0,0,5718,0,5718,0,0,0,5718,0,5718,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,
50033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,468189,44511,512700,0,77135,77135,0,15048,15048,0,49411,49411,468189,186105,654294,0,0,0,468189,186105,654294,194.7,23.6,218.3,0,35.9,35.9,0,7.8,7.8,0,28.6,28.6,194.7,95.9,290.6,0,0,0,194.7,95.9,290.6,12837,0,12837,0,0,0,0,0,0,0,0,0,12837,0,12837,0,0,0,12837,0,12837,16.8,0,16.8,0,0,0,0,0,0,0,0,0,16.8,0,16.8,0,0,0,16.8,0,16.8,
50033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,27251,2778,30029,0,4929,4929,0,1062,1062,0,3432,3432,27251,12201,39452,0,0,0,27251,12201,39452,11,1.3,12.3,0,2,2,0,0.6,0.6,0,1.8,1.8,11,5.7,16.7,0,0,0,11,5.7,16.7,357,0,357,0,0,0,0,0,0,0,0,0,357,0,357,0,0,0,357,0,357,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0,0.2,
50033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,0,0,0,0,0,0,0,866,866,0,2850,2850,0,3716,3716,0,0,0,0,3716,3716,0,0,0,0,0,0,0,0.5,0.5,0,1.5,1.5,0,1.9,1.9,0,0,0,0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,21270,7531,28801,0,6805,6805,0,1958,1958,0,2890,2890,21270,19184,40454,0,0,0,21270,19184,40454,7,7,14,0,4,4,0,1,1,0,2,2,7,14,21,0,0,0,7,14,21,0,0,0,0,449,449,0,0,0,0,0,0,0,449,449,0,0,0,0,449,449,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,
50034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,25617,7447,33064,0,10591,10591,0,1890,1890,0,4498,4498,25617,24426,50043,0,0,0,25617,24426,50043,11,4,15,0,6,6,0,1,1,0,2,2,11,13,24,0,0,0,11,13,24,4809,0,4809,0,983,983,0,0,0,0,0,0,4809,983,5792,0,0,0,4809,983,5792,4,0,4,0,1,1,0,0,0,0,0,0,4,1,5,0,0,0,4,1,5,
50035,Central County Transportation Authority,Full Reporter,Urban,MB,DO,118035,20233,138268,0,36035,36035,0,3955,3955,0,11512,11512,118035,71735,189770,0,2380,2380,118035,74115,192150,65,11.5,76.5,0,20.3,20.3,0,3.6,3.6,0,6.5,6.5,65,41.9,106.9,0,1.7,1.7,65,43.6,108.6,4004,543,4547,0,0,0,0,0,0,0,669,669,4004,1212,5216,0,554,554,4004,1766,5770,5,0,5,0,0,0,0,0,0,0,0.6,0.6,5,0.6,5.6,0,0.8,0.8,5,1.4,6.4,
50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,DO,68272,6770,75042,0,11773,11773,0,2412,2412,0,12260,12260,68272,33215,101487,0,0,0,68272,33215,101487,37.2,3.6,40.8,0,6,6,0,1.4,1.4,0,7.5,7.5,37.2,18.5,55.7,0,0,0,37.2,18.5,55.7,5174,701,5875,0,0,0,0,0,0,0,1597,1597,5174,2298,7472,0,0,0,5174,2298,7472,4.2,1.2,5.4,0,0,0,0,0,0,0,2,2,4.2,3.2,7.4,0,0,0,4.2,3.2,7.4,
50036,Capital Area Transportation Authority,Full Reporter,Urban,MB,DO,352298,28316,380614,0,60750,60750,0,9648,9648,0,63266,63266,352298,161980,514278,0,0,0,352298,161980,514278,191.8,12,203.8,0,31,31,0,5.6,5.6,0,38.5,38.5,191.8,87.1,279,0,0,0,191.8,87.1,279,26698,0,26698,0,0,0,0,0,0,0,8242,8242,26698,8242,34940,0,0,0,26698,8242,34940,21.8,0,21.8,0,0,0,0,0,0,0,10.1,10.1,21.8,10.1,31.8,0,0,0,21.8,10.1,31.8,
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,DR,DO,37872,3738,41610,0,6703,6703,0,1761,1761,0,11068,11068,37872,23270,61142,0,0,0,37872,23270,61142,21.6,2.2,23.8,0,3.7,3.7,0,0.9,0.9,0,6.2,6.2,21.6,13,34.6,0,0,0,21.6,13,34.6,3035,0,3035,0,0,0,0,0,0,0,0,0,3035,0,3035,0,0,0,3035,0,3035,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,
