NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS, Bio-Diesel , Bunker Fuel , C Natural Gas , Diesel Fuel , Electric Battery , Electric Propulsion , Ethanol , Methanol , Gasoline , Hydrogen , Kerosene , Liquified Nat Gas , Liquified Petroleum Gas , Other Fuel , Other Fuel Description 
40074,Pasco County Board of County Commissioners,Full Reporter,Urban,MB,DO,0,,,310026,,,,,,,,,,,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,2732169,,,,,,,,,,,
40077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,31298,,,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,CB,PT,0,,,76800,,,,,,,,,,,
40078,Cobb County,Full Reporter,Urban,DR,PT,0,,,47079,,,,,20718,,,,,,
40078,Cobb County,Full Reporter,Urban,MB,PT,0,,15156,634760,,,,,,,,,,,
40082,County of Douglas,Full Reporter,Urban,DR,DO,,,,,,,,,6457,,,,,,
40082,County of Douglas,Full Reporter,Urban,DR,PT,,,,,,,,,11905,,,,,,
40082,County of Douglas,Full Reporter,Urban,MB,PT,,,,,,,,,47545,,,,,,
40086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,,,,,,,,,70805,,,,,,
40086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,0,,,900501,,,,,,,,,,,
40087,City of Durham,Full Reporter,Urban,DR,PT,,,,,,,,,118910,,,,,,
40087,City of Durham,Full Reporter,Urban,MB,PT,0,,,552498,79831,,,,,,,,,,
40093,City of Greensboro ,Full Reporter,Urban,DR,PT,,,,,,,,,184839,,,,,,
40093,City of Greensboro ,Full Reporter,Urban,MB,PT,0,,,408757,901802,,,,,,,,,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,DR,PT,0,,,244,,,,,,,,,,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,HR,PT,,,,,,5373722,,,,,,,,,
40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,MB,PT,0,,,288411,,,,,,,,,,,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,0,,,4775,,,,,,,,,1020,,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,20392,,,,3698,,
40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,1262,,,,,41512,,,,8033,,
40104,Indian River County,Full Reporter,Urban,DR,PT,,,,,,,,,63357,,,,,,
40104,Indian River County,Full Reporter,Urban,MB,PT,0,,,112810,,,,,27240,,,,,,
40105,Puerto Rico Highway and Transportation Authority – Público,Full Reporter,Urban,PB,PT,0,,,26166,,,,,381105,,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,73763,,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,465354,51841,,,,,,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,,60294,,,,,,,,,,,
40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,14826,,,,,,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,37146,,,,,,,,,,,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,69383,,,,,,
40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,,416166,985280,,,,21810,,,,,,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,0,,,1863,,,,,59629,,,,,,
40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,,,,,,,,,41437,,,,,,
40129,Charlotte County Government,Full Reporter,Urban,DR,DO,,,,,,,,,1247,,,,,,
40129,Charlotte County Government,Full Reporter,Urban,DR,PT,0,,,19241,,,,,24129,,,,,,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,0,,,195687,,,,,,,,,,,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,40392,,,,,,
40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,0,,,353163,,,,,,,,,,,
40140,Collier County,Full Reporter,Urban,DR,PT,0,,,25742,,,,,128574,,,,,,
40140,Collier County,Full Reporter,Urban,MB,PT,0,,,269876,,,,,12923,,,,,,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,CB,PT,,,,,,,,,,,,,36076,,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,11374,,,,148798,,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,MB,PT,498750,,,0,,,,,,,,,263320,,
40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,21415,,,,,,
40147,North Carolina State University,Full Reporter,Urban,MB,PT,0,,,148388,,,,,,,,,,,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,122371,,,,,,
40158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,0,,,110503,,,,,2292,,,,,,
40159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,0,,,66114,,,,,,,,,,,
40159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,0,,,190911,,,,,,,,,,,
40159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,6108,,,,,,
40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,,,,,,,,,32451,,,,,,
40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,,,,,,,,,151557,,,,,,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,DR,DO,0,,,8342,,,,,61567,,,,,,
40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,MB,DO,0,,,41461,,,,,12387,,,,,,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,0,,,183861,,,,,53777,,,,,,
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,,,,,,,,,25369,,,,,,
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,FB,DO,0,,,195779,,,,,,,,,,,
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,FB,PT,0,,,1413762,,,,,,,,,,,
40178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,,,,,,,,,40225,,,,,,
40180,University of Georgia,Full Reporter,Urban,DR,DO,,,,,1250,,,,5808,,,,,,
40180,University of Georgia,Full Reporter,Urban,MB,DO,0,,,60683,727200,,,,,,,,,,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,DR,PT,,,,,,,,,57503,,,,,,
40185,Bay County Transportation Planning Organization,Full Reporter,Urban,MB,PT,0,,,91516,,,,,,,,,,,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,,,,,8440,,,,123414,,,,,,
40191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,,,,,,,,,6697,,,,,,
40192,Martin County,Full Reporter,Urban,CB,PT,0,,,21336,,,,,,,,,,,
40192,Martin County,Full Reporter,Urban,DR,PT,,,,,,,,,5679,,,,,,
40192,Martin County,Full Reporter,Urban,MB,PT,0,,,79449,,,,,,,,,,,
40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,,,,,,,64,,26120,,,,,,
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,126175,,,,,,
40208,City of Clemson,Full Reporter,Urban,MB,DO,0,,,79003,388109,,,,,,,,,,
40222,Wake County,Full Reporter,Urban,DR,PT,,,,,,,,,168075,,,,,,
40224,Buncombe County,Full Reporter,Urban,DR,PT,,,0,,,,,,71976,,,,5541,,
40224,Buncombe County,Full Reporter,Urban,MB,PT,,,4173,,,,,,12532,,,,965,,
40228,Mecklenburg County ,Full Reporter,Urban,DR,DO,,,,,,,,,63261,,,,,,
40232,Central Florida Commuter Rail,Full Reporter,Urban,CR,PT,0,,,1185090,,,,,,,,,,,
40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,135848,,,,258,,
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,DR,DO,,,,,,,,,33458,,,,,,
40928,Baldwin County Commission,Full Reporter,Urban,DR,DO,,,,,,,,,134134,,,,,,
40950,First Tennessee Human Resource Agency,Full Reporter,Urban,DR,DO,,,,,,,,,152168,,,,48138,,
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,0,,,0,,,,,183156,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,Urban,DR,PT,0,,,47085,,,,,84538,,,,,,
41199,Board of County Commissioners of St. Lucie County,Full Reporter,Urban,MB,PT,0,,,84024,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,Urban,CB,PT,0,,,566429,,,,,,,,,,,
42000,Atlanta-Region Transit Link Authority,Full Reporter,Urban,VP,PT,,,,,,,,,137352,,,,,,
44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,0,,,12669,,,,,,,,,,,
44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,,,,,,,,,33350,,,,3019,,
50001,City of Appleton,Full Reporter,Urban,DR,PT,0,,,0,,,,,52512,,,,,,
50001,City of Appleton,Full Reporter,Urban,MB,DO,0,,,138924,,,,,5422,,,,,,
50001,City of Appleton,Full Reporter,Urban,MB,PT,0,,,957,,,,,,,,,,,
50002,City of Green Bay,Full Reporter,Urban,DR,PT,,,,,,,,,37131,,,,,,
50002,City of Green Bay,Full Reporter,Urban,MB,DO,0,,,142415,,,,,,,,,,,
50003,City of Kenosha,Full Reporter,Urban,DR,PT,,,,,,,,,36431,,,,,,
50003,City of Kenosha,Full Reporter,Urban,MB,DO,0,,,181311,,,,,,,,,,,
50003,City of Kenosha,Full Reporter,Urban,SR,DO,,,,,,93588,,,,,,,,,
50004,City of La Crosse,Full Reporter,Urban,DR,PT,0,,,1115,,,,,8830,,,,,,
50004,City of La Crosse,Full Reporter,Urban,MB,DO,0,,,155221,65780,,,,,,,,,,
50005,City of Madison,Full Reporter,Urban,MB,DO,0,,,989508,36465,,,,,,,,,,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,CB,PT,0,,,43804,,,,,,,,,,,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,DR,DO,,,,,,,,,18031,,,,,,
50006,"City of Racine, Wisconsin",Full Reporter,Urban,MB,DO,0,,,220865,41999,,,,,,,,,,
50008,Milwaukee County,Full Reporter,Urban,DR,PT,0,,,350,,,,,322007,,,,,,
50008,Milwaukee County,Full Reporter,Urban,MB,PT,0,,,3256505,,,,,,,,,,,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,DO,0,,94,69014,,,,,1238,,,,,,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,PT,,,,,,,,,42000,,,,,,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,MB,DO,0,,815516,169974,59032,,,,,,,,,,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,129875,64974,,,,,,,,,,,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,252110,126126,,,,,,40845,,,,,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,147934,,,,,,,,,,,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,2536427,,,,,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,265857,,,,76446,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,270049,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,,,,,,17585112,,,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,,,,,,11028313,,,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,2359264,953907,,,,,,,,,,,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,0,,157527,18829,,,,,,,,,,,
50016,Central Ohio Transit Authority,Full Reporter,Urban,DR,DO,,,49618,,,,,,31970,,,,,,
50016,Central Ohio Transit Authority,Full Reporter,Urban,DR,PT,0,,,105123,,,,,72316,,,,,,
50016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,0,,3080273,580987,53430,,,,,,,,,,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,304876,,,,,,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,837796,,,,,,,,,,,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,,,,,,3122973,,,,,,,,,
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,77571,,,,,,
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,33659,101677,,,,,12376,,,,,,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,107749,,,,,,,,,,,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,501534,,,,,,,,,,,
50024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,0,,,5160,,,,,54102,,,,,,
50024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,0,,,304022,,,,,37032,,,,,,
50025,Duluth Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,27246,,,,,,
50025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,382264,,,0,298264,,,,,,,,,,
50026,City of Moorhead,Full Reporter,Urban,DR,PT,,,,,,,,,4698,,,,,,
50026,City of Moorhead,Full Reporter,Urban,MB,PT,0,,,90329,,,,,,,,,,,
50027,Metro Transit ,Full Reporter,Urban,CR,PT,0,,,147088,,,,,,,,,,,
50027,Metro Transit ,Full Reporter,Urban,LR,DO,,,,,,29732225,,,,,,,,,
50027,Metro Transit ,Full Reporter,Urban,MB,DO,4185563,,,0,533094,,,,,,,,,,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,0,,,12834,,,,,,,,,,,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,0,,89677,5468,,,,,,,,,,,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,0,,264680,14353,,,,,,,,,,,
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,50493,,,,,,,,,13162,,
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,98015,,,,,,,,,,,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,,,,,629092,,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,0,,,35227,,,,,687,,,,,,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,0,,,1782367,,,,,,,,,,,
50032,Mass Transportation Authority ,Full Reporter,Urban,DR,DO,,,,,,,,,183820,,,,505371,,
50032,Mass Transportation Authority ,Full Reporter,Urban,DR,PT,,,,,,,,,,,,,7387,,
50032,Mass Transportation Authority ,Full Reporter,Urban,MB,DO,0,,697162,27126,,,,,,73,,,172098,,
50033,Interurban Transit Partnership,Full Reporter,Urban,DR,DO,,,,,,,,,2284,,,,,,
50033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,0,,,3265,,,,,30537,,,,345145,,
50033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,0,,1000422,393461,,,,,,,,,,,
50033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,0,,,66644,,,,,,,,,,,
50033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,,,,,,,,,10286,,,,,,
50034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,0,,,2206,,,,,21726,,,,,,
50034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,0,,,86641,,,,,,,,,,,
50035,Central County Transportation Authority,Full Reporter,Urban,DR,PT,0,,,64850,,,,,63293,,,,,,
50035,Central County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,275989,,,,,,,,,,,
50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,DO,0,,,3064,,,,,143985,,,,,,
50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,165184,,,,,,
50036,Capital Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,,719485,,,,,,,,,,,
50036,Capital Area Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,1330,,,,,,
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,DR,DO,0,,,19974,,,,,24218,,,,,,
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,MB,DO,0,,,142630,,,,,,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,PT,0,,,60416,,,,,,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,0,,,29891,,,,,63343,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,,726559,,,,,,,,,,,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,64950,,,,,,
50043,Metropolitan Evansville Transit System,Full Reporter,Urban,DR,DO,0,,0,14668,,,,,24116,,,,,,
50043,Metropolitan Evansville Transit System,Full Reporter,Urban,MB,DO,0,,,195452,,,,,,,,,,,
50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,DR,DO,41672,,,0,,,,,19378,,,,,,
50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,MB,DO,252734,,,0,,,,,5671,,,,,,
50045,Gary Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,22330,,,,,,
50045,Gary Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,,116760,,,,,14252,,,,,,
50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,67825,,,,13050,,
50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,MB,DO,267965,,,0,47520,,,,,,,,,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,227179,,,,,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,MB,DO,0,,,1366576,0,,,,,,,,,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,MB,PT,,,,,,,,,16771,,,,,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,RB,DO,,,,,3053309,,,,,,,,,,
50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,28668,,,,,,443,,,,,,
50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,369716,57877,,,,,,,,,,,
50052,South Bend Public Transportation Corporation,Full Reporter,Urban,DR,DO,1212,,,0,,,,,49471,,,,,,
50052,South Bend Public Transportation Corporation,Full Reporter,Urban,MB,DO,49471,,275721,0,,,,,,,,,,,
50053,City of Terre Haute ,Full Reporter,Urban,DR,DO,,,,,,,,,8857,,,,,,
50053,City of Terre Haute ,Full Reporter,Urban,MB,DO,0,,,12568,,,,,45846,,,,,,
50054,Muncie Indiana Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,,,,,43584,,
50054,Muncie Indiana Transit System,Full Reporter,Urban,MB,DO,139992,,,0,,,,,,,,,,,
50056,Greater Peoria Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,115841,,,,,,
50056,Greater Peoria Mass Transit District,Full Reporter,Urban,MB,DO,512999,,,0,13400,,,,,,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,35115,,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,12664,,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,FB,PT,9284,,,0,,,,,,,,,,,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,MB,DO,0,,523332,35920,192714,,,,,,,,,,
50058,Rockford Mass Transit District,Full Reporter,Urban,DR,DO,0,,,31163,,,,,99282,,,,,,
50058,Rockford Mass Transit District,Full Reporter,Urban,MB,DO,0,,,285056,,,,,,,,,,,
50059,Springfield Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,79497,,,,,,
50059,Springfield Mass Transit District,Full Reporter,Urban,MB,DO,218860,,226662,0,,,,,14109,,,,,,
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,20099,,,,,,
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,0,,,3100,,,,,34896,,,,,,
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,MB,DO,589311,,,0,,,,,,1350,,,,,
50061,"City of Decatur, Il",Full Reporter,Urban,DR,PT,,,,,,,,,18279,,,,,,
50061,"City of Decatur, Il",Full Reporter,Urban,MB,PT,181403,,,0,,,,,,,,,,,
50066,Chicago Transit Authority,Full Reporter,Urban,HR,DO,,,,,,373727434,,,,,,,,,
50066,Chicago Transit Authority,Full Reporter,Urban,MB,DO,0,,,13403932,302556,,,,,,,,,,
50092,"City of Rochester, Minnesota",Full Reporter,Urban,DR,PT,0,,,0,,,,,20938,,,,,,
50092,"City of Rochester, Minnesota",Full Reporter,Urban,MB,PT,313685,,,0,3563,,,,948,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,CB,PT,0,,,55511,,,,,,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,DR,DO,,,,,,,,,7251,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,DR,PT,0,,,2,,,,,2213,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,MB,DO,0,,,132918,,,,,,,,,,,
50096,City of Waukesha ,Full Reporter,Urban,MB,PT,0,,,22013,,,,,,,,,,,
50099,City of Eau Claire,Full Reporter,Urban,DR,PT,0,,,3789,,,,,21209,,,,,,
50099,City of Eau Claire,Full Reporter,Urban,MB,DO,0,,,123355,,,,,,,,,,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,CR,DO,,,,,,13144250,,,,,,,,,
50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,19337,,,,,,
50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,,220715,87966,,,,4148,,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,DO,0,,,2941,,,,,30009,,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,0,,,866,,,,,496666,,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,DO,0,,1198877,3988633,,,,,,,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,PT,18032,,,107555,,,,,10068,,,,,,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,VP,DO,,,,,,,,,175595,,,,,,
50117,Laketran,Full Reporter,Urban,CB,DO,0,,,91596,,,,,,,,,,,
50117,Laketran,Full Reporter,Urban,DR,DO,0,,,31611,,,,,77588,,,,261846,,
50117,Laketran,Full Reporter,Urban,MB,DO,0,,,41593,756569,,,,2839,,,,59205,,
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,Urban,CR,DO,0,,,8563341,,62373926,,,,,,,,,
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,Urban,CR,PT,0,,,15309051,,,,,,,,,,,
50119,City of Detroit ,Full Reporter,Urban,DR,PT,,,,,,,,,139256,,,,,,
50119,City of Detroit ,Full Reporter,Urban,MB,DO,0,,,2066738,17737,,,,,,,,,,
50141,Detroit Transportation Corporation,Full Reporter,Urban,MG,DO,,,,,,1690960,,,,,,,,,
50145,City of Kokomo,Full Reporter,Urban,DR,DO,0,,,500,,,,,59026,,,,,,
50145,City of Kokomo,Full Reporter,Urban,MB,DO,0,,,12320,,,,,16944,,,,,,
50146,Madison County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,78030,,,,,,
50146,Madison County Transit District,Full Reporter,Urban,MB,PT,704914,,,0,,,,,54712,,,,,,
50146,Madison County Transit District,Full Reporter,Urban,VP,DO,,,,,,,,,27298,,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,CB,DO,,,20978,,,,,,,,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,DO,,,183378,,,,,,,,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,PT,0,,20317,77381,,,,,1579,,,,,,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,MB,DO,,,84398,,50955,,,,,,,,,,
50149,Michiana Area Council of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,19117,,,,,,
50149,Michiana Area Council of Governments,Full Reporter,Urban,MB,PT,0,,,97511,,,,,,,,,,,
50154,Metropolitan Council,Full Reporter,Urban,DR,PT,,,,,,,,,4028103,,,,,,
50154,Metropolitan Council,Full Reporter,Urban,MB,PT,366405,,,0,,,,,108893,,,,,,
50154,Metropolitan Council,Full Reporter,Urban,VP,PT,,,,,,,,,36608,,,,,,
50157,Butler County Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,75981,,,,,,
50157,Butler County Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,53158,,,,,41875,,,,,,
50158,University of Michigan Parking and Transportation Services,Full Reporter,Urban,MB,DO,0,,,305323,,,,,,,,,,,
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,CB,PT,0,,,77,,,,,46640,,,,,,
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,DR,PT,0,,,16,,,,,16002,,,,,,
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,MB,PT,0,,,60941,,,,,98028,,,,,,
50160,County of Washington,Full Reporter,Urban,CB,PT,0,,,62568,,,,,,,,,,,
50160,County of Washington,Full Reporter,Urban,DR,PT,,,,,,,,,100664,,,,,,
50161,Ozaukee County ,Full Reporter,Urban,CB,PT,0,,,27900,,,,,,,,,,,
50161,Ozaukee County ,Full Reporter,Urban,DR,PT,,,,,,,,,66304,,,,,,
50163,"Licking County, Ohio",Full Reporter,Urban,DR,DO,0,,,11,,,,,99756,,,,,,
50165,Greene County Transit Board,Full Reporter,Urban,DR,PT,,,,,,,,,86999,,,,,,
50166,Board of  Clermont County Commissioners,Full Reporter,Urban,DR,DO,,,,,,,,,39173,,,,,,
50166,Board of  Clermont County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,46687,,,,,,
50166,Board of  Clermont County Commissioners,Full Reporter,Urban,MB,DO,0,,,5876,,,,,7438,,,,,,
50169,"Miami County, Ohio ",Full Reporter,Urban,DR,PT,,,,,,,,,60225,,,,,,
50176,City of DeKalb,Full Reporter,Urban,DR,PT,,,,,,,,,61183,,,,,,
50176,City of DeKalb,Full Reporter,Urban,MB,PT,0,,,172975,,,,,15753,,,,,,
50182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Urban,DR,PT,0,,,393,,,,,2385210,,,,,,
50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,DR,DO,0,,,23850,,,,,29692,,,,,,
50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,MB,DO,0,,,24635,,,,,30670,,,,,,
50191,Mid-Ohio Regional Planning Commission,Full Reporter,Urban,VP,PT,,,,,,,,,14986,,,,,,
50193,Michigan Department of Transportation,Full Reporter,Urban,VP,PT,,,,,,,,,118291,,,,,,
50198,Medina County Public Transit,Full Reporter,Urban,DR,DO,0,,,541,,,,,40403,,,,,,
