NTDID,Agency Name,Reporter Type,Reporting Module,City,State,UZA,UZA Name,Mode,TOS,Form,Data Point,VRS Name,Q Type,FTA Approved
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Greensboro,NC,120.0,"Greensboro, NC",CB,PT,Sources of Funds - Funds Expended & Funds Earned (F-10),Passenger-Paid Fares (4111),40173 - Passenger Paid Fares (CB/PT) (Q),Q,No
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Greensboro,NC,120.0,"Greensboro, NC",CB,PT,Sources of Funds - Funds Expended & Funds Earned (F-10),Organization-Paid Fares (4112),40173 - Organization Paid Fares (CB/PT) (Q),Q,No
40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,Greensboro,NC,120.0,"Greensboro, NC",VP,DO,Sources of Funds - Funds Expended & Funds Earned (F-10),Total Passenger Fares (4110) - Funds Earned,40173 - Passenger Paid Fares (VP/DO) (Q),Q,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Revenue Vehicle Inventory (A-30),Average Lifetime Miles per Active Vehicle,40175 - A-30 ALM FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Operating Expenses (F-30),Other Paid Absences - Total Modal Expenses,40175 - F-30 Other Paid Absences FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Operations,40175 - F-30 VO Other Salaries and Wages FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,40175 - S-10 Vehicle Revenue Miles FB/DO W,W,Yes
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40175 - S-10 Vehicle Revenue Hours FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40175 - S-10 Passenger Miles Traveled FB/DO W,W,Yes
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles - Annual Total Schedule,40175 - S-10 Scheduled VRM - Annual Total FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles - Average Weekday Schedule,40175 - S-10 Scheduled VRM - Avg. Weekday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles -Average Saturday Schedule,40175 - S-10 Scheduled VRM - Avg. Saturday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles - Average Sunday Schedule,40175 - S-10 Scheduled VRM- Avg. Sunday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) -Average Weekday Schedule,40175 - S-10 Vehicle Revenue Miles - Avg. Weekday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Saturday Schedule,40175 - S-10 Vehicle Revenue Miles - Avg. Saturday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Sunday Schedule,40175 - S-10 Vehicle Revenue Miles - Avg. Sunday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Weekday Schedule,40175 - S-10 Vehicle Revenue Hours - Avg. Weekday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Saturday Schedule,40175 - S-10 Vehicle Revenue Hours - Avg. Saturday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Average Sunday Schedule,40175 - S-10 Vehicle Revenue Hours - Avg. Sunday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Average Weekday Schedule,40175 - S-10 Unlinked Passenger Trips - Avg. Weekday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Average Saturday Schedule,40175 - S-10 Unlinked Passenger Trips - Avg. Saturday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Average Sunday Schedule,40175 - S-10 Unlinked Passenger Trips - Avg. Sunday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Passenger Miles Traveled  (PMT) - Average Weekday Schedule,40175 - S-10 Passenger Miles Traveled - Avg. Weekday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Average Saturday Schedule,40175 - S-10 Passenger Miles Traveled - Avg. Saturday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Average Sunday Schedule,40175 - S-10 Passenger Miles Traveled - Avg. Sunday FB/DO W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,DO,Federal Funding Allocation Statistics (FFA-10),Actual Vehicle Revenue Miles (VRM) >= 7 Years @ Federal Fiscal Year End (FFYE) -UZA/Non UZA X,40175 - FFA-10 - Non-UZA VRM on DRM > 7 Years FB/DO,W,Yes
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Revenue Vehicle Inventory (A-30),Total Miles on Active Vehicles During Period,40175 - A-30 Miles This Year FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Revenue Vehicle Inventory (A-30),Average Lifetime Miles per Active Vehicle,40175 - A-30 ALM FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Revenue Vehicle Inventory (A-30),Manufacturer,40175 - A-30 Manufacturer FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Revenue Vehicle Inventory (A-30),Model,40175 - A-30 Model FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Sources of Funds - Funds Expended & Funds Earned (F-10),Passenger-Paid Fares (4111),40175 - F-10 Fare Revenues FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Contractual Relationship (B-30),Capital Leasing,40175 - B-30 Capital Leasing W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Contractual Relationship (B-30),Other Operating Expenses Incurred by the Buyer,40175 - B-30 Other Costs Incurred by the Buyer W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,40175 - S-10 Passenger Miles Traveled FB/PT W,W,Yes
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Passenger Miles Traveled  (PMT) - Average Weekday Schedule,40175 - S-10 Passenger Miles Traveled - Avg. Weekday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Average Saturday Schedule,40175 - S-10 Passenger Miles Traveled - Avg. Saturday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Average Sunday Schedule,40175 - S-10 Passenger Miles Traveled - Avg. Sunday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles - Annual Total Schedule,40175 - S-10 Scheduled VRM FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles - Average Weekday Schedule,40175 - S-10 Scheduled Vehicle Revenue Miles - Avg. Weekday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles -Average Saturday Schedule,40175 - S-10 Scheduled Vehicle Revenue Miles - Avg. Saturday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles - Average Sunday Schedule,40175 - S-10 Scheduled Vehicle Revenue Miles - Avg. Sunday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Average Weekday Schedule,40175 - S-10 Unlinked Passenger Trips - Avg. Weekday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Average Saturday Schedule,40175 - S-10 Unlinked Passenger Trips - Avg. Saturday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Average Sunday Schedule,40175 - S-10 Unlinked Passenger Trips - Avg. Sunday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40175 - S-10 Vehicle Revenue Hours FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,40175 - S-10 Vehicle Revenue Miles FB/PT W,W,Yes
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Weekday Schedule,40175 - S-10 Vehicle Revenue Hours - Avg. Weekday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Saturday Schedule,40175 - S-10 Vehicle Revenue Hours - Avg. Saturday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Sunday Schedule,40175 - S-10 Vehicle Revenue Hours - Avg. Sunday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) -Average Weekday Schedule,40175 - S-10 Vehicle Revenue Miles - Avg. Weekday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Saturday Schedule,40175 - S-10 Vehicle Revenue Miles - Avg. Saturday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Sunday Schedule,40175 - S-10 Vehicle Revenue Miles - Avg. Sunday FB/PT W,W,No
40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,,PR,21.0,"San Juan, PR",FB,PT,Federal Funding Allocation Statistics (FFA-10),Actual Vehicle Revenue Miles (VRM) >= 7 Years @ Federal Fiscal Year End (FFYE) -UZA/Non UZA X,40175 - FFA-10 - Non-UZA VRM on DRM > 7 Years FB/PT,W,Yes
40193,"City of Hinesville, Georgia",Reduced Reporter,Urban,Hinesville,GA,486.0,"Hinesville, GA",DR,PT,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40193 - DR/PT Total OE - W,W,No
40193,"City of Hinesville, Georgia",Reduced Reporter,Urban,Hinesville,GA,486.0,"Hinesville, GA",MB,PT,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40193 - MB/PT Total OE - W,W,No
40197,Municipality of Lares,Reduced Reporter,Urban,Lares,PR,124.0,"Aguadilla-Isabela-San SebastiÃ¡n, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,40197 - DR/DO VRM - W,W,Yes
40197,Municipality of Lares,Reduced Reporter,Urban,Lares,PR,124.0,"Aguadilla-Isabela-San SebastiÃ¡n, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,40197 - DR/DO VRH - W,W,No
40197,Municipality of Lares,Reduced Reporter,Urban,Lares,PR,124.0,"Aguadilla-Isabela-San SebastiÃ¡n, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40197 - DR/DO Total OE - W,W,No
40197,Municipality of Lares,Reduced Reporter,Urban,Lares,PR,124.0,"Aguadilla-Isabela-San SebastiÃ¡n, PR",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,40197 - MB/DO Total OE - W,W,No
40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,Tampa,FL,17.0,"Tampa-St. Petersburg, FL",VP,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,40200 - RY21 VP/PT Vehicle Revenue Hours Waiver,W,Yes
40231,Orange County ,Reduced Reporter,Urban,Hillsborough,NC,110.0,"Durham, NC",DR,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,40231 - DR/DO Questionable Operating Expenses,Q,Yes
40231,Orange County ,Reduced Reporter,Urban,Hillsborough,NC,110.0,"Durham, NC",MB,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,40231 - MB/DO Questionable Operating Expenses,Q,Yes
40237,Lancaster County Council on Aging,Reduced Reporter,Urban,Lancaster,SC,38.0,"Charlotte, NC-SC",DR,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,40237 - Operating Expense Waiver,W,No
40237,Lancaster County Council on Aging,Reduced Reporter,Urban,Lancaster,SC,38.0,"Charlotte, NC-SC",DR,DO,Federal Funding Allocation Statistics (FFA-10),UZA Reporting Method,40237 - FFA Allocation Waiver,W,Yes
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Decatur,AL,392.0,"Decatur, AL",DR,DO,Operating Expenses (F-30),Miscellaneous Expenses - General Administration,40265 - DR/DO GA Miscellaneous Expenses W,W,No
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Decatur,AL,392.0,"Decatur, AL",DR,DO,Operating Expenses (F-30),Other Salaries and Wages - General Administration,40265 - DR/DO GA Other Salaries and Wages W,W,No
40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,Decatur,AL,392.0,"Decatur, AL",DR,DO,Operating Expenses (F-30),Fringe Benefits - General Administration,40265 - DR/DO GA Fringe Benefits W,W,No
40268,Municipality of Ciales,Reduced Reporter,Urban,Ciales,PR,21.0,"San Juan, PR",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
40268,Municipality of Ciales,Reduced Reporter,Urban,Ciales,PR,21.0,"San Juan, PR",DR,DO,Revenue Vehicle Inventory (A-30),Total Miles on Active Vehicles During Period,40268 - DR/DO Miles This Year - W,W,No
40269,Municipality of Anasco,Reduced Reporter,Urban,Anasco,PR,124.0,"Aguadilla-Isabela-San SebastiÃ¡n, PR",,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,40269 - Condition Assessment - W,W,No
40269,Municipality of Anasco,Reduced Reporter,Urban,Anasco,PR,124.0,"Aguadilla-Isabela-San SebastiÃ¡n, PR",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
40271,"Florida Department of Transportation, District 1 Office",Reduced Reporter,Urban,Tallahassee,FL,78.0,"Cape Coral, FL",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
40272,Civic Volunteer Organization of Barefoot Bay,Reduced Reporter,Urban,Barefoot Bay,FL,84.0,"Palm Bay-Melbourne, FL",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
40272,Civic Volunteer Organization of Barefoot Bay,Reduced Reporter,Urban,Barefoot Bay,FL,84.0,"Palm Bay-Melbourne, FL",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Funds - Funds Expended on Operations,40272 - DR/DO Operating Expense Q,Q,No
40273,Brevard Alzheimer's Foundation Inc.,Reduced Reporter,Urban,Melbourne,FL,84.0,"Palm Bay-Melbourne, FL",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
40905,Three Rivers Regional Commission,Reduced Reporter,Urban,Griffin,GA,9.0,"Atlanta, GA",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
40958,Municipality of Orocovis,Reduced Reporter,Urban,Orocovis,PR,21.0,"San Juan, PR",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
41027,Bartow County ,Reduced Reporter,Urban,Cartersville,GA,9.0,"Atlanta, GA",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
44953,Municipality of Arroyo,Reduced Reporter,Urban,Arroyo,PR,358.0,"Guayama, PR",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
44953,Municipality of Arroyo,Reduced Reporter,Urban,Arroyo,PR,358.0,"Guayama, PR",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,44953 - DR/DO Total OE - Q,Q,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Total Fare Revenues -Funds Expended on Operations,4R02-40920 - DR/DO Fares W,W,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Total Operating Expenses - Funds Expended on Operations,4R02-40920 - DR/DO OE W,W,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,4R02-40920 - DR/DO UPT W,W,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40920 - DR/DO VRH W,W,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,4R02-40920 - DR/DO VRM W,W,Yes
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Total Operating Expenses - Funds Expended on Operations,4R02-40920 - MB/DO OE W,W,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Total Fare Revenues -Funds Expended on Operations,4R02-40920 - MB/DO Fares W,W,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,4R02-40920 - MB/DO VRM W,W,Yes
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R02-40920 - MB/DO VRH W,W,No
4R02-40920,Ride Solution,Rural Reporter,Rural,Palatka,FL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,4R02-40920 - MB/DO UPT W,W,No
4R06-41113,Anson County,Rural Reporter,Rural,Wadesboro,NC,,,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,4R06-41113 DR/DO VRM W,W,Yes
4R06-41113,Anson County,Rural Reporter,Rural,Wadesboro,NC,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,4R06-41113 DR/DO VRH W,W,No
4R06-41113,Anson County,Rural Reporter,Rural,Wadesboro,NC,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,4R06-41113 DR/DO UPT W,W,No
4R08,Tennessee Department of Transportation,State Reporter,Rural,Nashville,TN,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,4R08-40978 Condition Assessment Waiver,W,No
50003,City of Kenosha,Full Reporter,Urban,Kenosha,WI,256.0,"Kenosha, WI-IL",SR,DO,Revenue Vehicle Inventory (A-30),Kilowatt hours of propulsion power (EP),50003 - SR/DO KwH Waiver,W,No
50003,City of Kenosha,Full Reporter,Urban,Kenosha,WI,256.0,"Kenosha, WI-IL",SR,DO,Operating Expenses (F-30),Other Salaries and Wages - General Administration,50003 - SR/DO General Admin Other Salaries and Wages - Q,Q,No
50003,City of Kenosha,Full Reporter,Urban,Kenosha,WI,256.0,"Kenosha, WI-IL",SR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,50003 - SR/DO Sampling Waiver,W,No
50005,City of Madison,Full Reporter,Urban,Madison,WI,92.0,"Madison, WI",DR,TX,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50005 - DR/TX VRM - W,W,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",,,Financial Statement (F-60),Other Noncurrent Assets - Assets,50012 - Other Noncurrent Assets Q,Q,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",,,Financial Statement (F-60),Long-term Pension Liabilities - Liabilities,50012 - Long Term Pension Liabilities Q,Q,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",,,Financial Statement (F-60),Deferred Outflows of Resources - Assets,50012 - Deferred Outflows of Resources Q,Q,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",,,Financial Statement (F-60),Deferred Inflows of Resources,50012 - Deferred Inflows of Resources Q,Q,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50012 - DR/DO UPT Q,Q,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50012 - DR/DO PMT Q,Q,Yes
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Vehicle Operations,50012 - DR/DO OE Q,Q,Yes
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50012 - DR/DO VRM Q,Q,Yes
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50012 - DR/DO VRH Q,Q,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50012 - MB/DO UPT Q,Q,No
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50012 - MB/DO PMT Q,Q,Yes
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Vehicle Operations,50012 - MB/DO OE Q,Q,Yes
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50012 - MB/DO VRM Q,Q,Yes
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50012 - MB/DO VRH Q,Q,No
50014,Forest County Potawatomi Community,Reduced Reporter,Tribe,Crandon,WI,0.0,Wisconsin Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,50014 - DR/DO VRM W,W,Yes
