Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
50397,Hubbard County,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50428,Semcac,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50430,"Fosston, City of",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50446,Wadena County ,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50448,Watonwan County,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50450,"Cedar Valley Services, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50471,"Southwestern MN Opportunity Council, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50474,"Tri-County Action Program, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50489,Paul Bunyan Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50504,Productive Alternatives,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50510,"Three Rivers Community Action, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
55314,Central Community Transit Joint Powers Board,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
55320,Faribault-Martin Counties Joint Powers,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
55325,Minnesota River Valley Transit,Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,5R04,Minnesota Department of Transportation ,State Reporter
50164,City of Sandusky,Reduced Reporter,Urban,5R05,Ohio Department of Transportation,State Reporter
50255,Carroll County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50275,Knox Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50278,Athens Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50284,Champaign Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50292,Bowling Green Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50293,Monroe County Public Transportation,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50298,Ottawa County Transportation Agency,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50316,Wilmington Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50326,Geauga County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50341,South East Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50343,Perry County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50362,Huron County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50363,Scioto County/Access Scioto County,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50377,Hancock Area Transportation Services,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50382,Ashland Public Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50388,Marion Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50390,Ashtabula County Transportation System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50406,Lancaster Public Transit System,Reduced Reporter,Urban,5R05,Ohio Department of Transportation,State Reporter
50410,Fayette County Transportation Program,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50415,Greenville Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50421,Morgan County Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50424,Transportation for Logan County,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50429,Chillicothe Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50433,Transportation Resources For Independent People of Sandusky (TRIPS),Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50434,Pickaway Area Rural Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50438,Logan Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50440,Seneca-Crawford Area Transportation,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50462,Harrison County Rural Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50464,Pike County/Community Action Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50481,Columbiana County/Community Action Rural Transit System,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50497,Shelby Public Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
55324,Washington County Commissioners,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
55469,Coshocton County Coordinated Transportation Agency,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
55474,"FRS Transportation, Inc",Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
55480,Henry County Transportation Network,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
55491,Morrow County Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
55657,Access Tusc,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
55668,Meigs County Public Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter
50004,City of La Crosse,Full Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50009,"City of Oshkosh, Wisconsin",Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50013,Red Cliff Band of Lake Superior Chippewa,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
50091,"City of Wausau, Wisconsin",Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50108,City of Janesville,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50109,City of Beloit,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50133,City of Chippewa Falls,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50152,City of Onalaska,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50171,"Fond du Lac, Wisconsin ",Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50220,City of Shawano,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50226,Dunn County Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50229,City of Richland Center,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50235,City of Monroe,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50239,City of Black River Falls,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50257,City of Marshfield,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50266,City of Viroqua,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50277,Village of Plover,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50286,Grant County,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50290,City of Ripon,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50291,Village of Prairie du Sac,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50295,Rusk County Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50303,City of River Falls,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50318,City of Baraboo,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50319,City of Watertown,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50336,City of Waupaca,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50350,City of Waupun,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50359,City of Stevens Point,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50360,City of New Richmond,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50366,Door County,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50375,City of Whitewater,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50391,City of Edgerton,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50396,City of Jefferson,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50400,City of Fort Atkinson,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50401,Bay Area Rural Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50405,City of Wisconsin Rapids,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50409,Clintonville Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50418,City of Tomah,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50431,City of Platteville,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50432,County of Kenosha,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50435,City of Lake Mills,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50442,County of La Crosse,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50449,County of Sauk,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
50461,City of Manitowoc,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50466,City of Beaver Dam,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50470,City of Portage,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50478,City of Marinette,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50482,City of Prairie du Chien,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50490,City of Reedsburg,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50491,City of Medford,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50500,City of Rhinelander,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50505,City of Merrill,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50506,City of Berlin,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50507,Sawyer County/LCO Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50513,City of Mauston,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
50524,YWCA Madison Inc.,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
55228,Menominee Indian Tribe of Wisconsin,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55240,Lac Courte Oreilles Band of Ojibwe,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55276,Oneida Tribe of Indians of Wisconsin,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55282,Bad River Band of Lake Superior Tribe of Chippewa,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55300,Lac du Flambeau Band of Lake Superior Chippewa Indians,Reduced Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55308,City of Stoughton,Reduced Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
55318,County of Walworth,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
55319,Oneida-Vilas Transit Commission,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
55327,County of Clark,Rural Reporter,Rural,5R06,Wisconsin Department of Transportation,State Reporter
55330,County of Adams,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55331,County of Barron,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55332,Colonial Health & Rehabilitation of Colby,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55333,"Aptiv, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55335,"BRIDGE for Community Life, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55336,"Black River Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55337,"Challenge Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55338,"Community Care, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55339,County of Buffalo,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55340,County of Dodge,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55342,County of Outagamie,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55343,County of Pepin,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55344,County of Marquette,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55345,County of Rock,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55346,County of Trempealeau,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55347,Curative Connections,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55348,"Disabilities Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55349,"Diverse Options, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55350,"East Shore Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55351,"RISE, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55352,"Green Valley Enterprises, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55353,"Endeavors Adult Development Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55354,"Handishop Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55355,"Headwaters, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55356,Highline Corporation,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55357,"Hodan Community Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55358,Interfaith Caregivers of Washington County,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55359,"Kenosha Achievement Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55360,"Lauri Jean Zach Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55361,"Harry & Rose Samson Family Jewish Community Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55363,"New Hope Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55364,"Southwest Opportunities Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55365,"Senior Connections, Inc",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55366,"Southwestern WI Community Action Program, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55367,"Mile Bluff Medical Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55368,North Central Health Care,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55370,"St. Coletta of Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55372,United Community Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55373,"Vernon Area Rehabilitation Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55374,"Waushara Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55375,"Wheels of Independence, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55376,Opportunity Development Centers,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55377,"Ventures Unlimited, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55378,Tomahawk Area Interfaith Volunteers,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55379,"ARC of Fond du Lac, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55380,Barron County Developmental Services Inc. ,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55382,Brooke Industries,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55383,"Community Alternatives, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55384,County of Columbia,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55385,County of Crawford,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55387,County of Manitowoc,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55389,County of Richland,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55390,County of Vernon,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55391,County of Wood,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55393,County of Shawano,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55394,County of Sheboygan,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55395,County of St. Croix,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55397,County of Waupaca,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55398,"Marinette County Committee on Aging, Inc. ",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55399,"VIP Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55400,"Tri-State Regional Ambulance, Inc. ",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55404,"Ashland County Aging Unit, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55405,"Careers Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55406,Covey,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55407,"Goodwill Industries of SE Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55409,"Lutheran Homes of Oshkosh, inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55410,Lutheran Social Services,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55411,Morrow Home Community,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55412,County of Juneau,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55413,County of Lincoln,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55414,County of Monroe,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55415,Crawford County Opportunity Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55416,"Opportunity of North Central Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55434,Bethel Home,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55458,Tri-County Memorial Hospital,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55605,County of Langlade,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55606,Oconto County Commission on Aging,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55608,"Northern Lights Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55649,County of Calumet,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55650,Northwoods Incorporated of Wisconsin,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55651,"Valley Packaging Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55652,Center for Independent Living-Western Wisconsin,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
55653,"Sunshine House, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
60136,"Mid-Delta Transit Community Services, Inc.",Rural Reporter,Rural,6R01,Arkansas Department of Transportation,State Reporter
60140,"Area Agency on Aging of Southeast Arkansas, Inc.",Rural Reporter,Rural,6R01,Arkansas Department of Transportation,State Reporter
60161,City of Eureka Springs,Rural Reporter,Rural,6R01,Arkansas Department of Transportation,State Reporter
60189,"NW Arkansas Economical Development District, Inc.",Rural Reporter,Rural,6R01,Arkansas Department of Transportation,State Reporter
60204,"Crowley's Ridge Development Council, Inc.",Rural Reporter,Rural,6R01,Arkansas Department of Transportation,State Reporter
60250,Black River Area Development Corporation,Rural Reporter,Rural,6R01,Arkansas Department of Transportation,State Reporter
60257,"Area Agency on Aging of Western Arkansas, Inc.",Rural Reporter,Rural,6R01,Arkansas Department of Transportation,State Reporter
60127,Plaquemines Parish Government,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60135,Pointe Coupee Parish Government,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60154,Red River Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60163,Jefferson Davis Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60164,Beauregard Parish City of DeRidder,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60168,Washington Parish Government,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60169,City of Ville Platte Evangeline Parish,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60180,East Feliciana Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60194,Webster Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60195,St Martin Parish Government,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60198,Calcasieu Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60199,City of Franklin St. Mary Parish,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60200,Livingston Parish Council,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60207,Assumption Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60209,Caldwell Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60211,Vermilion Parish Police Jury ,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60217,City of West Monroe/West Ouachita Parish,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60222,St. James Parish Government,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60229,Lincoln Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60231,St. Landry Government,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60232,Terrebonne Parish Consolidated Government,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60234,Claiborne Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60235,Cameron Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60247,Avoyelles Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60249,Allen Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60251,Bienville Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60261,Desoto Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60263,Vernon Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
66267,Iberville Sheriff's Office,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
66268,Madison Parish Policy Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
66273,St. Helena Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
66282,Rapides Parish Police Jury,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
66337,West Feliciana Parish Council,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
66346,Rapides Area Planning Commission ,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
60138,North Central Regional Transit District,Reduced Reporter,Urban,6R03,New Mexico Department of Transportation,State Reporter
60148,Village of Milan,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60151,Grant County,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60157,City of Socorro,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60167,City of Roswell,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60184,City of Carlsbad,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60190,City of Hobbs,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60206,"Zia Therapy Center, Inc.",Reduced Reporter,Urban,6R03,New Mexico Department of Transportation,State Reporter
60215,Incorporated County of Los Alamos,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60224,The Community Pantry,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60225,City of Clovis,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60236,City of Las Vegas,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60237,Town of Red River,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60244,Golden Spread Rural Frontier Coalition,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60253,City of Portales,Rural Reporter,Rural,6R03,New Mexico Department of Transportation,State Reporter
60620,Pueblo of Laguna,Reduced Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66242,Zuni Pueblo,Reduced Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66338,Mescalero Apache Tribe,Reduced Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66339,New Mexico Department of Transportation,Full Reporter,Urban,6R03,New Mexico Department of Transportation,State Reporter
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,6R04,Oklahoma Department of Transportation,State Reporter
60118,City of Edmond,Reduced Reporter,Urban,6R04,Oklahoma Department of Transportation,State Reporter
60146,"United Community Action Program, Inc.",Rural Reporter,Rural,6R04,Oklahoma Department of Transportation,State Reporter
60150,Pontotoc County Public Transit Authority,Rural Reporter,Rural,6R04,Oklahoma Department of Transportation,State Reporter
60160,OSU-Stillwater Community Transit,Rural Reporter,Rural,6R04,Oklahoma Department of Transportation,State Reporter
60165,Community Action Development Corporation,Rural Reporter,Rural,6R04,Oklahoma Department of Transportation,State Reporter
