NTDID,Agency Name,Reporter Type,Reporting Module,City,State,UZA,UZA Name,Mode,TOS,Form,Data Point,Item Name,Item Type,Item Type Code
50003,City of Kenosha,Full Reporter,Urban,Kenosha,WI,256.0,"Kenosha, WI-IL",SR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,50003 - SR/DO Sampling Waiver,Waiver,W
50007,Bay Mills Indian Community,Reduced Reporter,Tribe,Brimley,MI,0.0,Michigan Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,50007 - MB/DO OE Q,Questionable,Q
50007,Bay Mills Indian Community,Reduced Reporter,Tribe,Brimley,MI,0.0,Michigan Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,50007 - MB/DO VRH Q,Questionable,Q
50007,Bay Mills Indian Community,Reduced Reporter,Tribe,Brimley,MI,0.0,Michigan Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,50007 - MB/DO VRM Q,Questionable,Q
50007,Bay Mills Indian Community,Reduced Reporter,Tribe,Brimley,MI,0.0,Michigan Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Unlinked Passenger Trips,50007 - MB/DO UPT Q,Questionable,Q
50010,METRO Regional Transit Authority ,Full Reporter,Urban,Akron,OH,71.0,"Akron, OH",DR,PT,Maintenance Performance (R-20),Major mechanical system failures - Number of Failures ,50010 - DR/PT - Major Failures - Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50012 - DR/PT Total Operating Expenses Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50012 - DR/PT UPT Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50012 - DR/PT PMT Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50012 - DR/PT VRM Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50012 - DR/PT VRH Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50012 - MB/DO Total Operating Expenses Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50012 - MB/DO UPT Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50012 - MB/DO PMT Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50012 - MB/DO VRM Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50012 - MB/DO VRH Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",SR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50012 - SR/PT Total Operating Expenses Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",SR,PT,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,50012 - SR/PT UPT Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",SR,PT,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,50012 - SR/PT PMT Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",SR,PT,Service Rail (S-10),Total Actual Passenger Car Revenue Miles - Annual Total Schedule,50012 - SR/PT VRM Q,Questionable,Q
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Cincinnati,OH,30.0,"Cincinnati, OH-KY-IN",SR,PT,Service Rail (S-10),Total Actual Passenger Car Revenue Hours - Annual Total Schedule,50012 - SR/PT VRH Q,Questionable,Q
50014,Forest County Potawatomi Community,Reduced Reporter,Tribe,Crandon,WI,0.0,Wisconsin Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,50014 - MB/DO Vehicle Revenue Miles W,Waiver,W
50014,Forest County Potawatomi Community,Reduced Reporter,Tribe,Crandon,WI,0.0,Wisconsin Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,50014 - MB/DO Vehicle Revenue Hours W,Waiver,W
50014,Forest County Potawatomi Community,Reduced Reporter,Tribe,Crandon,WI,0.0,Wisconsin Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Unlinked Passenger Trips,50014 - MB/DO Unlinked Passenger Trips W,Waiver,W
50014,Forest County Potawatomi Community,Reduced Reporter,Tribe,Crandon,WI,0.0,Wisconsin Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicles of Maximum Service,50014 - MB/DO Vehicles Operated in Maximum Service W,Waiver,W
50014,Forest County Potawatomi Community,Reduced Reporter,Tribe,Crandon,WI,0.0,Wisconsin Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,50014 - MB/DO Operating Expenses W,Waiver,W
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,Cleveland,OH,25.0,"Cleveland, OH",DR,PT,Revenue Vehicle Inventory (A-30),Average Lifetime Miles per Active Vehicle,50015 - DR/PT Average Lifetime Miles W,Waiver,W
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,Cleveland,OH,25.0,"Cleveland, OH",HR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,50015 - HR/DO UPT W (APC),Waiver,W
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,Cleveland,OH,25.0,"Cleveland, OH",HR,DO,Revenue Vehicle Inventory (A-30),Total Miles on Active Vehicles During Period,50015 - HR/DO Total Miles on Active Vehicles ,Waiver,W
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,Cleveland,OH,25.0,"Cleveland, OH",HR,DO,Service Rail (S-10),Total Actual Passenger Car Miles - Annual Total Schedule,50015 - HR/DO Total Actual Passenger Car Miles W,Waiver,W
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,Cleveland,OH,25.0,"Cleveland, OH",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Miles - Annual Total Schedule,50015 - HR/DO Total Actual Passenger Car Revenue Miles W,Waiver,W
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,Dayton,OH,59.0,"Dayton, OH",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50017 - MB/DO APC/PMT Waiver,Waiver,W
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,Dayton,OH,59.0,"Dayton, OH",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50017 - MB/DO APC/UPT Waiver,Waiver,W
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,Dayton,OH,59.0,"Dayton, OH",TB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50017 - TB/DO APC/PMT Waiver,Waiver,W
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,Dayton,OH,59.0,"Dayton, OH",TB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50017 - TB/DO APC/UPT Waiver,Waiver,W
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50022 - DR/DO VRH Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50022 - DR/DO UPT Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50022 - DR/DO VRM Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50022 - DR/DO PMT Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50022 - DR/DO Total OE Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50022 - DR/PT VRH Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50022 - DR/PT UPT Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50022 - DR/PT VRM Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50022 - DR/PT PMT Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",DR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50022 - DR/PT Total OE Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50022 - MB/DO PMT W,Waiver,W
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50022 - MB/DO UPT W,Waiver,W
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50022 - MB/DO VRH Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50022 - MB/DO UPT Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50022 - MB/DO VRM Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,50022 - MB/DO PMT Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50022 - MB/DO Total OE Q,Questionable,Q
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Toledo,OH,80.0,"Toledo, OH-MI",MB,DO,Service Non-Rail (S-10),Deadhead Hours - Annual Total Schedule,50022 -MB/DO Deadhead Hours Q,Questionable,Q
50025,Duluth Transit Authority,Full Reporter,Urban,Duluth,MN,260.0,"Duluth, MN-WI",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50025 - MB/DO APC/PMT Waiver,Waiver,W
50025,Duluth Transit Authority,Full Reporter,Urban,Duluth,MN,260.0,"Duluth, MN-WI",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50025 - MB/DO APC/UPT Waiver,Waiver,W
50027,Metro Transit ,Full Reporter,Urban,Minneapolis,MN,16.0,"Minneapolis-St. Paul, MN-WI",CR,PT,Transit Way Mileage Non-Rail (A-20),,50027 CR/PT A-20 Waiver Request,Waiver,W
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,Saginaw,MI,253.0,"Saginaw, MI",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50039 - DR/DO VRM Q,Questionable,Q
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,Ann Arbor,MI,125.0,"Ann Arbor, MI",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50040 - DR/PT VRM Q,Questionable,Q
50041,City of Anderson ,Reduced Reporter,Urban,Anderson,IN,330.0,"Anderson, IN",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,50041 - DR/DO Operating Expenses W,Waiver,W
50041,City of Anderson ,Reduced Reporter,Urban,Anderson,IN,330.0,"Anderson, IN",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,50041 - MB/DO Operating Expenses W,Waiver,W
50041,City of Anderson ,Reduced Reporter,Urban,Anderson,IN,330.0,"Anderson, IN",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Uses of Capital - Funds Expended on Capital,50041 - MB/DO Capital Expenses W,Waiver,W
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",MB,DO,Maintenance Performance (R-20),Total Revenue Vehicle System Failures - Number of Failures,50050 - MB/DO Mechanical Failures Waiver,Waiver,W
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",RB,DO,Maintenance Performance (R-20),Total Revenue Vehicle System Failures - Number of Failures,50050 - RB/DO Mechanical Failures Waiver,Waiver,W
50052,South Bend Public Transportation Corporation,Full Reporter,Urban,South Bend,IN,136.0,"South Bend, IN-MI",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50052 - MB/DO PMT W (APC),Waiver,W
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,Moline ,IL,134.0,"Davenport, IA-IL",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50057 - MB/DO PMT W,Waiver,W
50066,Chicago Transit Authority,Full Reporter,Urban,Chicago,IL,3.0,"Chicago, IL-IN",MB,DO,Employees (R-10),Vehicle Operations - Full Time Non-Operator Work Hours,50066 - MB/DO VO FT Non-Op Hours Worked Q,Questionable,Q
50066,Chicago Transit Authority,Full Reporter,Urban,Chicago,IL,3.0,"Chicago, IL-IN",MB,DO,Employees (R-10),Vehicle Operations - Full Time Non-Operator Count,50066 - MB/DO VO FT Non-Op Employee Count Q,Questionable,Q
50092,"City of Rochester, Minnesota",Full Reporter,Urban,Rochester,MN,288.0,"Rochester, MN",DR,PT,Operating Expenses (F-30),In Report - Total Modal Expenses,50092 - Purchased Transportation Allocation DR/PT,Questionable,Q
50092,"City of Rochester, Minnesota",Full Reporter,Urban,Rochester,MN,288.0,"Rochester, MN",DT,PT,Operating Expenses (F-30),Utilities - General Administration,50092 - DT/PT Utilities GA Q,Questionable,Q
50092,"City of Rochester, Minnesota",Full Reporter,Urban,Rochester,MN,288.0,"Rochester, MN",DT,PT,Operating Expenses (F-30),Casualty and Liability Costs - General Administration,50092 - DT/PT Casualty and Liability Q,Questionable,Q
50092,"City of Rochester, Minnesota",Full Reporter,Urban,Rochester,MN,288.0,"Rochester, MN",DT,PT,Operating Expenses (F-30),In Report - Total Modal Expenses,50092 - Purchased Transportation Allocation DT/PT,Questionable,Q
50092,"City of Rochester, Minnesota",Full Reporter,Urban,Rochester,MN,288.0,"Rochester, MN",MB,PT,Operating Expenses (F-30),In Report - Total Modal Expenses,50092 - Purchased Transportation Allocation MB/PT,Questionable,Q
50109,City of Beloit,Reduced Reporter,Urban,Beloit,WI,432.0,"Beloit, WI-IL",DR,PT,Contractual Relationship (B-30),Other Operating Expenses Incurred by the Buyer,50109 - DR/PT Other Operating Expenses Incurred by the Buyer Q,Questionable,Q
50109,City of Beloit,Reduced Reporter,Urban,Beloit,WI,432.0,"Beloit, WI-IL",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50109 - MB/DO UPT Q,Questionable,Q
50113,Pace - Suburban Bus Division,Full Reporter,Urban,Arlington Heights,IL,3.0,"Chicago, IL-IN",MB,DO,Federal Funding Allocation Statistics (FFA-10),FG Actual Vehicle Revenue Miles (VRM) -Annual Total,50113 - MBDO FG VRM Waiver,Waiver,W
50145,City of Kokomo,Full Reporter,Urban,Kokomo,IN,437.0,"Kokomo, IN",DR,DO,Employees (R-10),Total Labor - Full Time Non-Operator Work Hours,50145 - Total Labor Hours DR/DO Waiver,Waiver,W
50145,City of Kokomo,Full Reporter,Urban,Kokomo,IN,437.0,"Kokomo, IN",MB,DO,Employees (R-10),Total Operating Labor - Full Time Non-Operator Work Hours,50145 - Total Labor Hours MB/DO Waiver,Waiver,W
50195,City of Shelby,Reduced Reporter,Urban,Shelby,OH,372.0,"Mansfield, OH",DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,50195 - Vehicle Revenue Miles DR/DO W,Waiver,W
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,50209 - CB/PT - VRM Waiver,Waiver,W
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,50209 - CB/PT VRH Waiver,Waiver,W
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,50209 - CB/PT UPT Waiver,Waiver,W
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50209 - CB/PT - PMT Waiver,Waiver,W
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50209 - CB/PT - Operating Expenses W,Waiver,W
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,50209 - CB/PT PMT Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Contractual Relationship (B-30),Other Operating Expenses Incurred by the Buyer,50209 - CB/PT Other Operating Expenses Incurred by the Buyer Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Operating Expenses (F-30),In Report - Vehicle Operations,50209 - CB/PT Vehicle Operations Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50209 - CB/PT Total Operating Expenses Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) -Average Weekday Schedule,50209 - CB/PT VRM Average Weekday Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Saturday Schedule,50209 - CB/PT VRM Average Saturday Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Operating Expenses (F-30),In Report - Vehicle Maintenance,50209 - CB/PT Vehicle Maintenance Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Operating Expenses (F-30),In Report - Facility Maintenance,50209 - CB/PT Facility Maintenance Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",CB,PT,Operating Expenses (F-30),In Report - General Administration,50209 - CB/PT General Administration Q,Questionable,Q
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Indianapolis,IN,33.0,"Indianapolis, IN",VP,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,50209 - VP/PT Total Operating Expenses Q,Questionable,Q
50256,Access Johnson County ,Reduced Reporter,Urban,FRANKLIN,IN,33.0,"Indianapolis, IN",DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,50256 - DR/DO Total OE Waiver,Waiver,W
50256,Access Johnson County ,Reduced Reporter,Urban,FRANKLIN,IN,33.0,"Indianapolis, IN",MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,50256 - MB/DO Total OE Waiver,Waiver,W
50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,Chicago,IL,3.0,"Chicago, IL-IN",FB,DO,Employees (R-10),General Administration - Full Time Non-Operator Work Hours,50521 FB/DO GA FT Empl Work Hours W,Waiver,W
50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,Chicago,IL,3.0,"Chicago, IL-IN",FB,DO,Employees (R-10),Vehicle Maintenance - Full Time Non-Operator Work Hours,50521 FB/DO VM FT Employee Hours W,Waiver,W
50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,Chicago,IL,3.0,"Chicago, IL-IN",FB,DO,Operating Expenses (F-30),Other Materials and Supplies - General Administration,50521 FB/DO Other Materials and Supplies Q,Questionable,Q
55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,Grand Portage,MN,0.0,Minnesota Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,55222 - DR/DO VRH W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,55234 - DR/DO VRM W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,55234 - DR/DO VRH W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,55234 - DR/DO OE W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Fare Revenues - Funds Expended on Operations,55234 - DR/DO Fares W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,55234 - MB/DO VRM W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,55234 - MB/DO VRH W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Total Operating Expenses - Funds Expended on Operations,55234 - MB/DO OE W,Waiver,W
55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,Red Lake,MN,0.0,Minnesota Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Fare Revenues - Funds Expended on Operations,55234 - MB/DO Fares W,Waiver,W
55258,Leech Lake Band of Ojibwe,Reduced Reporter,Tribe,Cass Lake,MN,0.0,Minnesota Non-UZA,,,Transit Asset Management Performance Measure Targets (A-90),Narrative Report,55258 - Narrative Report W,Waiver,W
5R01-50252,Macoupin County,Rural Reporter,Rural,Carlinville,IL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues - Funds Expended on Operations,5R01-50252 DR/DO Fare Revenues Q,Questionable,Q
5R01-50269,Champaign County,Rural Reporter,Rural,Urbana,IL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,5R01-50269: DR/DO VRM Waiver,Waiver,W
5R01-50269,Champaign County,Rural Reporter,Rural,Urbana,IL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,5R01-50269: DR/DO VRH Waiver,Waiver,W
5R01-50269,Champaign County,Rural Reporter,Rural,Urbana,IL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,5R01-50269: MB/DO VRM Waiver,Waiver,W
5R01-50269,Champaign County,Rural Reporter,Rural,Urbana,IL,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,5R01-50269: MB/DO VRH Waiver,Waiver,W
5R01-50315,Shawnee Mass Transit District,Rural Reporter,Rural,Vienna,IL,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Total Operating Expenses - Funds Expended on Operations,5R01-50315: DR/DO OE W,Waiver,W
