State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Vehicles Operated at Maximum Service (VOMS),Vehicles Available at Maximum Service (VAMS),Rail,Fixed Route,Seasonal Segment,Fixed Guideway/High Intensity,Service Type,Commitment Date,Start Service Date,End Service Date
,5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,FB,DO,3,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,MB,DO,5,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50242,Roscommon County Transportation Authority,Rural Reporter,Rural,DR,DO,24,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50244,Isabella County Transportation Commission,Rural Reporter,Rural,DR,DO,35,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50244,Isabella County Transportation Commission,Rural Reporter,Rural,MB,DO,5,,N,Y,N,N,Active Service,10/1/2015,10/1/2015,
,5R03-50260,Eaton County Transportation Authority,Rural Reporter,Rural,DR,DO,21,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50260,Eaton County Transportation Authority,Rural Reporter,Rural,MB,DO,0,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50265,"Marshall, City of",Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50268,Hillsdale Dial-A-Ride,Rural Reporter,Rural,DR,DO,3,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50282,Kalkaska Public Transit Authority,Rural Reporter,Rural,DR,DO,12,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50282,Kalkaska Public Transit Authority,Rural Reporter,Rural,MB,DO,6,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50285,Straits Regional Ride,Rural Reporter,Rural,DR,DO,12,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50310,Cass County Transportation Authority,Rural Reporter,Rural,DR,PT,10,,N,N,N,N,Active Service,6/1/1988,6/1/1988,
,5R03-50313,Charlevoix County Public Transportation,Rural Reporter,Rural,DR,DO,18,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50314,Clinton Area Transit System,Rural Reporter,Rural,DR,DO,25,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50323,Adrian Dial-A-Ride,Rural Reporter,Rural,DR,PT,6,,N,N,N,N,Active Service,4/7/1976,4/7/1976,
,5R03-50335,Greater Lapeer Transportation Authority,Rural Reporter,Rural,DR,DO,27,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50337,Branch Area Transit Authority,Rural Reporter,Rural,DR,DO,12,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50337,Branch Area Transit Authority,Rural Reporter,Rural,MB,DO,1,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50340,Otsego County Board of Commissioners,Rural Reporter,Rural,DR,DO,14,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50344,Ogemaw County Public Transportation,Rural Reporter,Rural,DR,DO,13,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50346,Sanilac County Board of Commissioners,Rural Reporter,Rural,DR,DO,16,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50355,Barry County Transit,Rural Reporter,Rural,DR,DO,16,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50356,Delta Area Transit Authority,Rural Reporter,Rural,DR,DO,19,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50369,"Manistee County Transportation, Inc.",Rural Reporter,Rural,DR,DO,24,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50370,Huron Transit Corporation,Rural Reporter,Rural,DR,DO,43,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50371,Ontonagon County Public Transit,Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50374,Cadillac/Wexford Transit Authority,Rural Reporter,Rural,DR,DO,25,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50383,Van Buren Public Transit,Rural Reporter,Rural,DR,DO,15,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50383,Van Buren Public Transit,Rural Reporter,Rural,MB,DO,3,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50386,Houghton Motor Transit Line,Rural Reporter,Rural,DR,DO,8,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50386,Houghton Motor Transit Line,Rural Reporter,Rural,MB,DO,2,,N,Y,N,N,Active Service,10/1/2015,10/1/2015,
,5R03-50395,Gladwin City/County Transit,Rural Reporter,Rural,DR,DO,18,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50398,Belding-Dial-A-Ride,Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50404,Greenville Transit,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50408,"Hancock, City of ",Rural Reporter,Rural,DR,DO,4,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50413,Bay Area Transportation Authority,Rural Reporter,Rural,DR,DO,26,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50413,Bay Area Transportation Authority,Rural Reporter,Rural,MB,DO,46,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50416,Mecosta Osceola Transit Authority,Rural Reporter,Rural,DR,DO,9,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50427,Marquette County Transit Authority,Rural Reporter,Rural,DR,DO,29,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50427,Marquette County Transit Authority,Rural Reporter,Rural,MB,DO,0,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,DR,DO,24,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,MB,DO,0,,N,Y,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50437,Big Rapids Dial-A-Ride,Rural Reporter,Rural,DR,DO,7,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50452,Antrim County Transportation,Rural Reporter,Rural,DR,DO,16,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50453,Clare County Transit ,Rural Reporter,Rural,DR,DO,24,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50455,Gogebic County Transit,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50456,Allegan County Transportation Services,Rural Reporter,Rural,DR,PT,22,,N,N,N,N,Active Service,7/17/2000,7/17/2000,
,5R03-50457,Benzie Transportation Authority,Rural Reporter,Rural,DR,DO,19,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50459,Ludington Mass Transportation Authority,Rural Reporter,Rural,DR,DO,20,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50463,Berrien County Public Transportation,Rural Reporter,Rural,DR,PT,18,,N,N,N,N,Active Service,11/1/1983,11/1/1983,
,5R03-50473,Lenawee Transportation Corporation,Rural Reporter,Rural,DR,PT,10,,N,N,N,N,Active Service,10/1/1978,10/1/1978,
,5R03-50476,Yates Township Transportation System,Rural Reporter,Rural,DR,DO,18,,N,N,N,N,Active Service,8/9/1976,8/9/1976,
,5R03-50487,"Sault Sainte Marie, City of",Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50492,Alma-Dial-A-Ride,Rural Reporter,Rural,DR,DO,15,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50494,Dowagiac Dial-A--Ride,Rural Reporter,Rural,DR,PT,2,,N,N,N,N,Active Service,6/16/1975,6/16/1975,
,5R03-50495,Interurban Transit Authority,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50503,Crawford County Transportation Authority,Rural Reporter,Rural,DR,DO,17,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50511,ALTRAN Transit Authority,Rural Reporter,Rural,DR,DO,15,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-50514,Ionia Dial-A-Ride,Rural Reporter,Rural,DR,DO,8,,N,N,N,N,Active Service,10/1/2012,10/1/2012,
,5R03-55321,Peoples Express,Rural Reporter,Rural,DR,DO,18,,N,N,N,N,Active Service,4/1/1991,10/1/1991,
,5R03-55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,DR,DO,8,,N,N,N,N,Active Service,4/1/1976,10/1/1976,
,5R03-55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,MB,DO,4,,N,Y,N,N,Active Service,10/1/2016,10/1/2016,
,5R03-55323,Pioneer Resources - Muskegon,Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,4/1/1949,10/1/1949,
,5R03-55401,Kent County Community Action,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,10/1/1999,10/1/1999,
,5R03-55417,"Baragaland Senior Citizens, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,2/1/2001,2/1/2001,
,5R03-55418,Baraga/Houghton/ Keweenaw Community Action Agency,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,12/1/1986,12/1/1986,
,5R03-55419,"TRICO Opportunities, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/7/1991,7/7/1991,
,5R03-55420,Wellspring Lutheran Services,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/1/1995,7/1/1995,
,5R03-55422,United Methodist Community House,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/28/2010,7/28/2010,
,5R03-55423,U.P. Community Services Inc.,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,12/7/1997,12/7/1997,
,5R03-55424,St. Mary's Guardian Angel Respite and Day Care Service,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,8/5/2003,8/5/2003,
,5R03-55425,Senior Neighbors,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,1/26/1996,1/26/1996,
,5R03-55426,Saginaw County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,9/12/2001,9/12/2001,
,5R03-55427,Presque Isle County Council on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,8/27/1997,8/27/1997,
,5R03-55428,Oscoda County Area Transit Specialists,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,1/21/2001,1/21/2001,
,5R03-55429,Oceana County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,12/20/1990,12/20/1990,
,5R03-55430,Northfields Human Service Agency,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,12/1/1997,12/1/1997,
,5R03-55431,Newaygo County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,9/20/1995,9/20/1995,
,5R03-55432,Montcalm County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,8/19/2009,8/19/2009,
,5R03-55433,Milan Seniors for Healthy Living,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,1/3/2013,1/3/2013,
,5R03-55435,Menominee/Delta/Schoolcraft Community Action Agency,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/17/1994,7/17/1994,
,5R03-55436,Mecosta County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,1/31/1989,1/31/1989,
,5R03-55437,Marian E. Burch Adult Day Care & Rehabilitation Center,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/17/1994,7/17/1994,
,5R03-55438,"Manchester Area Senior Citizens Council, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,8/27/1997,8/27/1997,
,5R03-55439,"Lapeer Team Work, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,11/20/1992,11/20/1992,
,5R03-55440,Key Opportunities,Rural Reporter,Rural,DR,DO,8,,N,N,N,N,Active Service,1/8/1988,1/8/1988,
,5R03-55441,Ionia County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,4/2/1999,4/2/1999,
,5R03-55442,"Hope Network, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,2/5/1992,2/5/1992,
,5R03-55443,"Healthsource Saginaw, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,3/5/2000,3/5/2000,
,5R03-55444,Hartland Senior Center,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,4/1/2004,4/1/2004,
,5R03-55445,Gratoit County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,6/20/2010,6/20/2010,
,5R03-55446,"Goodwill Industries of Northern Wisconsin and Upper Michigan, Inc.",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,5/5/1997,5/5/1997,
,5R03-55447,Goodwill Industries (Muskegon County),Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,8/22/2007,8/22/2007,
,5R03-55448,"Georgetown Seniors, Inc",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,10/1/1991,10/1/1991,
,5R03-55449,Friendship Center of Emmet County,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,4/17/1991,4/17/1991,
,5R03-55450,Emmet County Medical Care Facility,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,6/19/2006,6/19/2006,
,5R03-55451,Community Inclusive Recreation,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,2/3/2003,2/3/2003,
,5R03-55452,Community Action Agency of South Central Michigan,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,12/15/1989,12/15/1989,
,5R03-55453,"Chippewa-Luce-Mackinac Community Action Human Resources, Inc",Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,7/6/2001,7/6/2001,
,5R03-55454,Cheboygan County Council on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,6/12/1989,6/12/1989,
,5R03-55455,Brighton Community Education,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,6/19/2003,6/19/2003,
,5R03-55457,Missaukee County Commission on Aging,Reduced Asset Reporter,Asset,DR,DO,,,N,N,N,N,Active Service,10/1/1998,10/1/1998,
,5R04-50231,Rainbow Rider Transit Board,Rural Reporter,Rural,DR,DO,21,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50231,Rainbow Rider Transit Board,Rural Reporter,Rural,MB,DO,16,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50262,"Morris, City of",Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50264,Isanti County,Rural Reporter,Rural,DR,DO,1,,N,N,N,N,Ending Service,7/1/2014,7/1/2014,3/1/2021
,5R04-50264,Isanti County,Rural Reporter,Rural,MB,DO,4,,N,Y,N,N,Ending Service,7/1/2012,7/1/2012,3/1/2021
,5R04-50297,Kanabec County,Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50297,Kanabec County,Rural Reporter,Rural,MB,DO,0,,N,Y,N,N,Active Service,7/1/2013,7/1/2013,
,5R04-50321,Volunteer Interfaith Network Effort,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50322,"Brainerd, City of",Rural Reporter,Rural,DR,DO,9,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50332,"Hibbing, City of",Rural Reporter,Rural,DR,DO,2,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50332,"Hibbing, City of",Rural Reporter,Rural,MB,DO,1,,N,Y,N,N,Active Service,7/1/2014,7/1/2014,
,5R04-50334,"Prairie Five CAC, Inc.",Rural Reporter,Rural,DR,DO,27,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50334,"Prairie Five CAC, Inc.",Rural Reporter,Rural,MB,DO,0,,N,Y,N,N,Active Service,1/1/2020,1/1/2020,
,5R04-50349,"Winona, City of",Rural Reporter,Rural,DR,DO,1,,N,N,N,N,Active Service,1/1/2018,1/1/2018,
,5R04-50349,"Winona, City of",Rural Reporter,Rural,MB,DO,7,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Rural,DR,DO,11,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Rural,MB,DO,9,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50379,Becker County Transit,Rural Reporter,Rural,DR,DO,5,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50384,Brown County Family Services,Rural Reporter,Rural,DR,DO,12,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50394,Trailblazer Joint Powers Board,Rural Reporter,Rural,DR,DO,36,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50397,Hubbard County,Rural Reporter,Rural,DR,DO,2,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50397,Hubbard County,Rural Reporter,Rural,MB,DO,1,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50428,SEMCAC,Rural Reporter,Rural,DR,DO,13,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50430,"Fosston, City of",Rural Reporter,Rural,DR,DO,1,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50446,Wadena County Social Services,Rural Reporter,Rural,DR,DO,7,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50448,Watonwan County,Rural Reporter,Rural,DR,DO,3,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50450,"Cedar Valley Services, Inc.",Rural Reporter,Rural,DR,DO,16,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50450,"Cedar Valley Services, Inc.",Rural Reporter,Rural,MB,DO,13,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50471,"Southwestern MN Opportunity Council, Inc.",Rural Reporter,Rural,DR,DO,1,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50471,"Southwestern MN Opportunity Council, Inc.",Rural Reporter,Rural,MB,DO,2,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50474,"Tri-County Action Program, Inc.",Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50474,"Tri-County Action Program, Inc.",Rural Reporter,Rural,MB,DO,14,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50489,Paul Bunyan Transit,Rural Reporter,Rural,DR,DO,7,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50489,Paul Bunyan Transit,Rural Reporter,Rural,MB,DO,4,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50504,Productive Alternatives,Rural Reporter,Rural,DR,DO,9,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50504,Productive Alternatives,Rural Reporter,Rural,MB,DO,7,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50510,"Three Rivers Community Action, Inc.",Rural Reporter,Rural,DR,DO,20,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50510,"Three Rivers Community Action, Inc.",Rural Reporter,Rural,MB,DO,0,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural Reporter,Rural,DR,DO,24,,N,N,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural Reporter,Rural,MB,DO,76,,N,Y,N,N,Active Service,7/1/2012,7/1/2012,
,5R04-55314,Central Community Transit,Rural Reporter,Rural,DR,DO,22,,N,N,N,N,Active Service,7/1/2014,7/1/2014,
,5R04-55314,Central Community Transit,Rural Reporter,Rural,MB,DO,4,,N,Y,N,N,Active Service,7/1/2014,7/1/2014,
,5R04-55320,Faribault-Martin Counties Joint Powers,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,1/1/2016,1/1/2016,
,5R04-55320,Faribault-Martin Counties Joint Powers,Rural Reporter,Rural,MB,DO,3,,N,Y,N,N,Active Service,1/1/2016,1/1/2016,
,5R04-55325,Minnesota River Valley Transit,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,1/1/2017,1/1/2017,
,5R04-55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,DR,DO,28,,N,N,N,N,Active Service,1/1/2017,1/1/2017,
,5R04-55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,MB,DO,12,,N,Y,N,N,Active Service,1/1/2017,1/1/2017,
,5R05-50164,Sandusky Transit System,Rural Reporter,Rural,DR,DO,18,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50164,Sandusky Transit System,Rural Reporter,Rural,MB,DO,7,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50255,Carroll County Transit,Rural Reporter,Rural,DR,DO,11,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50275,Knox Area Transit,Rural Reporter,Rural,DR,DO,14,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50278,Athens Transit,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50278,Athens Transit,Rural Reporter,Rural,MB,DO,8,,N,Y,N,N,Active Service,1/1/2016,1/1/2016,
,5R05-50284,Champaign Transit System,Rural Reporter,Rural,DR,DO,9,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50292,Bowling Green Transit,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50293,Monroe County Public Transportation,Rural Reporter,Rural,DR,DO,12,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50298,Ottawa County Transportation Agency,Rural Reporter,Rural,DR,DO,20,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50316,Wilmington Transit System,Rural Reporter,Rural,DR,DO,16,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50326,Geauga County Transit,Rural Reporter,Rural,DR,DO,14,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50341,South East Area Transit,Rural Reporter,Rural,DR,DO,19,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50341,South East Area Transit,Rural Reporter,Rural,MB,DO,5,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50343,Perry County Transit,Rural Reporter,Rural,DR,DO,24,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50362,Huron County Transit,Rural Reporter,Rural,DR,DO,6,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50363,Scioto County/Access Scioto County,Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50377,Hancock Area Transportation Services,Rural Reporter,Rural,DR,DO,17,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50382,Ashland Public Transit,Rural Reporter,Rural,DR,DO,8,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50388,Marion Area Transit,Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50390,Ashtabula County Transportation System,Rural Reporter,Rural,DR,PT,12,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50390,Ashtabula County Transportation System,Rural Reporter,Rural,MB,PT,4,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50406,Lancaster Public Transit System,Rural Reporter,Rural,DR,DO,15,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50406,Lancaster Public Transit System,Rural Reporter,Rural,MB,DO,5,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50410,Fayette County Transportation Program,Rural Reporter,Rural,DR,DO,14,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50415,Greenville Transit System,Rural Reporter,Rural,DR,DO,7,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50421,Morgan County Transit,Rural Reporter,Rural,DR,DO,21,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50424,Transportation for Logan County,Rural Reporter,Rural,DR,DO,24,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50429,Chillicothe Transit System,Rural Reporter,Rural,DR,DO,13,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50429,Chillicothe Transit System,Rural Reporter,Rural,MB,DO,3,,N,Y,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50433,Transportation Resources For Independent People of Sandusky (TRIPS),Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50433,Transportation Resources For Independent People of Sandusky (TRIPS),Rural Reporter,Rural,MB,DO,4,,N,Y,N,N,Active Service,1/1/2019,7/1/2019,
,5R05-50434,Pickaway Area Rural Transit,Rural Reporter,Rural,DR,DO,11,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50434,Pickaway Area Rural Transit,Rural Reporter,Rural,MB,DO,1,,N,Y,N,N,Active Service,7/1/2016,1/1/2021,
,5R05-50438,Logan Transit System,Rural Reporter,Rural,DR,DO,7,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50440,Seneca-Crawford Area Transportation,Rural Reporter,Rural,DR,DO,22,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50440,Seneca-Crawford Area Transportation,Rural Reporter,Rural,MB,DO,1,,N,Y,N,N,Active Service,1/1/2021,1/1/2021,
,5R05-50462,Harrison County Rural Transit,Rural Reporter,Rural,DR,DO,10,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50464,Pike County/Community Action Transit System,Rural Reporter,Rural,DR,DO,11,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50464,Pike County/Community Action Transit System,Rural Reporter,Rural,MB,DO,0,,N,Y,N,N,Active Service,1/1/2017,1/1/2017,
,5R05-50481,Columbiana County/Community Action Rural Transit System,Rural Reporter,Rural,DR,DO,29,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-50481,Columbiana County/Community Action Rural Transit System,Rural Reporter,Rural,MB,DO,1,,N,Y,N,N,Active Service,7/1/2019,7/1/2019,
,5R05-50497,Shelby Public Transit,Rural Reporter,Rural,DR,DO,11,,N,N,N,N,Active Service,1/1/2013,1/1/2013,
,5R05-55324,Washington County Commissioners,Rural Reporter,Rural,DR,PT,5,,N,N,N,N,Active Service,1/1/2006,1/1/2006,
