NTD ID,Agency Name,Reporter Type,Reporting Module,Expense Type,Interest Expenses,Leases and Rentals,Purchase Lease Agreement,Related Parties Lease Agreement,Voluntary Non-Exchange Transactions,Extraordinary and Special Items,Depreciation,Amortization of Intangibles,Other Reconciling Items,Total Reconciling Items,ADA Related Reconciling Items
50008,Milwaukee County,Full Reporter,Urban,Funds Applied,825618,882810,,,,,,,,1708428,
50008,Milwaukee County,Full Reporter,Urban,Funds Not Applied,,,,,,,4684824,,,4684824,
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,Funds Applied,22692,672107,0,,,17000,,,,711799,
50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,Funds Not Applied,,,,,,,693488,,,693488,
50010,METRO Regional Transit Authority ,Full Reporter,Urban,Funds Applied,386,214426,0,0,0,0,0,0,514328,729140,0
50010,METRO Regional Transit Authority ,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,9812460,0,0,9812460,0
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50011,Stark Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,0,3239556,23056,7993248,11255860,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Funds Applied,,879026,,,,,,,,879026,
50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,15901098,,0,15901098,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,Funds Applied,3427658,689869,0,,,,,,,4117527,
50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,42088445,,-92419876,-50331431,
50016,Central Ohio Transit Authority,Full Reporter,Urban,Funds Applied,,147190,,,,,,,6303094,6450284,
50016,Central Ohio Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,32959706,,,32959706,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,Funds Applied,0,15581,0,0,0,0,0,0,356027,371608,
50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,17061144,0,0,17061144,0
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2995334,,,2995334,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,2232943,,-12497431,-10264488,
50024,Western Reserve Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50024,Western Reserve Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3044217,,,3044217,
50025,Duluth Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50025,Duluth Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,6501282,,,6501282,239494
50026,City of Moorhead,Full Reporter,Urban,Funds Applied,,,,,,,,,8917,8917,
50026,City of Moorhead,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50027,Metro Transit ,Full Reporter,Urban,Funds Applied,,2275228,,,,,0,,,2275228,
50027,Metro Transit ,Full Reporter,Urban,Funds Not Applied,,0,,,,,134543678,,,134543678,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,Funds Applied,111783,,,,,,0,,,111783,
50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,2785019,,,2785019,
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,,6730,,,,,,,,6730,4105
50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1027436,,,1027436,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,Funds Applied,,,,,,,,,54648823,54648823,
50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,19398341,,,19398341,
50032,Mass Transportation Authority ,Full Reporter,Urban,Funds Applied,23940,6000,,,,,0,,173490,203430,
50032,Mass Transportation Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,8569831,,,8569831,
50033,Interurban Transit Partnership,Full Reporter,Urban,Funds Applied,,313169,,,,521137,,,0,834306,
50033,Interurban Transit Partnership,Full Reporter,Urban,Funds Not Applied,,,,,,,15677116,,678834,16355950,
50034,City of Jackson Transportation Authority,Full Reporter,Urban,Funds Applied,,958,,,,,,,140056,141014,923
50034,City of Jackson Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,524227,,37237,561464,0
50035,Central County Transportation Authority,Full Reporter,Urban,Funds Applied,167091,28068,,,,,,,805417,1000576,
50035,Central County Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3309958,,3317039,6626997,
50036,Capital Area Transportation Authority,Full Reporter,Urban,Funds Applied,920,1247360,,,,,,,,1248280,
50036,Capital Area Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,7372403,,556197,7928600,
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,Funds Applied,13000,139204,4107,,,,,,,156311,
50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,Funds Not Applied,,,,,,,877269,,,877269,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,Funds Applied,,852944,,,,1562077,,,,2415021,
50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,6650943,,,6650943,
50043,Metropolitan Evansville Transit System,Full Reporter,Urban,Funds Applied,0,,,,,,,,,0,
50043,Metropolitan Evansville Transit System,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,Funds Applied,,3660,,,,,,,,3660,
50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,1797727,,,1797727,
50045,Gary Public Transportation Corporation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50045,Gary Public Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,Funds Not Applied,,,,,,,1993389,,,1993389,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,Funds Applied,996689,464417,,,,,,,,1461106,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,19698349,,,19698349,
50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,Funds Applied,16275,,,,,,,,,16275,
50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,3611970,,,3611970,
50052,South Bend Public Transportation Corporation,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50052,South Bend Public Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,2902755,,,2902755,
50053,City of Terre Haute ,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50053,City of Terre Haute ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50054,Muncie Indiana Transit System,Full Reporter,Urban,Funds Applied,10987,,,,,,0,,,10987,
50054,Muncie Indiana Transit System,Full Reporter,Urban,Funds Not Applied,,,,,,,1544745,,,1544745,
50056,Greater Peoria Mass Transit District,Full Reporter,Urban,Funds Applied,,109640,,,,,,,,109640,
50056,Greater Peoria Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,3070022,,,3070022,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,Funds Applied,32729,211657,,,,,,,78166,322552,
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,4678965,,,4678965,
50058,Rockford Mass Transit District,Full Reporter,Urban,Funds Applied,,,5773,,,,,,,5773,
50058,Rockford Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,2162196,,,2162196,
50059,Springfield Mass Transit District,Full Reporter,Urban,Funds Applied,,37936,,,,,,,-1418266,-1380330,
50059,Springfield Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,3307237,,,3307237,
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,Funds Applied,64364,399902,,,,314429,,,207184,985879,166391
50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,7405215,,-1390290,6014925,
50061,"City of Decatur, Il",Full Reporter,Urban,Funds Applied,3638,0,0,0,0,0,,0,0,3638,0
50061,"City of Decatur, Il",Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,380000,0,50000,430000,0
50066,Chicago Transit Authority,Full Reporter,Urban,Funds Applied,72980167,4357220,,,,,,,19887000,97224387,
50066,Chicago Transit Authority,Full Reporter,Urban,Funds Not Applied,120809394,,,,,,609441697,,-19887000,710364091,
50092,"City of Rochester, Minnesota",Full Reporter,Urban,Funds Applied,,308930,,,,,,,,308930,
50092,"City of Rochester, Minnesota",Full Reporter,Urban,Funds Not Applied,,,,,,,1476885,,,1476885,
50096,City of Waukesha ,Full Reporter,Urban,Funds Applied,,277334,,,,,,,,277334,
50096,City of Waukesha ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50099,City of Eau Claire,Full Reporter,Urban,Funds Applied,,53298,,,,,,,,53298,53298
50099,City of Eau Claire,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,Funds Applied,3053352,37087,,,,,,,544892,3635331,
50104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,Funds Not Applied,,,,,,,23089648,,,23089648,
50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,Funds Applied,,,,,,,,,0,0,
50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,1619457,,451267,2070724,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,Funds Applied,149139,1353269,,,,539026,,,-2555855,-514421,
50113,Pace - Suburban Bus Division,Full Reporter,Urban,Funds Not Applied,,,,,,,51339478,,,51339478,
50117,Laketran,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50117,Laketran,Full Reporter,Urban,Funds Not Applied,,,,,,,5686205,,6282083,11968288,
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,Urban,Funds Applied,,12142877,,,,,,,,12142877,
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,223894722,,,223894722,
50119,City of Detroit ,Full Reporter,Urban,Funds Applied,,3313214,,,,6835083,,,11834370,21982667,
50119,City of Detroit ,Full Reporter,Urban,Funds Not Applied,,,,,,,15247345,,,15247345,
50141,Detroit Transportation Corporation,Full Reporter,Urban,Funds Applied,0,376223,,,,,,,,376223,
50141,Detroit Transportation Corporation,Full Reporter,Urban,Funds Not Applied,,,,,,,2400050,,,2400050,
50145,City of Kokomo,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50145,City of Kokomo,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50146,Madison County Transit District,Full Reporter,Urban,Funds Applied,,,,,,0,,,54767,54767,
50146,Madison County Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,Funds Applied,,243059,,,,,,,,243059,
50148,Blue Water Area Transportation Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,3219641,,,3219641,
50149,Michiana Area Council of Governments,Full Reporter,Urban,Funds Applied,,36000,,,,,,,,36000,
50149,Michiana Area Council of Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50154,Metropolitan Council,Full Reporter,Urban,Funds Applied,,2772871,,,,,,,0,2772871,1158259
50154,Metropolitan Council,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50157,Butler County Regional Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50157,Butler County Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,1554827,,-2358690,-803863,
50158,University of Michigan Parking and Transportation Services,Full Reporter,Urban,Funds Applied,,41223,,,,,,,,41223,
50158,University of Michigan Parking and Transportation Services,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,Funds Applied,41915,,,,,0,,,310718,352633,0
50159,River Valley Metro Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,0,470413,,,470413,
50160,County of Washington,Full Reporter,Urban,Funds Applied,,243352,,,,,,,,243352,
50160,County of Washington,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50161,Ozaukee County ,Full Reporter,Urban,Funds Applied,,33760,0,,,,,,,33760,
50161,Ozaukee County ,Full Reporter,Urban,Funds Not Applied,,,0,,,,,,,0,
50163,"Licking County, Ohio",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50163,"Licking County, Ohio",Full Reporter,Urban,Funds Not Applied,,,,,,,223078,,,223078,
50165,Greene County Transit Board,Full Reporter,Urban,Funds Applied,,118103,,,,,,,,118103,
50165,Greene County Transit Board,Full Reporter,Urban,Funds Not Applied,,,,,,,480367,,-318559,161808,
50166,Board of  Clermont County Commissioners,Full Reporter,Urban,Funds Applied,,134825,80705,,,,,,,215530,
50166,Board of  Clermont County Commissioners,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50169,"Miami County, Ohio ",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50169,"Miami County, Ohio ",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50176,City of DeKalb,Full Reporter,Urban,Funds Applied,,550470,,,,,,,1557578,2108048,
50176,City of DeKalb,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Urban,Funds Applied,5064,9027174,,,,,,,23443297,32475535,32475532
50182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Urban,Funds Not Applied,,,,,,,1854560,,,1854560,1854560
50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,Funds Applied,2391,1,,,,,,,,2392,
50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,873764,,,873764,
50191,Mid-Ohio Regional Planning Commission,Full Reporter,Urban,Funds Applied,,92918,,,,,,,,92918,
50191,Mid-Ohio Regional Planning Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50193,Enterprise Rideshare - Michigan,Full Reporter,Urban,Funds Applied,82293,,,,,,,,-31896,50397,
50193,Enterprise Rideshare - Michigan,Full Reporter,Urban,Funds Not Applied,,,,,,,1363901,,,1363901,
50198,Medina County Public Transit,Full Reporter,Urban,Funds Applied,,6010,,,,,,,,6010,
50198,Medina County Public Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,311480,,,311480,
50199,Delaware County Transit Board,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,0
50199,Delaware County Transit Board,Full Reporter,Urban,Funds Not Applied,,,,,,,403635,,-1219874,-816239,
50204,Jackson County Mass Transit District,Full Reporter,Urban,Funds Applied,414,18726,,,,,,,,19140,
50204,Jackson County Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Funds Applied,,225752,,,,,,,,225752,
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50211,Rides Mass Transit District,Full Reporter,Urban,Funds Applied,18036,206745,,,,,,,,224781,
50211,Rides Mass Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50212,Stateline Mass Transit District,Separate Service,Urban,Funds Applied,,,,,,,,,,0,
50212,Stateline Mass Transit District,Separate Service,Urban,Funds Not Applied,,,,,,,121431,,,121431,
50213,M-1 Rail,Full Reporter,Urban,Funds Applied,635449,,,,,32702,,,,668151,
50213,M-1 Rail,Full Reporter,Urban,Funds Not Applied,,,,,,,6086590,270821,,6357411,
50342,LINK Hendricks County,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
50342,LINK Hendricks County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50515,University of Minnesota Transit,Full Reporter,Urban,Funds Applied,,165909,,,,,,,,165909,
50515,University of Minnesota Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50516,City of Plymouth,Full Reporter,Urban,Funds Applied,,180116,,,,0,,,,180116,
50516,City of Plymouth,Full Reporter,Urban,Funds Not Applied,,,,,,0,,,,0,
50517,City of Maple Grove,Full Reporter,Urban,Funds Applied,0,6126,0,0,0,0,0,0,0,6126,0
50517,City of Maple Grove,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,0,0,0,0,0
50518,SouthWest Transit,Full Reporter,Urban,Funds Applied,,11376,,,,,,,,11376,
50518,SouthWest Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Funds Applied,294404,,,,,,,,61315,355719,
50519,Minnesota Valley Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3296252,,-1300000,1996252,
50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,Funds Applied,,79617,,,,,,,,79617,
50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,Funds Not Applied,,,,,,,2300,,,2300,
50522,Lake Erie Transportation Commission,Full Reporter,Urban,Funds Applied,,,,,,,,,391581,391581,
50522,Lake Erie Transportation Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,62170,,,62170,
55311,City of Cincinnati,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
55311,City of Cincinnati,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
55312,City of Milwaukee,Full Reporter,Urban,Funds Applied,,32283,,,,,,,,32283,
55312,City of Milwaukee,Full Reporter,Urban,Funds Not Applied,,,,,,,12044,,,12044,
60006,City of El Paso,Full Reporter,Urban,Funds Applied,1514286,359989,,,,,,,1639538,3513813,
60006,City of El Paso,Full Reporter,Urban,Funds Not Applied,,,,,,,18070574,,,18070574,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,Funds Applied,2375439,744190,,,,,,,1962507,5082136,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,49738454,,-2350473,47387981,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Funds Applied,41263557,25506895,,,,7631926,,,6837440,81239818,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,Funds Not Applied,-8724966,,,,,,187570610,160990,-27491345,151515289,
60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60010,City of Lubbock,Full Reporter,Urban,Funds Applied,30226,,,,,,,,,30226,
60010,City of Lubbock,Full Reporter,Urban,Funds Not Applied,,,,,,,1834018,,,1834018,
60011,VIA Metropolitan Transit,Full Reporter,Urban,Funds Applied,4028879,2931634,,,,5683887,,,3414392,16058792,
60011,VIA Metropolitan Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,38979912,,,38979912,
60012,City of Waco,Full Reporter,Urban,Funds Applied,,,,,,,0,,,0,
60012,City of Waco,Full Reporter,Urban,Funds Not Applied,,,,,,,769763,,,769763,
60014,City of Brownsville ,Full Reporter,Urban,Funds Applied,,,,,,,0,,,0,
60014,City of Brownsville ,Full Reporter,Urban,Funds Not Applied,,,,,,,1764668,,64907,1829575,
60016,City of Beaumont,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60016,City of Beaumont,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,Funds Applied,,14400,,,,271250,,,,285650,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,3542441,,,3542441,343299
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60019,City of Albuquerque,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60019,City of Albuquerque,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60022,Capital Area Transit System,Full Reporter,Urban,Funds Applied,47389,608885,,,,,,,,656274,
60022,Capital Area Transit System,Full Reporter,Urban,Funds Not Applied,,,,,,,3128343,,,3128343,
60024,City of Shreveport,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60024,City of Shreveport,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,Funds Applied,3904391,,,,,,,,,3904391,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,20264846,,482842,20747688,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,Funds Applied,,82767,,,,,,,,82767,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,Funds Applied,,166361,,,,,,,,166361,
60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60041,City of Arlington,Full Reporter,Urban,Funds Applied,,3949954,,,,,,,,3949954,
60041,City of Arlington,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,Funds Applied,0,4412800,0,0,0,7058364,0,0,91287842,102759006,100095
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,Funds Not Applied,0,0,0,0,0,0,50552476,0,0,50552476,0
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,Funds Applied,536090,129968,,,,,,,270963,937021,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,0,,,,6406216,,3083652,9489868,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,Funds Applied,135406719,965485,8834682,,,,,,6210009,151416895,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,251044808,,,251044808,
60059,Brazos Transit District,Full Reporter,Urban,Funds Applied,4034747,0,,,,,,,799392,4834139,
60059,Brazos Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60070,City of Mesquite,Separate Service,Urban,Funds Applied,,633234,0,,,,,,,633234,
60070,City of Mesquite,Separate Service,Urban,Funds Not Applied,,,,,,,,,,0,
60077,City of Santa Fe,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60077,City of Santa Fe,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60088,Jefferson Parish,Full Reporter,Urban,Funds Applied,,,,,,5528685,,,738441,6267126,
60088,Jefferson Parish,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,Funds Applied,,13202,,,,,,,,13202,
60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60091,Hill Country Transit District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60091,Hill Country Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,1468331,,,1468331,
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Funds Applied,,110814,,,,,,,1213824,1324638,
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60101,Denton County Transportation Authority,Full Reporter,Urban,Funds Applied,697187,656888,,,,,,,,1354075,
60101,Denton County Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,9956637,,,9956637,
60102,Concho Valley Transit District,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,0
60102,Concho Valley Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60103,"Fort Bend County, Texas",Full Reporter,Urban,Funds Applied,,34811,,,,,,,,34811,
60103,"Fort Bend County, Texas",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60107,"Texoma Area Paratransit System, Inc",Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60107,"Texoma Area Paratransit System, Inc",Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60108,Harris County,Full Reporter,Urban,Funds Applied,,915810,,,,,,,,915810,
60108,Harris County,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,Funds Applied,109000,285000,,365549,,,,,1257420,2016969,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60114,STAR Transit,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60114,STAR Transit,Full Reporter,Urban,Funds Not Applied,,,,,,,984878,,,984878,
60127,Plaquemines Parish Government,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
60127,Plaquemines Parish Government,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60130,Alamo Area Council of Governments,Full Reporter,Urban,Funds Applied,,168948,0,,,,,,,168948,
60130,Alamo Area Council of Governments,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60133,McKinney Avenue Transit Authority,Full Reporter,Urban,Funds Applied,,,,,,,,,0,0,
60133,McKinney Avenue Transit Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,228000,,64050,292050,
60134,The Woodlands Township,Full Reporter,Urban,Funds Applied,,340145,,,,,,,,340145,
60134,The Woodlands Township,Full Reporter,Urban,Funds Not Applied,,,,,,,1197006,,,1197006,
60269,Texas State University,Full Reporter,Urban,Funds Applied,,1903778,,,,,,,,1903778,
60269,Texas State University,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
60270,City of McKinney,Separate Service,Urban,Funds Applied,,108676,,,,,,,,108676,
60270,City of McKinney,Separate Service,Urban,Funds Not Applied,,,,,,,,,,0,
60271,Tangipahoa Parish Council,Separate Service,Urban,Funds Applied,,,,,,,,,,0,
60271,Tangipahoa Parish Council,Separate Service,Urban,Funds Not Applied,,,,,,,,,,0,
66339,New Mexico Department of Transportation,Full Reporter,Urban,Funds Applied,,331095,,,,,,,,331095,
66339,New Mexico Department of Transportation,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
70001,City of Lincoln,Full Reporter,Urban,Funds Applied,,,,,,,,,,0,
70001,City of Lincoln,Full Reporter,Urban,Funds Not Applied,,,,,,,,,,0,
70002,Transit Authority of Omaha,Full Reporter,Urban,Funds Applied,,3400,,,,,,,,3400,
70002,Transit Authority of Omaha,Full Reporter,Urban,Funds Not Applied,,,,,,,13585177,,0,13585177,
70003,City of Springfield,Full Reporter,Urban,Funds Applied,,2433,,,,,,,,2433,
70003,City of Springfield,Full Reporter,Urban,Funds Not Applied,,,,,,,2170328,,,2170328,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,Funds Applied,,1402147,63793,,,,,,,1465940,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,Funds Not Applied,,,,,,,11683343,,,11683343,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,Funds Applied,19533861,1529626,,,,,,,1171485,22234972,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,Funds Not Applied,,,,,,,77710813,,4559804,82270617,
70008,City of Cedar Rapids,Full Reporter,Urban,Funds Applied,,28500,0,,,,,,71767,100267,
70008,City of Cedar Rapids,Full Reporter,Urban,Funds Not Applied,,,,,,,663989,,,663989,
