wltype,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol, Methonal ,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
Full Reporter,40032,County of Volusia,Full Reporter,Urban,VP,PT,,,,,,,,,8180,,,,,,
Full Reporter,40034,County of Miami-Dade ,Full Reporter,Urban,CB,PT,,,,179110,,,,,,,,,,,
Full Reporter,40034,County of Miami-Dade ,Full Reporter,Urban,DR,PT,,,,,,,,,919282,,,,,,
Full Reporter,40034,County of Miami-Dade ,Full Reporter,Urban,HR,DO,,,,,,66954261,,,,,,,,,
Full Reporter,40034,County of Miami-Dade ,Full Reporter,Urban,MB,DO,,,3744434,3407298,,,,,,,,,,,
Full Reporter,40034,County of Miami-Dade ,Full Reporter,Urban,MB,PT,,,,337745,,,,,314312,,,,,,
Full Reporter,40034,County of Miami-Dade ,Full Reporter,Urban,MG,DO,,,,,,10320800,,,,,,,,,
Full Reporter,40034,County of Miami-Dade ,Full Reporter,Urban,VP,PT,,,,,,,,,160002,,,,,,
Full Reporter,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1071018,,,,,,
Full Reporter,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,DO,2333466,,1674607,,,,,,6431,,,,,,
Full Reporter,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,92208,,,,,,
Full Reporter,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,RB,DO,105849,,,,,,,,,,,,,,
Full Reporter,40035,Central Florida Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,87448,,,,,,
Full Reporter,40036,City of Tallahassee,Full Reporter,Urban,DR,DO,,,58114,,,,,,4546,,,,,,
Full Reporter,40036,City of Tallahassee,Full Reporter,Urban,DR,PT,,,,,,,,,44221,,,,,,
Full Reporter,40036,City of Tallahassee,Full Reporter,Urban,MB,DO,,,142746,765843,147473,,,,,,,,,,
Full Reporter,40036,City of Tallahassee,Full Reporter,Urban,MB,PT,,,,8561,,,,,,,,,,,
Full Reporter,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,DR,PT,,,,3127,,,,,1247686,,,445566,,,
Full Reporter,40037,"Board of County Commissioners, Palm Beach County",Full Reporter,Urban,MB,DO,,,,1825733,,,,,,,,,,,
Full Reporter,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,DR,PT,,,,,,,,,134047,,,,,,
Full Reporter,40038,"Escambia County Board of County Commissioners, FL",Full Reporter,Urban,MB,DO,,,,347907,,,,,,,,,,,
Full Reporter,40040,Jacksonville Transportation Authority,Full Reporter,Urban,CB,PT,,,,,,,,,8403,,,,,,
Full Reporter,40040,Jacksonville Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,457041,,,,,,
Full Reporter,40040,Jacksonville Transportation Authority,Full Reporter,Urban,FB,PT,,,,159258,,,,,,,,,,,
Full Reporter,40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,DO,,,1310671,1124141,,,,,,,,,,,
Full Reporter,40040,Jacksonville Transportation Authority,Full Reporter,Urban,MB,PT,,,,4401,,,,,13876,,,,,,
Full Reporter,40040,Jacksonville Transportation Authority,Full Reporter,Urban,MG,DO,,,,,,750850,,,,,,,,,
Full Reporter,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,DR,DO,,,90072,,,,,,153295,,,,,,
Full Reporter,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,MB,DO,,,1052249,1105640,,,,,,,,,,,
Full Reporter,40041,Hillsborough Area Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,738468,,,,,,,,,
Full Reporter,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,DR,DO,,,169673,,,,,,,,,,,,
Full Reporter,40042,Birmingham-Jefferson County Transit Authority,Full Reporter,Urban,MB,DO,,,734275,4370,,,,,,,,,,,
Full Reporter,40043,City of Mobile,Full Reporter,Urban,DR,DO,,,,,,,,,112261,,,,,,
Full Reporter,40043,City of Mobile,Full Reporter,Urban,MB,DO,,,,174986,,,,,43204,,,,,,
Full Reporter,40044,City of Montgomery,Full Reporter,Urban,DR,DO,,,,,,,,,42000,,,,,,
Full Reporter,40044,City of Montgomery,Full Reporter,Urban,MB,DO,,,,69423,,,,,140426,,,,,,
Full Reporter,40046,Sarasota County ,Full Reporter,Urban,DR,PT,,,,11179,,,,,165210,,,,,,
Full Reporter,40046,Sarasota County ,Full Reporter,Urban,MB,DO,,,,545444,,,,,,,,,,,
Full Reporter,40046,Sarasota County ,Full Reporter,Urban,MB,PT,,,,,,,,,16935,,,,,,
Full Reporter,40047,Athens-Clarke County Unified Government,Full Reporter,Urban,DR,DO,,,,,,,,,12061,,,,,,
Full Reporter,40047,Athens-Clarke County Unified Government,Full Reporter,Urban,MB,DO,,,,221075,,,,,,,,,,,
Full Reporter,40051,Town of Chapel Hill,Full Reporter,Urban,DR,DO,,,,,,,,,58641,,,,,,
Full Reporter,40051,Town of Chapel Hill,Full Reporter,Urban,MB,DO,,,,430831,,,,,,,,,,,
Full Reporter,40053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,15486,,,,,,
Full Reporter,40053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,,,,141071,332760,,,,22027,,,,,,
Full Reporter,40057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,37917,,,,,,
Full Reporter,40057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,,,,100934,,,,,9505,,,,,,
Full Reporter,40058,City of Rome ,Full Reporter,Urban,DR,DO,,,,141,,,,,14830,,,,,,
Full Reporter,40058,City of Rome ,Full Reporter,Urban,MB,DO,,,,28186,,,,,18873,,,,,,
Full Reporter,40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,DO,,,,204821,,,,,5446,,,,,,
Full Reporter,40063,Brevard Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,9963,,,,,,
Full Reporter,40063,Brevard Board of County Commissioners,Full Reporter,Urban,MB,DO,,,,282701,,,,,,,,,,,
Full Reporter,40063,Brevard Board of County Commissioners,Full Reporter,Urban,VP,PT,,,,,,,,,26736,,,,,,
Full Reporter,40068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,,,,276,,,,,52172,,,,,,
Full Reporter,40071,"City of Huntsville, Alabama",Full Reporter,Urban,DR,DO,,,,,,,,,74816,,,,,,
Full Reporter,40071,"City of Huntsville, Alabama",Full Reporter,Urban,MB,DO,,,,146816,,,,,9296,,,,,,
Full Reporter,40074,Pasco County Board of County Commissioners,Full Reporter,Urban,DR,DO,,,,11211,,,,,63738,,,,,,
Full Reporter,40074,Pasco County Board of County Commissioners,Full Reporter,Urban,MB,DO,,,,338507,,,,,,,,,,,
Full Reporter,40077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,,,,2838234,,,,,,,,,,,
Full Reporter,40077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,168417,,,,,,,,,,,
Full Reporter,40078,Cobb County,Full Reporter,Urban,CB,PT,,,,226183,,,,,,,,,,,
Full Reporter,40078,Cobb County,Full Reporter,Urban,DR,PT,,,,78721,,,,,,,,,,,
Full Reporter,40078,Cobb County,Full Reporter,Urban,MB,PT,,,17785,573687,,,,,,,,,,,
Full Reporter,40082,County of Douglas,Full Reporter,Urban,DR,DO,,,,,,,,,6006,,,,,,
Full Reporter,40082,County of Douglas,Full Reporter,Urban,DR,PT,,,,,,,,,7236,,,,,,
Full Reporter,40082,County of Douglas,Full Reporter,Urban,MB,PT,,,,,,,,,60935,,,,,,
Full Reporter,40082,County of Douglas,Full Reporter,Urban,VP,DO,,,,,,,,,6929,,,,,,
Full Reporter,40086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,,,,20915,,,,,37853,,,,,,
Full Reporter,40086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,,,,936754,,,,,,,,,,,
Full Reporter,40087,City of Durham,Full Reporter,Urban,DR,PT,,,,,,,,,208327,,,,,,
Full Reporter,40087,City of Durham,Full Reporter,Urban,MB,PT,308279,,,320862,,,,,,,,,,,
Full Reporter,40093,City of Greensboro ,Full Reporter,Urban,DR,PT,,,,1941,,,,,304894,,,,,,
Full Reporter,40093,City of Greensboro ,Full Reporter,Urban,MB,PT,,,,373112,165852,,,,,,,,,,
Full Reporter,40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,DR,PT,,,,526,,,,,,,,,,,
Full Reporter,40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,HR,PT,,,,,,4009792,,,,,,,,,
Full Reporter,40094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,MB,PT,,,,170185,,,,,,,,,,,
Full Reporter,40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,,,,55212,,,,,4073,,,,,,
Full Reporter,40097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,,,,126599,,,,,,,,,,,
Full Reporter,40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,,,,6870,,,,,,,,,580,,
Full Reporter,40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,25488,,,,1185,,
Full Reporter,40100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,,,,11555,,,,,39663,,,,2575,,
Full Reporter,40104,Indian River County,Full Reporter,Urban,DR,PT,,,,,,,,,41489,,,,,,
Full Reporter,40104,Indian River County,Full Reporter,Urban,MB,PT,,,,95196,,,,,37704,,,,,,
Full Reporter,40105,Puerto Rico Highway and Transportation Authority - Público,Full Reporter,Urban,PB,PT,,,,,,,,,,,,,,,
Full Reporter,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,69981,,,,,,
Full Reporter,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,,,,549469,,,,,,,,,,,
Full Reporter,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,,,,53468,,,,,,,,,,,
Full Reporter,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,1223,,,,,,
Full Reporter,40108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,26337,,,,,,
Full Reporter,40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,,,,38329,,,,,,,,,,,
Full Reporter,40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,54618,,,,,,
Full Reporter,40110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,,469843,145280,,,,25308,,,,,,
Full Reporter,40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,368,,,,,86889,,,,,,
Full Reporter,40128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,,,,859,,,,,60380,,,,,,
Full Reporter,40129,Charlotte County Government,Full Reporter,Urban,DR,DO,,,,,,,,,2319,,,,,,
Full Reporter,40129,Charlotte County Government,Full Reporter,Urban,DR,PT,,,,26751,,,,,31897,,,,,,
Full Reporter,40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,,,,212381,,,,,,,,,,,
Full Reporter,40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,41249,,,,,,
Full Reporter,40138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,,,,296382,,,,,,,,,,,
Full Reporter,40140,Collier County,Full Reporter,Urban,DR,PT,,,,59720,,,,,56547,,,,,,
Full Reporter,40140,Collier County,Full Reporter,Urban,MB,PT,,,,272248,,,,,,,,,,,
Full Reporter,40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,CB,PT,,,,,,,,,,,,,36547,,
Full Reporter,40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,855,,,,146188,,
Full Reporter,40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,MB,PT,434518,,,,,,,,,,,,149510,,
Full Reporter,40141,Central Midlands Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,3249,,,,,,
Full Reporter,40147,North Carolina State University,Full Reporter,Urban,MB,PT,,,,176753,,,,,,,,,,,
Full Reporter,40158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,164989,,,,,,
Full Reporter,40158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,,,,125584,,,,,1563,,,,,,
Full Reporter,40159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,,,,124351,,,,,,,,,,,
Full Reporter,40159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,,,,195054,,,,,,,,,,,
Full Reporter,40159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,19159,,,,,,
Full Reporter,40169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,,,,,,,,,37880,,,,,,
Full Reporter,40171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,,,,,,,,,169448,,,,,,
Full Reporter,40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,DR,DO,,,,8829,,,,,71293,,,,,,
Full Reporter,40172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,MB,DO,,,,49690,,,,,19529,,,,,,
Full Reporter,40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,,,,235173,,,,,24979,,,,,,
Full Reporter,40173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,,,,,,,,,70556,,,,,,
Full Reporter,40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,FB,DO,,,,834785,,,,,,,,,,,
Full Reporter,40175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,FB,PT,,,,215208,,,,,,,,,,,
Full Reporter,40178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,,,,,,,,,41284,,,,,,
Full Reporter,40180,University of Georgia,Full Reporter,Urban,DR,DO,,,,,2993,,,,4530,,,,,,
Full Reporter,40180,University of Georgia,Full Reporter,Urban,MB,DO,,,,253780,28101,,,,,,,,,,
Full Reporter,40185,Bay County Transportation Planning Organization,Full Reporter,Urban,DR,PT,,,,,,,,,62570,,,,,,
Full Reporter,40185,Bay County Transportation Planning Organization,Full Reporter,Urban,MB,PT,,,,81539,,,,,,,,,,,
Full Reporter,40191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,,,,,,,,,162690,,,,,,
Full Reporter,40191,Transit Authority of Central Kentucky,Full Reporter,Urban,MB,DO,,,,5240,,,,,,,,,,,
Full Reporter,40191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,,,,,,,,,13947,,,,,,
Full Reporter,40192,Martin County,Full Reporter,Urban,CB,PT,,,,24410,,,,,,,,,,,
Full Reporter,40192,Martin County,Full Reporter,Urban,DR,PT,,,,,,,,,6261,,,,,,
Full Reporter,40192,Martin County,Full Reporter,Urban,MB,PT,,,,65200,,,,,6549,,,,,,
Full Reporter,40196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,,,,,,,16,,64152,,,,,,
Full Reporter,40200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,122960,,,,,,
Full Reporter,40208,City of Clemson,Full Reporter,Urban,MB,DO,,,,55200,842049,,,,,,,,,,
Full Reporter,40222,Wake County,Full Reporter,Urban,DR,PT,,,,,,,,,216671,,,,,,
Full Reporter,40224,Buncombe County,Full Reporter,Urban,DR,PT,,,,,,,,,94403,,,,20898,,
Full Reporter,40224,Buncombe County,Full Reporter,Urban,MB,PT,,,17646,,,,,,117,,,,,,
Full Reporter,40228,Mecklenburg County ,Full Reporter,Urban,DR,DO,,,,,,,,,57453,,,,,,
Full Reporter,40232,Central Florida Commuter Rail,Full Reporter,Urban,CR,PT,,,,810032,,,,,,,,,,,
Full Reporter,40244,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,156182,,,,5351,,
Full Reporter,40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,CB,PT,,,,1028058,,,,,,,,,,,
Full Reporter,40264,Georgia State Road and Tollway Authority,Full Reporter,Urban,VP,PT,,,,,,,,,240929,,,,,,
Full Reporter,40265,North Central Alabama Regional Council of Governments,Full Reporter,Urban,DR,DO,,,,,,,,,46877,,,,,,
Full Reporter,40928,Baldwin County Commission,Full Reporter,Urban,DR,DO,,,,,,,,,78784,,,,,,
Full Reporter,40950,First Tennessee Human Resource Agency,Full Reporter,Urban,DR,DO,,,,,,,,,156174,,,,38962,,
Full Reporter,41068,Flagler County Public Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,82731,,,,,,
Full Reporter,41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,,,,152,,,,,180540,,,,,,
Full Reporter,44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,,,,9975,,,,,,,,,,,
Full Reporter,44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,,,,17622,,,,,10619,,,,14616,,
Full Reporter,50001,City of Appleton,Full Reporter,Urban,DR,PT,,,,,,,,,89634,,,,,,
Full Reporter,50001,City of Appleton,Full Reporter,Urban,MB,DO,,,,158939,,,,,8599,,,,,,
Full Reporter,50001,City of Appleton,Full Reporter,Urban,MB,PT,,,,3117,,,,,4361,,,,,,
Full Reporter,50002,City of Green Bay,Full Reporter,Urban,DR,PT,,,,,,,,,20679,,,,,,
Full Reporter,50002,City of Green Bay,Full Reporter,Urban,MB,DO,,,,143543,,,,,,,,,,,
Full Reporter,50003,City of Kenosha,Full Reporter,Urban,DR,PT,,,,,,,,,23635,,,,,,
Full Reporter,50003,City of Kenosha,Full Reporter,Urban,MB,DO,,,,178960,,,,,,,,,,,
Full Reporter,50003,City of Kenosha,Full Reporter,Urban,SR,DO,,,,,,171840,,,,,,,,,
Full Reporter,50004,City of La Crosse,Full Reporter,Urban,DR,PT,,,,723,,,,,3838,,,,,,
Full Reporter,50004,City of La Crosse,Full Reporter,Urban,MB,DO,,,,143305,,,,,,,,,,,
Full Reporter,50005,City of Madison,Full Reporter,Urban,MB,DO,,,,861616,,,,,,,,,,,
Full Reporter,50006,"City of Racine, Wisconsin",Full Reporter,Urban,CB,PT,,,,48816,,,,,,,,,,,
Full Reporter,50006,"City of Racine, Wisconsin",Full Reporter,Urban,DR,DO,,,,,,,,,18001,,,,,,
Full Reporter,50006,"City of Racine, Wisconsin",Full Reporter,Urban,MB,DO,,,,221845,,,,,,,,,,,
Full Reporter,50008,Milwaukee County,Full Reporter,Urban,DR,PT,,,,14156,,,,,206259,,,,,,
Full Reporter,50008,Milwaukee County,Full Reporter,Urban,MB,PT,,,,3098978,,,,,,,,,,,
Full Reporter,50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,MB,DO,,,,87392,,,,,,,,,,,
Full Reporter,50009,"City of Oshkosh, Wisconsin",Full Reporter,Urban,MB,PT,,,,6908,,,,,,,,,,,
Full Reporter,50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,DO,,,53390,103350,,,,,,,,,,,
Full Reporter,50010,METRO Regional Transit Authority ,Full Reporter,Urban,DR,PT,,,,,,,,,29676,,,,,,
Full Reporter,50010,METRO Regional Transit Authority ,Full Reporter,Urban,MB,DO,,,764242,276142,,,,,,,,,,,
Full Reporter,50011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,,,88513,68372,,,,,,,,,,,
Full Reporter,50011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,,,253896,143584,,,,,,21975,,,,,
Full Reporter,50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,102325,,,,,,,,,,,
Full Reporter,50012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,,,,2110071,,,,,,,,,,,
Full Reporter,50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,177098,,,,138151,,
Full Reporter,50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,186873,,,,,,
Full Reporter,50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,,,,,,20768378,,,,,,,,,
Full Reporter,50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,,,,,,11321758,,,,,,,,,
Full Reporter,50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,,,1575490,1474410,,,,,,,,,,,
Full Reporter,50015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,,,,199455,,,,,,,,,,,
Full Reporter,50016,Central Ohio Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,7110,,,,,,
Full Reporter,50016,Central Ohio Transit Authority,Full Reporter,Urban,DR,PT,,,,225341,,,,,26704,,,,,,
Full Reporter,50016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,,,1975363,1173617,,,,,,,,,,,
Full Reporter,50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,291146,,,,,,
Full Reporter,50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,,,,1032848,,,,,,,,,,,
Full Reporter,50017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,,,,,,3188890,,,,,,,,,
Full Reporter,50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,13532,,,,,46038,,,,,,
Full Reporter,50021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,,,31676,105414,,,,,13433,,,,,,
Full Reporter,50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,107861,,,,,,,,,,,,,,
Full Reporter,50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,,,,,,,
Full Reporter,50022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,488944,,,,,,,,2133,,,,,,
Full Reporter,50024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,,,,8235,,,,,42376,,,,,,
Full Reporter,50024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,,,,279223,,,,,13864,,,,,,
Full Reporter,50025,Duluth Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,23419,,,,,,
Full Reporter,50025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,,,,354705,480480,,,,,,,,,,
Full Reporter,50027,Metro Transit ,Full Reporter,Urban,CR,PT,,,,213780,,,,,,,,,,,
Full Reporter,50027,Metro Transit ,Full Reporter,Urban,LR,DO,,,,,,31871652,,,,,,,,,
Full Reporter,50027,Metro Transit ,Full Reporter,Urban,MB,DO,4926033,,,,519156,,,,,,,,,,
Full Reporter,50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,,,,24432,,,,,,,,,,,
Full Reporter,50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,,,47935,14522,,,,,,,,,,,
Full Reporter,50028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,,,296427,28585,,,,,,,,,,,
Full Reporter,50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,39542,,,,,,,,,,,
Full Reporter,50029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,,,,60829,,,,,,,,,475,,
Full Reporter,50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,,,,31631,,,,,,,,,557976,,
Full Reporter,50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,PT,,,,38840,,,,,1749,,,,,,
Full Reporter,50031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,,,,2222306,,,,,,,,,,,
Full Reporter,50032,Mass Transportation Authority ,Full Reporter,Urban,DR,DO,,,,2028,,,,,63687,,,,739084,,
Full Reporter,50032,Mass Transportation Authority ,Full Reporter,Urban,DR,PT,,,,1513,,,,,,,,,3098,,
Full Reporter,50032,Mass Transportation Authority ,Full Reporter,Urban,MB,DO,,,687422,95357,,,,,,310,,,62460,,
Full Reporter,50033,Interurban Transit Partnership,Full Reporter,Urban,DR,PT,,,,2230,,,,,37223,,,,350235,,
Full Reporter,50033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,,,536971,670832,,,,,,,,,,,
Full Reporter,50033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,,,,68818,,,,,,,,,,,
Full Reporter,50033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,,,,,,,,,12629,,,,,,
Full Reporter,50034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,,,,4491,,,,,13889,,,,,,
Full Reporter,50034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,,,,82422,,,,,,,,,,,
Full Reporter,50035,Central County Transportation Authority,Full Reporter,Urban,DR,PT,,,,30600,,,,,86427,,,,,,
Full Reporter,50035,Central County Transportation Authority,Full Reporter,Urban,MB,DO,,,,301121,,,,,,,,,,,
Full Reporter,50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,DO,6951,,,10068,,,,,121687,,,,,,
Full Reporter,50036,Capital Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,201179,,,,,,
Full Reporter,50036,Capital Area Transportation Authority,Full Reporter,Urban,MB,DO,,,,624562,,,,,,,,,,,
Full Reporter,50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,DR,DO,,,,18000,,,,,38459,,,,,,
Full Reporter,50039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,MB,DO,,,,173357,,,,,,,,,,,
Full Reporter,50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,DO,10694,,,,,,,,,,,,,,
Full Reporter,50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,PT,,,,19722,,,,,,,,,,,
Full Reporter,50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,DO,4190,,,,,,,,4735,,,,,,
Full Reporter,50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,22195,,,,,73772,,,,,,
Full Reporter,50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,MB,DO,573523,,,,,,,,,,,,,,
Full Reporter,50040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,82548,,,,,,
Full Reporter,50043,Metropolitan Evansville Transit System,Full Reporter,Urban,DR,DO,,,449,73133,,,,,,,,,,,
Full Reporter,50043,Metropolitan Evansville Transit System,Full Reporter,Urban,MB,DO,,,,136417,,,,,,,,,,,
Full Reporter,50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,41864,,,,,15269,,,,,,
Full Reporter,50044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,MB,DO,,,,256343,,,,,5533,,,,,,
Full Reporter,50045,Gary Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,19987,,,,,,
Full Reporter,50045,Gary Public Transportation Corporation,Full Reporter,Urban,MB,DO,,,,162930,,,,,10044,,,,,,
Full Reporter,50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,53908,,,,19336,,
Full Reporter,50047,Bloomington-Normal Public Transit System,Full Reporter,Urban,MB,DO,282297,,,,,,,,,,,,,,
Full Reporter,50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,DR,PT,,,,45483,,,,,266621,,,,,,
